,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,0718+793,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,7.33956,2.24,11.49,358.38,59.96,0.0,3.447191245632865,88.12896053500793
31,2309+454,21,1.0,4.0,0.0,0.0,34.0,KOKEE12M,WETTZ13S,8.07352,45.44,47.34,325.74,14.95,34.0,43.45505774497115,42.79270942029944
32,1746+470,21,1.0,4.0,0.0,1.0,13.0,KOKEE12M,WETTZ13S,5.7668,318.74,50.99,20.25,9.58,73.0,-37.360060499967496,42.58598838222944
33,1851+488,21,1.0,4.0,0.0,1.0,41.0,KOKEE12M,WETTZ13S,7.33956,332.97,58.28,9.17,8.83,101.0,-21.50452865004229,42.15043944078263
34,1746+470,21,1.0,4.0,0.0,2.0,16.0,KOKEE12M,WETTZ13S,5.7668,318.62,50.83,20.42,9.64,136.0,-37.578120960849105,42.65401699776135
35,1849+670,21,1.0,4.0,0.0,2.0,45.0,KOKEE12M,WETTZ13S,2.24264,348.27,42.82,6.51,26.82,165.0,-13.420714186185732,64.63572788261312
36,0718+793,21,1.0,4.0,0.0,3.0,13.0,KOKEE12M,WETTZ13S,7.33956,2.4,11.52,358.08,59.94,193.0,3.692886379060453,88.10959977223325
37,1849+670,21,1.0,4.0,0.0,3.0,45.0,KOKEE12M,WETTZ13S,2.24264,348.16,42.77,6.62,26.84,225.0,-13.555729060826296,64.66206579413841
38,3C418,21,1.0,4.0,0.0,4.0,13.0,KOKEE12M,WETTZ13S,1.52331,5.81,60.52,352.38,11.06,253.0,4.483552245566185,44.063255451104716
39,2309+454,21,1.0,4.0,0.0,4.0,43.0,KOKEE12M,WETTZ13S,8.07352,45.08,48.02,326.38,14.57,283.0,42.62609272463449,42.507224112831075
40,1746+470,21,1.0,4.0,0.0,5.0,22.0,KOKEE12M,WETTZ13S,5.7668,318.25,50.35,20.93,9.82,322.0,-38.24068726507261,42.84507025532022
41,0109+224,21,1.0,4.0,0.0,5.0,58.0,KOKEE12M,WETTZ13S,1.87756,73.75,23.63,292.38,10.96,358.0,79.15972830048332,23.07295670124746
42,1726+455,21,1.0,4.0,0.0,7.0,3.0,KOKEE12M,WETTZ13S,8.07352,314.05,47.42,25.01,9.82,423.0,-43.76777482972107,42.339924262959784
43,NGC6251,21,1.0,4.0,0.0,7.0,33.0,KOKEE12M,WETTZ13S,7.33956,352.88,25.89,8.14,44.12,453.0,-10.035693704803615,80.34270146977764
44,1746+470,21,1.0,4.0,0.0,8.0,14.0,KOKEE12M,WETTZ13S,5.7668,317.93,49.9,21.4,9.99,494.0,-38.84285948375114,43.03351944128128
45,0133+476,21,1.0,4.0,0.0,8.0,48.0,KOKEE12M,WETTZ13S,2.07013,45.84,23.99,308.14,31.91,528.0,58.988323916855364,57.28356682641849
46,3C418,21,1.0,4.0,0.0,9.0,18.0,KOKEE12M,WETTZ13S,1.52331,4.21,60.62,353.18,10.96,558.0,3.2414423791713363,44.03482359839381
47,1842+681,21,1.0,4.0,0.0,9.0,46.0,KOKEE12M,WETTZ13S,7.33956,347.48,41.24,7.71,28.14,586.0,-14.670816526579124,66.06663159910583
48,1851+488,21,1.0,4.0,0.0,10.0,26.0,KOKEE12M,WETTZ13S,7.33956,330.95,57.33,10.61,9.07,626.0,-23.590076130236838,42.47017562760344
49,0202+319,21,1.0,4.0,0.0,11.0,7.0,KOKEE12M,WETTZ13S,2.52297,61.06,15.94,291.13,25.11,667.0,75.73303147546446,41.87588961490135
50,2353+816,21,1.0,4.0,0.0,11.0,38.0,KOKEE12M,WETTZ13S,6.2104,7.09,26.86,350.27,44.68,698.0,9.91007950764548,79.67624613378727
51,1726+455,21,1.0,4.0,0.0,12.0,19.0,KOKEE12M,WETTZ13S,7.33956,313.64,46.54,25.87,10.19,739.0,-44.800999636423825,42.7230956306315
52,1039+811,21,1.0,4.0,0.0,12.0,50.0,KOKEE12M,WETTZ13S,3.1052,354.67,14.44,10.84,55.56,770.0,-8.096167293792018,86.77998857944209
53,0133+476,21,1.0,4.0,0.0,13.0,22.0,KOKEE12M,WETTZ13S,2.07013,45.94,24.75,308.72,31.32,802.0,58.734229272283486,56.837970649277075
54,2353+816,21,1.0,4.0,0.0,13.0,52.0,KOKEE12M,WETTZ13S,6.2104,7.03,26.93,350.34,44.61,832.0,9.820549783001,79.63721495077958
55,2309+454,21,1.0,4.0,0.0,14.0,31.0,KOKEE12M,WETTZ13S,8.07352,44.16,49.62,327.89,13.70,871.0,40.62031784454284,41.82917718584608
56,1039+811,21,1.0,4.0,0.0,15.0,7.0,KOKEE12M,WETTZ13S,3.1052,354.75,14.39,10.74,55.63,907.0,-7.97678075630066,86.81067831736631
57,1849+670,21,1.0,4.0,0.0,15.0,34.0,KOKEE12M,WETTZ13S,2.24264,346.82,42.18,7.88,27.09,934.0,-15.206855310335389,64.93670871114143
58,3C371,21,1.0,4.0,0.0,16.0,1.0,KOKEE12M,WETTZ13S,2.99019,344.98,37.61,11.26,30.85,961.0,-18.47692559891495,68.8606684740021
59,0016+731,21,1.0,4.0,0.0,16.0,30.0,KOKEE12M,WETTZ13S,3.84453,15.92,30.27,340.5,40.21,990.0,21.320769195771586,74.74810272349853
60,1851+488,21,1.0,4.0,0.0,17.0,0.0,KOKEE12M,WETTZ13S,7.33956,329.53,56.57,11.68,9.28,1020.0,-25.142699651664806,42.73498549668024
61,1851+488,21,1.0,4.0,0.0,17.0,24.0,KOKEE12M,WETTZ13S,7.33956,329.45,56.52,11.75,9.29,1044.0,-25.23565127808788,42.756269176345036
62,NGC6251,21,1.0,4.0,0.0,17.0,59.0,KOKEE12M,WETTZ13S,7.33956,352.71,25.59,8.47,44.36,1079.0,-10.29999952238009,80.5155702602034
63,1842+681,21,1.0,4.0,0.0,18.0,38.0,KOKEE12M,WETTZ13S,7.33956,346.58,40.77,8.61,28.34,1118.0,-15.819159046158845,66.29921417346371
64,0133+476,21,1.0,4.0,0.0,19.0,21.0,KOKEE12M,WETTZ13S,2.07013,46.05,25.75,309.48,30.56,1161.0,58.36084663940588,56.260073390585866
65,1039+811,21,1.0,4.0,0.0,19.0,52.0,KOKEE12M,WETTZ13S,3.1052,354.92,14.29,10.52,55.78,1192.0,-7.722618439940035,86.87271569910756
66,0202+319,21,1.0,4.0,0.0,20.0,25.0,KOKEE12M,WETTZ13S,2.52297,61.62,17.83,292.63,23.70,1225.0,75.38007127936275,40.72385369910482
67,0202+319,21,1.0,4.0,0.0,20.0,42.0,KOKEE12M,WETTZ13S,2.52297,61.64,17.89,292.68,23.65,1242.0,75.36884610858424,40.68380841881732
68,0718+793,21,1.0,4.0,0.0,21.0,14.0,KOKEE12M,WETTZ13S,8.07352,3.24,11.72,356.41,59.80,1274.0,4.980621067945326,87.98281555448972
69,0133+476,21,1.0,4.0,0.0,21.0,48.0,KOKEE12M,WETTZ13S,2.07013,46.08,26.16,309.8,30.25,1308.0,58.187264770070286,56.03398981464275
70,0718+793,21,1.0,4.0,0.0,22.0,18.0,KOKEE12M,WETTZ13S,8.07352,3.29,11.74,356.32,59.79,1338.0,5.057032112190845,87.97205931092313
71,2309+454,21,1.0,4.0,0.0,22.0,52.0,KOKEE12M,WETTZ13S,8.07352,43.26,50.96,329.2,12.99,1372.0,38.8486199741963,41.28285953835419
72,2353+816,21,1.0,4.0,0.0,23.0,26.0,KOKEE12M,WETTZ13S,6.2104,6.81,27.2,350.63,44.35,1406.0,9.491811023674279,79.48272486916812
73,1849+670,21,1.0,4.0,0.0,24.0,4.0,KOKEE12M,WETTZ13S,2.24264,345.9,41.71,8.79,27.29,1444.0,-16.367758378531665,65.16277748197065
74,0718+793,21,1.0,4.0,0.0,24.0,32.0,KOKEE12M,WETTZ13S,8.07352,3.39,11.77,356.11,59.76,1472.0,5.209996847118358,87.95351552195835
75,1842+681,21,1.0,4.0,0.0,25.0,4.0,KOKEE12M,WETTZ13S,7.33956,345.94,40.42,9.27,28.51,1504.0,-16.645635858797444,66.46540752454594
76,1746+470,21,1.0,4.0,0.0,25.0,45.0,KOKEE12M,WETTZ13S,5.7668,316.21,47.13,24.23,11.10,1545.0,-42.37245457795677,44.20102711142745
77,0202+319,21,1.0,4.0,0.0,26.0,20.0,KOKEE12M,WETTZ13S,2.52297,61.96,19.04,293.59,22.80,1580.0,75.08991932041029,39.99328662574632
78,1849+670,21,1.0,4.0,0.0,26.0,53.0,KOKEE12M,WETTZ13S,2.24264,345.6,41.55,9.09,27.36,1613.0,-16.75024551794013,65.2378990493183
79,2229+695,21,1.0,4.0,0.0,27.0,22.0,KOKEE12M,WETTZ13S,5.38235,11.6,39.65,346.87,31.61,1642.0,13.933916191592981,67.88074669504786
80,0718+793,21,1.0,4.0,0.0,27.0,49.0,KOKEE12M,WETTZ13S,8.07352,3.54,11.81,355.81,59.72,1669.0,5.439447799961963,87.92676075095576
81,0133+476,21,1.0,4.0,0.0,28.0,23.0,KOKEE12M,WETTZ13S,2.07013,46.17,27.27,310.65,29.43,1703.0,57.70976432469865,55.39970795838846
82,0202+319,21,1.0,4.0,0.0,28.0,51.0,KOKEE12M,WETTZ13S,2.52297,62.11,19.56,294.0,22.43,1731.0,74.95575366779958,39.67028046700012
83,1851+488,21,1.0,4.0,0.0,29.0,25.0,KOKEE12M,WETTZ13S,7.33956,327.09,55.06,13.71,9.73,1765.0,-28.005288666729832,43.27302294988698
84,2356+385,21,1.0,4.0,0.0,30.0,6.0,KOKEE12M,WETTZ13S,8.07352,56.29,45.61,319.01,10.98,1806.0,52.37246666751416,34.94130125204096
85,1806+456,21,1.0,4.0,0.0,31.0,10.0,KOKEE12M,WETTZ13S,6.72793,315.91,50.09,22.18,8.93,1870.0,-40.176518316748876,41.47343240047228
