,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,2229+695,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,5.38235,14.03,38.24,344.42,32.73,0.0,17.136945320586122,68.57954087522555
31,1039+811,21,1.0,4.0,0.0,0.0,29.0,KOKEE12M,WETTZ13S,3.1052,354.25,14.71,11.38,55.17,29.0,-8.721381824440607,86.61211936171577
32,1849+670,21,1.0,4.0,0.0,0.0,56.0,KOKEE12M,WETTZ13S,2.24264,348.48,42.9,6.32,26.79,56.0,-13.166651523851531,64.60072744185135
33,1842+681,21,1.0,4.0,0.0,1.0,22.0,KOKEE12M,WETTZ13S,7.33956,348.38,41.64,6.84,27.96,82.0,-13.547518128150084,65.88160039746484
34,1803+784,21,1.0,4.0,0.0,2.0,1.0,KOKEE12M,WETTZ13S,1.41641,352.32,31.41,6.76,38.67,121.0,-10.265093587262712,76.12238148336303
35,0718+793,21,1.0,4.0,0.0,2.0,28.0,KOKEE12M,WETTZ13S,7.33956,2.36,11.51,358.15,59.94,148.0,3.6315025013689177,88.1152894555277
36,3C418,21,1.0,4.0,0.0,3.0,3.0,KOKEE12M,WETTZ13S,1.52331,6.18,60.49,352.2,11.09,183.0,4.77242039861688,44.074161579453104
37,0718+793,21,1.0,4.0,0.0,3.0,34.0,KOKEE12M,WETTZ13S,7.33956,2.41,11.52,358.05,59.94,214.0,3.7082643489229037,88.1089538999884
38,0202+319,21,1.0,4.0,0.0,4.0,10.0,KOKEE12M,WETTZ13S,2.52297,60.62,14.53,290.0,26.18,250.0,75.91635815732116,42.741762783315075
39,3C418,21,1.0,4.0,0.0,4.0,42.0,KOKEE12M,WETTZ13S,1.52331,5.66,60.53,352.46,11.05,282.0,4.366830992889229,44.06123412837142
40,0016+731,21,1.0,4.0,0.0,5.0,10.0,KOKEE12M,WETTZ13S,3.84453,16.31,29.54,339.84,40.84,310.0,21.98961550848079,75.14992890595951
41,2353+816,21,1.0,4.0,0.0,5.0,37.0,KOKEE12M,WETTZ13S,6.2104,7.22,26.69,350.1,44.84,337.0,10.10595228245292,79.77289816351727
42,1849+670,21,1.0,4.0,0.0,6.0,15.0,KOKEE12M,WETTZ13S,2.24264,347.87,42.65,6.89,26.89,375.0,-13.909704226652304,64.71762579296862
43,0133+476,21,1.0,4.0,0.0,6.0,46.0,KOKEE12M,WETTZ13S,2.12461,45.79,23.65,307.88,32.17,406.0,59.09291774224075,57.4854219404751
44,3C418,21,1.0,4.0,0.0,7.0,16.0,KOKEE12M,WETTZ13S,1.52331,4.85,60.58,352.86,11.00,436.0,3.7377317575065123,44.0504139582333
45,0059+581,21,1.0,4.0,0.0,7.0,45.0,KOKEE12M,WETTZ13S,1.36839,34.17,29.17,321.66,34.77,465.0,44.13782687298922,65.02004533688478
46,2356+385,21,1.0,4.0,0.0,8.0,13.0,KOKEE12M,WETTZ13S,8.07352,56.88,41.37,315.43,13.42,493.0,56.56760748308745,36.904102859036115
47,2309+454,21,1.0,4.0,0.0,9.0,9.0,KOKEE12M,WETTZ13S,8.07352,44.68,48.75,327.06,14.17,549.0,41.725505815239586,42.194206782106946
48,1803+784,21,1.0,4.0,0.0,9.0,45.0,KOKEE12M,WETTZ13S,1.4417,351.96,31.16,7.21,38.83,585.0,-10.77170092637294,76.25830403253232
