,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,2229+695,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,5.38235,14.03,38.24,344.42,32.73,0.0,17.136945320586122,68.57954087522555
31,0202+319,21,1.0,4.0,0.0,0.0,31.0,KOKEE12M,WETTZ13S,2.52297,60.38,13.79,289.41,26.74,31.0,75.98385164453221,43.19992518294492
32,1842+681,21,1.0,4.0,0.0,1.0,4.0,KOKEE12M,WETTZ13S,7.33956,348.41,41.66,6.81,27.96,64.0,-13.508826141664303,65.86823218244432
33,0016+731,21,1.0,4.0,0.0,1.0,45.0,KOKEE12M,WETTZ13S,3.84453,16.41,29.32,339.65,41.03,105.0,22.16871379968027,75.27432009244319
34,3C418,21,1.0,4.0,0.0,2.0,13.0,KOKEE12M,WETTZ13S,1.52331,6.44,60.47,352.06,11.11,133.0,4.975439037989909,44.07921643157807
35,1803+784,21,1.0,4.0,0.0,2.0,41.0,KOKEE12M,WETTZ13S,1.41641,352.28,31.39,6.8,38.69,161.0,-10.320433276831734,76.13141619286476
36,2353+816,21,1.0,4.0,0.0,3.0,9.0,KOKEE12M,WETTZ13S,6.2104,7.27,26.62,350.02,44.91,189.0,10.181805639787877,79.81298016149893
37,1726+455,21,1.0,4.0,0.0,3.0,50.0,KOKEE12M,WETTZ13S,8.07352,314.32,47.96,24.48,9.60,230.0,-43.118983967092134,42.10744880743382
38,2353+816,21,1.0,4.0,0.0,4.0,21.0,KOKEE12M,WETTZ13S,6.2104,7.24,26.65,350.06,44.88,261.0,10.137351860101912,79.79734295398154
39,1726+455,21,1.0,4.0,0.0,5.0,2.0,KOKEE12M,WETTZ13S,8.07352,314.22,47.76,24.68,9.68,302.0,-43.35935822508294,42.194591739424425
40,NGC6251,21,1.0,4.0,0.0,5.0,32.0,KOKEE12M,WETTZ13S,7.33956,352.92,25.95,8.07,44.07,332.0,-9.974523714126125,80.30880506517556
41,0718+793,21,1.0,4.0,0.0,6.0,11.0,KOKEE12M,WETTZ13S,7.33956,2.53,11.55,357.81,59.92,371.0,3.892375079009704,88.09158007663015
42,3C371,21,1.0,4.0,0.0,6.0,43.0,KOKEE12M,WETTZ13S,2.99019,345.73,38.15,10.38,30.56,403.0,-17.445606689384185,68.59187487454378
43,2309+454,21,1.0,4.0,0.0,7.0,14.0,KOKEE12M,WETTZ13S,8.07352,44.86,48.43,326.76,14.34,434.0,42.12377562840258,42.33013587416119
44,1851+488,21,1.0,4.0,0.0,7.0,52.0,KOKEE12M,WETTZ13S,7.33956,331.52,57.62,10.19,9.00,472.0,-22.983255400071037,42.36514985920576
45,0059+581,21,1.0,4.0,0.0,8.0,31.0,KOKEE12M,WETTZ13S,1.36839,34.16,29.27,321.74,34.69,511.0,44.083421421673805,64.96429668749059
46,0059+581,21,1.0,4.0,0.0,8.0,48.0,KOKEE12M,WETTZ13S,1.36839,34.16,29.31,321.77,34.66,528.0,44.06616115814361,64.93886080151083
47,1039+811,21,1.0,4.0,0.0,9.0,19.0,KOKEE12M,WETTZ13S,3.1052,354.55,14.51,11.0,55.45,559.0,-8.275290612080804,86.73548166671301
48,0059+581,21,1.0,4.0,0.0,9.0,49.0,KOKEE12M,WETTZ13S,1.36839,34.14,29.44,321.87,34.56,589.0,43.987275330560365,64.8713340582836
49,0109+224,21,1.0,4.0,0.0,10.0,19.0,KOKEE12M,WETTZ13S,1.87756,74.04,24.6,293.16,10.31,619.0,78.67697369027485,22.500827920317217
50,2309+454,21,1.0,4.0,0.0,11.0,17.0,KOKEE12M,WETTZ13S,8.07352,44.48,49.09,327.39,13.98,677.0,41.295895866839686,42.05236142468988
51,1746+470,21,1.0,4.0,0.0,11.0,56.0,KOKEE12M,WETTZ13S,5.7668,317.53,49.33,22.0,10.21,716.0,-39.602827175535175,43.26435955130373
52,0202+319,21,1.0,4.0,0.0,12.0,31.0,KOKEE12M,WETTZ13S,2.52297,61.14,16.22,291.35,24.90,751.0,75.68473573490981,41.711305748614905
53,0109+224,21,1.0,4.0,0.0,12.0,58.0,KOKEE12M,WETTZ13S,1.87756,74.21,25.2,293.63,9.91,778.0,78.36154710531973,22.15931167123545
54,3C418,21,1.0,4.0,0.0,13.0,59.0,KOKEE12M,WETTZ13S,1.52331,2.72,60.68,353.92,10.87,839.0,2.0914335339428227,44.022162246547666
55,1746+470,21,1.0,4.0,0.0,14.0,29.0,KOKEE12M,WETTZ13S,5.7668,317.27,48.93,22.41,10.37,869.0,-40.12114372967033,43.43321481683388
56,2356+385,21,1.0,4.0,0.0,15.0,4.0,KOKEE12M,WETTZ13S,8.07352,56.74,42.7,316.54,12.64,904.0,55.307570803118615,36.27503625621757
57,0133+476,21,1.0,4.0,0.0,16.0,0.0,KOKEE12M,WETTZ13S,2.07013,45.99,25.19,309.06,30.99,960.0,58.57396528067943,56.58398077118752
58,2356+385,21,1.0,4.0,0.0,16.0,27.0,KOKEE12M,WETTZ13S,8.07352,56.7,42.97,316.77,12.48,987.0,55.041226663785494,36.15532808846666
59,1039+811,21,1.0,4.0,0.0,17.0,28.0,KOKEE12M,WETTZ13S,3.1052,354.83,14.34,10.63,55.70,1048.0,-7.857318314973485,86.8411376908383
60,2309+454,21,1.0,4.0,0.0,17.0,58.0,KOKEE12M,WETTZ13S,8.07352,43.8,50.18,328.43,13.40,1078.0,39.89098368488645,41.59793315950913
61,1806+456,21,1.0,4.0,0.0,18.0,37.0,KOKEE12M,WETTZ13S,6.72793,317.35,52.09,20.09,8.19,1117.0,-37.465436717664495,40.67206314314588
62,2229+695,21,1.0,4.0,0.0,19.0,11.0,KOKEE12M,WETTZ13S,5.38235,12.36,39.26,346.13,31.93,1151.0,14.916398478410917,68.07022701405569
63,NGC6251,21,1.0,4.0,0.0,19.0,39.0,KOKEE12M,WETTZ13S,7.33956,352.68,25.54,8.52,44.40,1179.0,-10.346474254811994,80.54378259269593
64,1746+470,21,1.0,4.0,0.0,20.0,20.0,KOKEE12M,WETTZ13S,5.7668,316.7,48.0,23.36,10.74,1220.0,-41.301184531169596,43.82775239603647
65,1806+456,21,1.0,4.0,0.0,20.0,47.0,KOKEE12M,WETTZ13S,6.72793,317.08,51.75,20.46,8.31,1247.0,-37.942960618890424,40.802916756733396
66,1803+784,21,1.0,4.0,0.0,21.0,19.0,KOKEE12M,WETTZ13S,1.4951,351.46,30.78,7.89,39.08,1279.0,-11.482374641878337,76.46515413859245
67,0133+476,21,1.0,4.0,0.0,21.0,50.0,KOKEE12M,WETTZ13S,2.07013,46.09,26.17,309.8,30.25,1310.0,58.19205356725682,56.01902961648136
68,2353+816,21,1.0,4.0,0.0,22.0,20.0,KOKEE12M,WETTZ13S,6.2104,6.84,27.17,350.6,44.38,1340.0,9.535990851639745,79.49912009982376
69,3C418,21,1.0,4.0,0.0,22.0,58.0,KOKEE12M,WETTZ13S,1.52331,359.85,60.73,355.35,10.73,1378.0,-0.11520028901021415,44.00316852855283
70,2353+816,21,1.0,4.0,0.0,23.0,26.0,KOKEE12M,WETTZ13S,6.2104,6.81,27.2,350.63,44.35,1406.0,9.491811023674279,79.48272486916812
71,3C371,21,1.0,4.0,0.0,24.0,4.0,KOKEE12M,WETTZ13S,2.99019,344.37,37.11,12.01,31.11,1444.0,-19.337396367521176,69.11902582823373
72,0202+319,21,1.0,4.0,0.0,24.0,37.0,KOKEE12M,WETTZ13S,2.52297,61.87,18.69,293.31,23.06,1477.0,75.18377269520104,40.19499966186861
73,1746+470,21,1.0,4.0,0.0,25.0,12.0,KOKEE12M,WETTZ13S,5.7668,316.26,47.22,24.14,11.06,1512.0,-42.2621781536863,44.16307518163373
74,1803+784,21,1.0,4.0,0.0,25.0,41.0,KOKEE12M,WETTZ13S,1.52331,351.28,30.62,8.14,39.18,1541.0,-11.741993011734667,76.55553413168968
75,1851+488,21,1.0,4.0,0.0,26.0,9.0,KOKEE12M,WETTZ13S,7.33956,327.7,55.46,13.17,9.60,1569.0,-27.267108166254605,43.13229999191577
76,3C371,21,1.0,4.0,0.0,26.0,44.0,KOKEE12M,WETTZ13S,2.99019,344.17,36.95,12.25,31.21,1604.0,-19.619836928852862,69.1967220665824
77,1806+456,21,1.0,4.0,0.0,27.0,13.0,KOKEE12M,WETTZ13S,6.72793,316.33,50.72,21.53,8.69,1633.0,-39.34488016036142,41.21524864037344
78,3C371,21,1.0,4.0,0.0,27.0,45.0,KOKEE12M,WETTZ13S,2.99019,344.09,36.88,12.35,31.24,1665.0,-19.734538705456607,69.23277296481322
79,1851+488,21,1.0,4.0,0.0,28.0,13.0,KOKEE12M,WETTZ13S,7.33956,327.31,55.21,13.51,9.68,1693.0,-27.734512047292867,43.21753214475799
80,DA426,21,1.0,4.0,0.0,28.0,48.0,KOKEE12M,WETTZ13S,6.72793,303.92,38.39,36.84,9.32,1728.0,-58.53712786483661,39.36498435997004
81,3C371,21,1.0,4.0,0.0,29.0,27.0,KOKEE12M,WETTZ13S,2.99019,343.97,36.77,12.5,31.30,1767.0,-19.908094378743716,69.29082655903721
82,1746+470,21,1.0,4.0,0.0,29.0,56.0,KOKEE12M,WETTZ13S,5.7668,315.87,46.46,24.89,11.39,1796.0,-43.168140802675765,44.49941930647706
83,NGC6251,21,1.0,4.0,0.0,30.0,25.0,KOKEE12M,WETTZ13S,7.33956,352.53,25.22,8.84,44.67,1825.0,-10.58531138476656,80.73003863225732
84,1806+456,21,1.0,4.0,0.0,31.0,6.0,KOKEE12M,WETTZ13S,6.72793,315.92,50.1,22.17,8.92,1866.0,-40.16089669023523,41.47178774470593
85,1851+488,21,1.0,4.0,0.0,31.0,36.0,KOKEE12M,WETTZ13S,7.33956,326.69,54.78,14.06,9.81,1896.0,-28.50436813684718,43.37725296958359
86,1851+488,21,1.0,4.0,0.0,32.0,0.0,KOKEE12M,WETTZ13S,7.33956,326.62,54.73,14.12,9.83,1920.0,-28.592632861148676,43.39595777757976
87,3C418,21,1.0,4.0,0.0,32.0,36.0,KOKEE12M,WETTZ13S,1.52331,356.77,60.67,356.88,10.63,1956.0,-2.483966300403474,44.015475640078
88,2356+385,21,1.0,4.0,0.0,33.0,7.0,KOKEE12M,WETTZ13S,8.07352,56.17,46.2,319.51,10.66,1987.0,51.7462690210555,34.68035819880316
89,2356+385,21,1.0,4.0,0.0,33.0,53.0,KOKEE12M,WETTZ13S,8.07352,56.14,46.34,319.64,10.58,2033.0,51.59614493173399,34.618909019430966
90,1039+811,21,1.0,4.0,0.0,34.0,53.0,KOKEE12M,WETTZ13S,3.1052,355.46,14.0,9.77,56.21,2093.0,-6.912343142161861,87.05261204216484
91,3C418,21,1.0,4.0,0.0,35.0,23.0,KOKEE12M,WETTZ13S,1.52331,355.89,60.62,357.32,10.60,2123.0,-3.1645822154599257,44.040413910869894
92,NGC6251,21,1.0,4.0,0.0,35.0,51.0,KOKEE12M,WETTZ13S,7.33956,352.45,25.05,9.0,44.81,2151.0,-10.71292434761655,80.82762064899185
93,0718+793,21,1.0,4.0,0.0,36.0,31.0,KOKEE12M,WETTZ13S,8.07352,3.94,11.95,355.03,59.61,2191.0,6.05004415984696,87.84147929288686
94,0016+731,21,1.0,4.0,0.0,37.0,4.0,KOKEE12M,WETTZ13S,3.84453,15.11,31.55,341.75,39.12,2224.0,19.992720299801178,74.04493033102698
95,1806+456,21,1.0,4.0,0.0,37.0,35.0,KOKEE12M,WETTZ13S,6.72793,315.26,49.04,23.24,9.34,2255.0,-41.52806165840014,41.906679100818195
