,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,1746+470,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,5.7668,318.89,51.17,20.05,9.51,0.0,-37.10380375554798,42.5179063648965
31,0109+224,21,1.0,4.0,0.0,0.0,36.0,KOKEE12M,WETTZ13S,1.87756,73.4,22.44,291.43,11.78,36.0,79.71823527189586,23.76503809267421
32,3C371,21,1.0,4.0,0.0,1.0,39.0,KOKEE12M,WETTZ13S,2.99019,346.15,38.44,9.9,30.42,99.0,-16.87476127638455,68.44382438991099
33,0109+224,21,1.0,4.0,0.0,2.0,13.0,KOKEE12M,WETTZ13S,1.87756,73.51,22.8,291.72,11.53,133.0,79.55516393200018,23.55021063242765
34,1746+470,21,1.0,4.0,0.0,3.0,18.0,KOKEE12M,WETTZ13S,5.7668,318.49,50.67,20.59,9.70,198.0,-37.803791598250875,42.714388999534634
35,0202+319,21,1.0,4.0,0.0,3.0,53.0,KOKEE12M,WETTZ13S,2.52297,60.6,14.47,289.96,26.22,233.0,75.92199253575815,42.779844215076054
36,1803+784,21,1.0,4.0,0.0,4.0,26.0,KOKEE12M,WETTZ13S,1.4417,352.2,31.33,6.9,38.72,266.0,-10.433379246023199,76.16552597028429
37,1842+681,21,1.0,4.0,0.0,4.0,53.0,KOKEE12M,WETTZ13S,7.33956,348.0,41.48,7.2,28.03,293.0,-14.018825730035479,65.95338962905602
38,2353+816,21,1.0,4.0,0.0,5.0,33.0,KOKEE12M,WETTZ13S,6.2104,7.22,26.69,350.09,44.85,333.0,10.10595228245292,79.77289816351727
39,1842+681,21,1.0,4.0,0.0,6.0,11.0,KOKEE12M,WETTZ13S,7.33956,347.86,41.41,7.34,28.06,371.0,-14.19524392442145,65.99009051251278
40,3C371,21,1.0,4.0,0.0,6.0,50.0,KOKEE12M,WETTZ13S,2.99019,345.72,38.15,10.39,30.57,410.0,-17.45757796417839,68.58882899707785
41,NGC6251,21,1.0,4.0,0.0,7.0,17.0,KOKEE12M,WETTZ13S,7.33956,352.89,25.9,8.13,44.11,437.0,-10.020822006960152,80.3376445229938
42,1803+784,21,1.0,4.0,0.0,7.0,55.0,KOKEE12M,WETTZ13S,1.4417,352.05,31.22,7.1,38.79,475.0,-10.645150729367083,76.22679036627811
43,3C371,21,1.0,4.0,0.0,8.0,22.0,KOKEE12M,WETTZ13S,2.99019,345.59,38.06,10.54,30.61,502.0,-17.634866735849176,68.63353895800851
44,0202+319,21,1.0,4.0,0.0,8.0,55.0,KOKEE12M,WETTZ13S,2.52297,60.92,15.49,290.77,25.45,535.0,75.79780292994309,42.15386750049554
45,1039+811,21,1.0,4.0,0.0,9.0,28.0,KOKEE12M,WETTZ13S,3.1052,354.55,14.51,10.99,55.46,568.0,-8.275290612080804,86.73548166671301
46,1849+670,21,1.0,4.0,0.0,9.0,55.0,KOKEE12M,WETTZ13S,2.24264,347.45,42.47,7.28,26.97,595.0,-14.425285360360618,64.80059195185241
47,0016+731,21,1.0,4.0,0.0,10.0,24.0,KOKEE12M,WETTZ13S,3.84453,16.14,29.88,340.14,40.55,624.0,21.692964622041206,74.96058465975102
48,1849+670,21,1.0,4.0,0.0,10.0,53.0,KOKEE12M,WETTZ13S,2.24264,347.34,42.42,7.38,26.99,653.0,-14.561283776853445,64.82449443342735
49,1726+455,21,1.0,4.0,0.0,11.0,22.0,KOKEE12M,WETTZ13S,7.33956,313.71,46.7,25.72,10.13,682.0,-44.61672892632151,42.65157308860368
50,0109+224,21,1.0,4.0,0.0,11.0,59.0,KOKEE12M,WETTZ13S,1.87756,74.15,24.98,293.45,10.05,719.0,78.47926567666774,22.281381984405034
51,0718+793,21,1.0,4.0,0.0,13.0,0.0,KOKEE12M,WETTZ13S,7.33956,2.85,11.62,357.17,59.87,780.0,4.383210090184997,88.04641299747024
52,1842+681,21,1.0,4.0,0.0,13.0,32.0,KOKEE12M,WETTZ13S,7.33956,347.09,41.04,8.09,28.22,812.0,-15.166352241535108,66.16670187457183
53,1842+681,21,1.0,4.0,0.0,14.0,1.0,KOKEE12M,WETTZ13S,7.33956,347.04,41.02,8.14,28.23,841.0,-15.228712960858251,66.1735393213352
54,0016+731,21,1.0,4.0,0.0,14.0,42.0,KOKEE12M,WETTZ13S,3.84453,15.99,30.16,340.39,40.31,882.0,21.436028667341173,74.80558910286446
55,1039+811,21,1.0,4.0,0.0,15.0,11.0,KOKEE12M,WETTZ13S,3.1052,354.75,14.39,10.73,55.63,911.0,-7.97678075630066,86.81067831736631
56,2229+695,21,1.0,4.0,0.0,15.0,39.0,KOKEE12M,WETTZ13S,5.38235,12.68,39.08,345.81,32.07,939.0,15.335540640546947,68.16008864067514
57,2309+454,21,1.0,4.0,0.0,16.0,8.0,KOKEE12M,WETTZ13S,8.07352,43.99,49.88,328.15,13.56,968.0,40.27953725848611,41.725253139755864
58,2229+695,21,1.0,4.0,0.0,16.0,42.0,KOKEE12M,WETTZ13S,5.38235,12.59,39.13,345.9,32.03,1002.0,15.217658101838007,68.13574623492997
59,NGC6251,21,1.0,4.0,0.0,17.0,10.0,KOKEE12M,WETTZ13S,7.33956,352.72,25.61,8.44,44.34,1030.0,-10.28422662509168,80.50390177545756
60,1842+681,21,1.0,4.0,0.0,17.0,49.0,KOKEE12M,WETTZ13S,7.33956,346.66,40.82,8.53,28.32,1069.0,-15.714732777995183,66.2713074702676
61,1851+488,21,1.0,4.0,0.0,18.0,29.0,KOKEE12M,WETTZ13S,7.33956,329.22,56.4,11.93,9.33,1109.0,-25.487482648294264,42.78960274554886
62,3C418,21,1.0,4.0,0.0,19.0,5.0,KOKEE12M,WETTZ13S,1.52331,1.09,60.72,354.73,10.79,1145.0,0.8373332108656457,44.00905611949426
63,2356+385,21,1.0,4.0,0.0,19.0,36.0,KOKEE12M,WETTZ13S,8.07352,56.62,43.58,317.28,12.13,1176.0,54.44220807311307,35.87076187056798
64,2356+385,21,1.0,4.0,0.0,20.0,22.0,KOKEE12M,WETTZ13S,8.07352,56.6,43.73,317.41,12.04,1222.0,54.29389428503679,35.8002271111923
65,0016+731,21,1.0,4.0,0.0,21.0,21.0,KOKEE12M,WETTZ13S,3.84453,15.74,30.58,340.79,39.95,1281.0,21.018941983273606,74.57736708350694
66,0718+793,21,1.0,4.0,0.0,21.0,49.0,KOKEE12M,WETTZ13S,8.07352,3.26,11.73,356.36,59.79,1309.0,5.011151035705858,87.9778847085706
