,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,1039+811,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,3.1052,354.23,14.73,11.4,55.16,0.0,-8.750812087189427,86.60112754500705
31,1803+784,21,1.0,4.0,0.0,0.0,27.0,KOKEE12M,WETTZ13S,1.41641,352.39,31.46,6.66,38.64,27.0,-10.166660483439848,76.09426566983458
32,1851+488,21,1.0,4.0,0.0,0.0,55.0,KOKEE12M,WETTZ13S,7.33956,333.15,58.37,9.05,8.81,55.0,-21.31766312288001,42.11044751791197
33,1851+488,21,1.0,4.0,0.0,1.0,19.0,KOKEE12M,WETTZ13S,7.33956,333.06,58.32,9.11,8.82,79.0,-21.41407284335188,42.136509811504204
34,1039+811,21,1.0,4.0,0.0,1.0,56.0,KOKEE12M,WETTZ13S,3.1052,354.29,14.68,11.32,55.22,116.0,-8.662102390434205,86.63008169747677
35,1803+784,21,1.0,4.0,0.0,2.0,23.0,KOKEE12M,WETTZ13S,1.41641,352.3,31.4,6.78,38.68,143.0,-10.292761384889666,76.12690501827481
36,2353+816,21,1.0,4.0,0.0,2.0,51.0,KOKEE12M,WETTZ13S,6.2104,7.28,26.61,350.02,44.92,171.0,10.196627202283944,79.81818221808234
37,0016+731,21,1.0,4.0,0.0,3.0,28.0,KOKEE12M,WETTZ13S,3.84453,16.36,29.43,339.75,40.94,208.0,22.079142661492018,75.21231261830087
38,0202+319,21,1.0,4.0,0.0,3.0,59.0,KOKEE12M,WETTZ13S,2.52297,60.6,14.49,289.97,26.21,239.0,75.91514888784494,42.775988017657994
39,0059+581,21,1.0,4.0,0.0,4.0,28.0,KOKEE12M,WETTZ13S,1.36839,34.21,28.74,321.33,35.10,268.0,44.36705496122493,65.2596355478739
40,2309+454,21,1.0,4.0,0.0,4.0,55.0,KOKEE12M,WETTZ13S,8.07352,45.06,48.05,326.41,14.55,295.0,42.586449969214776,42.497350389263346
41,1849+670,21,1.0,4.0,0.0,5.0,31.0,KOKEE12M,WETTZ13S,2.24264,347.95,42.69,6.81,26.88,331.0,-13.81043740226531,64.69533681351305
42,0202+319,21,1.0,4.0,0.0,6.0,4.0,KOKEE12M,WETTZ13S,2.52297,60.74,14.91,290.31,25.89,364.0,75.87339116916803,42.50853801474542
43,1039+811,21,1.0,4.0,0.0,6.0,37.0,KOKEE12M,WETTZ13S,3.1052,354.45,14.57,11.12,55.37,397.0,-8.424371502112077,86.6973559281289
44,2356+385,21,1.0,4.0,0.0,7.0,9.0,KOKEE12M,WETTZ13S,8.07352,56.89,41.16,315.26,13.54,429.0,56.75628209975986,37.01307188862095
45,0718+793,21,1.0,4.0,0.0,8.0,9.0,KOKEE12M,WETTZ13S,7.33956,2.63,11.57,357.62,59.91,489.0,4.045829005617019,88.07836350097642
46,3C418,21,1.0,4.0,0.0,8.0,44.0,KOKEE12M,WETTZ13S,1.52331,4.39,60.61,353.09,10.97,524.0,3.3808133065786126,44.03806987747469
47,0109+224,21,1.0,4.0,0.0,9.0,16.0,KOKEE12M,WETTZ13S,1.87756,73.97,24.37,292.97,10.46,556.0,78.79333841245541,22.63828121887037
48,0202+319,21,1.0,4.0,0.0,10.0,12.0,KOKEE12M,WETTZ13S,2.52297,61.0,15.75,290.98,25.25,612.0,75.76040853376801,41.994680192027225
49,0109+224,21,1.0,4.0,0.0,10.0,39.0,KOKEE12M,WETTZ13S,1.87756,74.06,24.68,293.22,10.26,639.0,78.6344464791034,22.458974897221676
50,2356+385,21,1.0,4.0,0.0,11.0,36.0,KOKEE12M,WETTZ13S,8.07352,56.81,42.03,315.98,13.03,696.0,55.945331717380284,36.59565530628596
51,0718+793,21,1.0,4.0,0.0,12.0,36.0,KOKEE12M,WETTZ13S,7.33956,2.84,11.62,357.21,59.88,756.0,4.367843025489142,88.0471766709216
52,1849+670,21,1.0,4.0,0.0,13.0,8.0,KOKEE12M,WETTZ13S,2.24264,347.09,42.3,7.62,27.03,788.0,-14.872370143081868,64.88413731619733
53,1803+784,21,1.0,4.0,0.0,13.0,35.0,KOKEE12M,WETTZ13S,1.46791,351.8,31.04,7.44,38.91,815.0,-10.998498962635843,76.3242952608587
54,0718+793,21,1.0,4.0,0.0,14.0,2.0,KOKEE12M,WETTZ13S,7.33956,2.9,11.63,357.08,59.86,842.0,4.459883262792602,88.0393932153171
55,2356+385,21,1.0,4.0,0.0,14.0,37.0,KOKEE12M,WETTZ13S,8.07352,56.75,42.61,316.47,12.69,877.0,55.39400977369397,36.317904227515875
