,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,1803+784,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,1.41641,352.41,31.47,6.64,38.64,0.0,-10.139014976221201,76.08968249901552
31,0109+224,21,1.0,4.0,0.0,0.0,33.0,KOKEE12M,WETTZ13S,1.87756,73.39,22.43,291.42,11.79,33.0,79.7198308428398,23.78066480892826
32,1849+670,21,1.0,4.0,0.0,1.0,35.0,KOKEE12M,WETTZ13S,2.24264,348.41,42.87,6.39,26.80,95.0,-13.252009275703537,64.61600843050053
33,1039+811,21,1.0,4.0,0.0,2.0,2.0,KOKEE12M,WETTZ13S,3.1052,354.3,14.68,11.31,55.22,122.0,-8.646982457010756,86.63159220008606
34,3C418,21,1.0,4.0,0.0,2.0,32.0,KOKEE12M,WETTZ13S,1.52331,6.34,60.47,352.11,11.10,152.0,4.898498753180219,44.087833069995035
35,NGC6251,21,1.0,4.0,0.0,3.0,0.0,KOKEE12M,WETTZ13S,7.33956,352.97,26.02,7.99,44.01,180.0,-9.898541113500345,80.26966552518901
36,0109+224,21,1.0,4.0,0.0,3.0,45.0,KOKEE12M,WETTZ13S,1.87756,73.61,23.14,291.99,11.30,225.0,79.39619481635613,23.352514078334536
37,3C371,21,1.0,4.0,0.0,4.0,48.0,KOKEE12M,WETTZ13S,2.99019,345.89,38.26,10.2,30.51,288.0,-17.227942227370654,68.5366837326191
38,0718+793,21,1.0,4.0,0.0,5.0,16.0,KOKEE12M,WETTZ13S,7.33956,2.49,11.54,357.89,59.93,316.0,3.8310111912247047,88.09741678374624
39,0133+476,21,1.0,4.0,0.0,5.0,51.0,KOKEE12M,WETTZ13S,2.12461,45.77,23.5,307.77,32.29,351.0,59.14037216135997,57.571779014278846
40,0059+581,21,1.0,4.0,0.0,6.0,19.0,KOKEE12M,WETTZ13S,1.36839,34.19,28.98,321.52,34.92,379.0,44.24202047765997,65.12460303523231
41,2309+454,21,1.0,4.0,0.0,6.0,46.0,KOKEE12M,WETTZ13S,8.07352,44.9,48.36,326.69,14.39,406.0,42.21135294404031,42.35895612818931
42,0133+476,21,1.0,4.0,0.0,7.0,19.0,KOKEE12M,WETTZ13S,2.07013,45.81,23.75,307.95,32.10,439.0,59.067708498221265,57.4207815482564
43,1851+488,21,1.0,4.0,0.0,7.0,52.0,KOKEE12M,WETTZ13S,7.33956,331.52,57.62,10.19,9.00,472.0,-22.983255400071037,42.36514985920576
44,1842+681,21,1.0,4.0,0.0,8.0,27.0,KOKEE12M,WETTZ13S,7.33956,347.62,41.3,7.57,28.11,507.0,-14.496013484724957,66.04156084761928
45,1849+670,21,1.0,4.0,0.0,9.0,5.0,KOKEE12M,WETTZ13S,2.24264,347.54,42.51,7.19,26.95,545.0,-14.314322197891801,64.7817302917378
46,2229+695,21,1.0,4.0,0.0,9.0,34.0,KOKEE12M,WETTZ13S,5.38235,13.22,38.76,345.26,32.32,574.0,16.0494607783096,68.31994573940213
47,1039+811,21,1.0,4.0,0.0,10.0,3.0,KOKEE12M,WETTZ13S,3.1052,354.57,14.5,10.97,55.48,603.0,-8.24538601377709,86.74228163588022
48,1842+681,21,1.0,4.0,0.0,10.0,30.0,KOKEE12M,WETTZ13S,7.33956,347.41,41.2,7.78,28.15,630.0,-14.760545945980324,66.08906614499823
49,1726+455,21,1.0,4.0,0.0,11.0,11.0,KOKEE12M,WETTZ13S,7.33956,313.73,46.73,25.69,10.11,671.0,-44.577049789987974,42.64343169332201
50,2309+454,21,1.0,4.0,0.0,11.0,46.0,KOKEE12M,WETTZ13S,8.07352,44.43,49.17,327.47,13.94,706.0,41.19266050509281,42.02052392468258
51,0016+731,21,1.0,4.0,0.0,12.0,20.0,KOKEE12M,WETTZ13S,3.84453,16.07,30.01,340.25,40.44,740.0,21.573150887678885,74.88908280157656
52,0718+793,21,1.0,4.0,0.0,12.0,48.0,KOKEE12M,WETTZ13S,7.33956,2.85,11.62,357.19,59.87,768.0,4.383210090184997,88.04641299747024
53,0202+319,21,1.0,4.0,0.0,13.0,24.0,KOKEE12M,WETTZ13S,2.52297,61.2,16.4,291.5,24.76,804.0,75.65879197339932,41.593772866661276
54,0202+319,21,1.0,4.0,0.0,13.0,41.0,KOKEE12M,WETTZ13S,2.52297,61.22,16.46,291.54,24.72,821.0,75.64994179840939,41.55452629162834
55,2353+816,21,1.0,4.0,0.0,14.0,12.0,KOKEE12M,WETTZ13S,6.2104,7.03,26.94,350.35,44.60,852.0,9.819678938149622,79.63015305911868
56,1849+670,21,1.0,4.0,0.0,14.0,50.0,KOKEE12M,WETTZ13S,2.24264,346.9,42.21,7.81,27.07,890.0,-15.108998017108268,64.9270508286395
57,0202+319,21,1.0,4.0,0.0,15.0,23.0,KOKEE12M,WETTZ13S,2.52297,61.32,16.81,291.82,24.46,923.0,75.58427513407496,41.34689629176082
58,1851+488,21,1.0,4.0,0.0,15.0,57.0,KOKEE12M,WETTZ13S,7.33956,329.75,56.69,11.51,9.25,957.0,-24.899120350455174,42.695226802349744
59,2229+695,21,1.0,4.0,0.0,16.0,34.0,KOKEE12M,WETTZ13S,5.38235,12.6,39.13,345.89,32.03,994.0,15.229549801100474,68.1330892147935
60,1806+456,21,1.0,4.0,0.0,17.0,5.0,KOKEE12M,WETTZ13S,6.72793,317.54,52.33,19.84,8.10,1025.0,-37.12923782605993,40.57628812809101
61,1842+681,21,1.0,4.0,0.0,17.0,37.0,KOKEE12M,WETTZ13S,7.33956,346.68,40.83,8.51,28.32,1057.0,-15.689232880040164,66.26679606894552
62,1851+488,21,1.0,4.0,0.0,18.0,17.0,KOKEE12M,WETTZ13S,7.33956,329.27,56.42,11.89,9.32,1097.0,-25.43675927348787,42.789333116463716
63,1803+784,21,1.0,4.0,0.0,18.0,52.0,KOKEE12M,WETTZ13S,1.4951,351.57,30.86,7.74,39.02,1132.0,-11.326112420526766,76.42337051971514
64,1851+488,21,1.0,4.0,0.0,19.0,20.0,KOKEE12M,WETTZ13S,7.33956,329.05,56.29,12.06,9.36,1160.0,-25.68829813330874,42.8371396656303
65,0202+319,21,1.0,4.0,0.0,20.0,1.0,KOKEE12M,WETTZ13S,2.52297,61.6,17.75,292.57,23.76,1201.0,75.39962453643328,40.7684249034468
66,2309+454,21,1.0,4.0,0.0,20.0,30.0,KOKEE12M,WETTZ13S,8.07352,43.52,50.58,328.83,13.19,1230.0,39.35394515873957,41.44142438233675
67,3C371,21,1.0,4.0,0.0,21.0,6.0,KOKEE12M,WETTZ13S,2.99019,344.59,37.3,11.73,31.01,1266.0,-19.023902763594194,69.0187901912435
68,0133+476,21,1.0,4.0,0.0,21.0,38.0,KOKEE12M,WETTZ13S,2.07013,46.08,26.14,309.78,30.27,1298.0,58.19723796083261,56.04359393801586
69,2229+695,21,1.0,4.0,0.0,22.0,7.0,KOKEE12M,WETTZ13S,5.38235,12.09,39.4,346.39,31.81,1327.0,14.566268482639046,68.00347744735238
70,1851+488,21,1.0,4.0,0.0,22.0,37.0,KOKEE12M,WETTZ13S,7.33956,328.39,55.9,12.6,9.47,1357.0,-26.446524161689375,42.9714047453272
71,DA426,21,1.0,4.0,0.0,23.0,12.0,KOKEE12M,WETTZ13S,6.72793,303.98,39.46,35.9,8.77,1392.0,-57.6201985502662,38.836057551741895
72,3C418,21,1.0,4.0,0.0,23.0,52.0,KOKEE12M,WETTZ13S,1.52331,359.56,60.73,355.49,10.72,1432.0,-0.33791791236153573,44.00202180745012
73,2309+454,21,1.0,4.0,0.0,24.0,22.0,KOKEE12M,WETTZ13S,8.07352,43.08,51.2,329.44,12.86,1462.0,38.51839973201702,41.19046985721267
74,1851+488,21,1.0,4.0,0.0,25.0,0.0,KOKEE12M,WETTZ13S,7.33956,327.93,55.61,12.99,9.56,1500.0,-26.990600633642764,43.076792082682786
75,1842+681,21,1.0,4.0,0.0,25.0,35.0,KOKEE12M,WETTZ13S,7.33956,345.89,40.39,9.32,28.52,1535.0,-16.711077929283796,66.48047966232791
76,1746+470,21,1.0,4.0,0.0,26.0,16.0,KOKEE12M,WETTZ13S,5.7668,316.17,47.05,24.31,11.14,1576.0,-42.467041408229505,44.23783159790208
77,1842+681,21,1.0,4.0,0.0,26.0,45.0,KOKEE12M,WETTZ13S,7.33956,345.78,40.32,9.44,28.55,1605.0,-16.856170074656795,66.51729135686092
78,1803+784,21,1.0,4.0,0.0,27.0,24.0,KOKEE12M,WETTZ13S,1.52331,351.21,30.56,8.23,39.22,1644.0,-11.842843667465866,76.5885300029566
79,0016+731,21,1.0,4.0,0.0,27.0,53.0,KOKEE12M,WETTZ13S,3.84453,15.49,30.99,341.18,39.60,1673.0,20.60530513520564,74.35071856718783
80,1842+681,21,1.0,4.0,0.0,28.0,22.0,KOKEE12M,WETTZ13S,7.33956,345.62,40.23,9.6,28.60,1702.0,-17.064552467593504,66.55848816292806
81,2353+816,21,1.0,4.0,0.0,29.0,2.0,KOKEE12M,WETTZ13S,6.2104,6.67,27.35,350.81,44.21,1742.0,9.285028533779384,79.39843590323488
82,2353+816,21,1.0,4.0,0.0,29.0,29.0,KOKEE12M,WETTZ13S,6.2104,6.66,27.36,350.83,44.19,1769.0,9.270333644530943,79.39288609805833
83,0059+581,21,1.0,4.0,0.0,30.0,8.0,KOKEE12M,WETTZ13S,1.36839,33.73,32.08,323.96,32.55,1808.0,42.34435198712965,63.420714036028215
84,1039+811,21,1.0,4.0,0.0,30.0,38.0,KOKEE12M,WETTZ13S,3.1052,355.3,14.08,9.99,56.09,1838.0,-7.152914656215103,87.00258633324762
85,0059+581,21,1.0,4.0,0.0,31.0,8.0,KOKEE12M,WETTZ13S,1.36839,33.7,32.21,324.06,32.45,1868.0,42.25085573544253,63.35248558648653
86,0133+476,21,1.0,4.0,0.0,31.0,35.0,KOKEE12M,WETTZ13S,2.01838,46.21,27.8,311.06,29.03,1895.0,57.47059941011292,55.09307186310569
87,1746+470,21,1.0,4.0,0.0,32.0,9.0,KOKEE12M,WETTZ13S,5.7668,315.69,46.1,25.25,11.54,1929.0,-43.59321383482151,44.65603073210908
