,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,3C371,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,2.99019,346.29,38.53,9.75,30.37,0.0,-16.68662003816888,68.39938255078944
31,2353+816,21,1.0,4.0,0.0,0.0,28.0,KOKEE12M,WETTZ13S,6.2104,7.32,26.54,349.95,44.99,28.0,10.258615754209249,79.85983405165791
32,0133+476,21,1.0,4.0,0.0,1.0,8.0,KOKEE12M,WETTZ13S,2.12461,45.65,22.72,307.18,32.91,68.0,59.363542674387375,58.03167899283244
33,1039+811,21,1.0,4.0,0.0,1.0,40.0,KOKEE12M,WETTZ13S,3.1052,354.29,14.69,11.33,55.21,100.0,-8.661706203404387,86.62611941289347
34,2229+695,21,1.0,4.0,0.0,2.0,9.0,KOKEE12M,WETTZ13S,5.38235,13.85,38.36,344.61,32.63,129.0,16.893446321683346,68.51961070405218
35,1842+681,21,1.0,4.0,0.0,2.0,38.0,KOKEE12M,WETTZ13S,7.33956,348.24,41.58,6.97,27.99,158.0,-13.721212433356175,65.90957311152103
36,1746+470,21,1.0,4.0,0.0,3.0,19.0,KOKEE12M,WETTZ13S,5.7668,318.49,50.67,20.59,9.70,199.0,-37.803791598250875,42.714388999534634
37,3C371,21,1.0,4.0,0.0,3.0,48.0,KOKEE12M,WETTZ13S,2.99019,345.97,38.32,10.11,30.48,228.0,-17.11807232317692,68.50401390860192
38,0109+224,21,1.0,4.0,0.0,4.0,22.0,KOKEE12M,WETTZ13S,1.87756,73.65,23.28,292.1,11.21,262.0,79.32931582930902,23.272682097264997
39,1851+488,21,1.0,4.0,0.0,5.0,26.0,KOKEE12M,WETTZ13S,7.33956,332.08,57.88,9.79,8.93,326.0,-22.406363946467412,42.282560506004266
40,0718+793,21,1.0,4.0,0.0,6.0,4.0,KOKEE12M,WETTZ13S,7.33956,2.53,11.55,357.82,59.92,364.0,3.892375079009704,88.09158007663015
41,NGC6251,21,1.0,4.0,0.0,6.0,35.0,KOKEE12M,WETTZ13S,7.33956,352.9,25.92,8.11,44.09,395.0,-10.005103555358245,80.32577006081182
42,NGC6251,21,1.0,4.0,0.0,7.0,4.0,KOKEE12M,WETTZ13S,7.33956,352.89,25.91,8.12,44.10,424.0,-10.019972603352105,80.33083479370488
