,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,3C371,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,2.99019,346.29,38.53,9.75,30.37,0.0,-16.68662003816888,68.39938255078944
31,3C371,21,1.0,4.0,0.0,0.0,17.0,KOKEE12M,WETTZ13S,2.99019,346.27,38.52,9.77,30.38,17.0,-16.71281706349087,68.40305788228537
32,2229+695,21,1.0,4.0,0.0,0.0,46.0,KOKEE12M,WETTZ13S,5.38235,13.97,38.28,344.48,32.69,46.0,17.055726818731053,68.5596923992811
33,0109+224,21,1.0,4.0,0.0,1.0,17.0,KOKEE12M,WETTZ13S,1.87756,73.44,22.59,291.55,11.68,77.0,79.64832470583228,23.683662723929977
34,0016+731,21,1.0,4.0,0.0,2.0,17.0,KOKEE12M,WETTZ13S,3.84453,16.4,29.36,339.68,41.00,137.0,22.146883153869812,75.24865366773406
35,1851+488,21,1.0,4.0,0.0,2.0,47.0,KOKEE12M,WETTZ13S,7.33956,332.71,58.17,9.35,8.85,167.0,-21.76292773761384,42.18296261861806
36,1851+488,21,1.0,4.0,0.0,3.0,11.0,KOKEE12M,WETTZ13S,7.33956,332.61,58.13,9.42,8.87,191.0,-21.861070956559203,42.19230316713626
37,2309+454,21,1.0,4.0,0.0,3.0,50.0,KOKEE12M,WETTZ13S,8.07352,45.16,47.87,326.24,14.65,230.0,42.80945425470574,42.57102635436532
38,0718+793,21,1.0,4.0,0.0,4.0,25.0,KOKEE12M,WETTZ13S,7.33956,2.45,11.53,357.97,59.93,265.0,3.7696409360638565,88.10320806027221
39,1039+811,21,1.0,4.0,0.0,4.0,57.0,KOKEE12M,WETTZ13S,3.1052,354.4,14.61,11.19,55.32,297.0,-8.498481519557744,86.67421943166882
40,3C418,21,1.0,4.0,0.0,5.0,27.0,KOKEE12M,WETTZ13S,1.52331,5.43,60.54,352.57,11.04,327.0,4.188628977417957,44.06479379137797
41,NGC6251,21,1.0,4.0,0.0,5.0,55.0,KOKEE12M,WETTZ13S,7.33956,352.91,25.94,8.09,44.08,355.0,-9.989388336645595,80.31388277183068
42,NGC6251,21,1.0,4.0,0.0,6.0,24.0,KOKEE12M,WETTZ13S,7.33956,352.9,25.92,8.1,44.09,384.0,-10.005103555358245,80.32577006081182
43,2229+695,21,1.0,4.0,0.0,7.0,4.0,KOKEE12M,WETTZ13S,5.38235,13.43,38.63,345.04,32.42,424.0,16.329408706707106,68.38483443465869
44,2353+816,21,1.0,4.0,0.0,7.0,31.0,KOKEE12M,WETTZ13S,6.2104,7.18,26.75,350.15,44.79,451.0,10.044961301724838,79.73788960581903
45,0109+224,21,1.0,4.0,0.0,8.0,13.0,KOKEE12M,WETTZ13S,1.87756,73.9,24.13,292.78,10.62,493.0,78.91438613541402,22.777467159870024
46,2309+454,21,1.0,4.0,0.0,9.0,11.0,KOKEE12M,WETTZ13S,8.07352,44.68,48.75,327.07,14.17,551.0,41.725505815239586,42.194206782106946
47,1746+470,21,1.0,4.0,0.0,9.0,50.0,KOKEE12M,WETTZ13S,5.7668,317.76,49.66,21.66,10.08,590.0,-39.163881090612946,43.131193444573576
48,1803+784,21,1.0,4.0,0.0,10.0,19.0,KOKEE12M,WETTZ13S,1.4417,351.94,31.14,7.25,38.84,619.0,-10.800597970372104,76.27062966631455
49,1849+670,21,1.0,4.0,0.0,10.0,46.0,KOKEE12M,WETTZ13S,2.24264,347.35,42.42,7.37,26.98,646.0,-14.549969546491754,64.82703486953318
50,1849+670,21,1.0,4.0,0.0,11.0,3.0,KOKEE12M,WETTZ13S,2.24264,347.32,42.41,7.4,26.99,663.0,-14.58623655886898,64.82974419289259
51,2353+816,21,1.0,4.0,0.0,11.0,31.0,KOKEE12M,WETTZ13S,6.2104,7.09,26.86,350.27,44.68,691.0,9.91007950764548,79.67624613378727
52,1851+488,21,1.0,4.0,0.0,12.0,10.0,KOKEE12M,WETTZ13S,7.33956,330.56,57.13,10.89,9.12,730.0,-24.008450851711824,42.53867032881726
53,0718+793,21,1.0,4.0,0.0,12.0,48.0,KOKEE12M,WETTZ13S,7.33956,2.85,11.62,357.19,59.87,768.0,4.383210090184997,88.04641299747024
54,2229+695,21,1.0,4.0,0.0,13.0,19.0,KOKEE12M,WETTZ13S,5.38235,12.89,38.96,345.6,32.16,799.0,15.6117309108066,68.21910786246606
55,1849+670,21,1.0,4.0,0.0,13.0,48.0,KOKEE12M,WETTZ13S,2.24264,347.01,42.27,7.7,27.05,828.0,-14.970077833123552,64.89420279627453
56,2356+385,21,1.0,4.0,0.0,14.0,20.0,KOKEE12M,WETTZ13S,8.07352,56.75,42.56,316.43,12.72,860.0,55.43845551897012,36.34704413500505
57,1842+681,21,1.0,4.0,0.0,15.0,21.0,KOKEE12M,WETTZ13S,7.33956,346.91,40.95,8.28,28.27,921.0,-15.395149495366846,66.2090580008696
58,NGC6251,21,1.0,4.0,0.0,16.0,0.0,KOKEE12M,WETTZ13S,7.33956,352.74,25.65,8.41,44.32,960.0,-10.252690242909773,80.48052622182928
59,0133+476,21,1.0,4.0,0.0,16.0,43.0,KOKEE12M,WETTZ13S,2.07013,46.0,25.31,309.15,30.90,1003.0,58.52600070548878,56.517901915641424
60,0718+793,21,1.0,4.0,0.0,17.0,13.0,KOKEE12M,WETTZ13S,7.33956,3.05,11.67,356.78,59.84,1033.0,4.689679223040442,88.01474574345264
61,0059+581,21,1.0,4.0,0.0,17.0,46.0,KOKEE12M,WETTZ13S,1.36839,34.01,30.48,322.68,33.76,1066.0,43.383657849432126,64.29470929924379
62,1746+470,21,1.0,4.0,0.0,18.0,19.0,KOKEE12M,WETTZ13S,5.7668,316.89,48.32,23.03,10.61,1099.0,-40.899697499364756,43.6910826520298
63,1806+456,21,1.0,4.0,0.0,18.0,46.0,KOKEE12M,WETTZ13S,6.72793,317.33,52.06,20.12,8.20,1126.0,-37.50482595918121,40.68631425819265
64,2229+695,21,1.0,4.0,0.0,19.0,20.0,KOKEE12M,WETTZ13S,5.38235,12.35,39.26,346.14,31.92,1160.0,14.904517755441741,68.07282937993351
65,2356+385,21,1.0,4.0,0.0,19.0,50.0,KOKEE12M,WETTZ13S,8.07352,56.62,43.63,317.32,12.10,1190.0,54.39697600082332,35.840959462630394
66,NGC6251,21,1.0,4.0,0.0,20.0,51.0,KOKEE12M,WETTZ13S,7.33956,352.67,25.5,8.56,44.43,1251.0,-10.363985285989681,80.56882395035707
67,1842+681,21,1.0,4.0,0.0,21.0,30.0,KOKEE12M,WETTZ13S,7.33956,346.29,40.62,8.91,28.42,1290.0,-16.190937295714082,66.3675514521345
68,2356+385,21,1.0,4.0,0.0,22.0,14.0,KOKEE12M,WETTZ13S,8.07352,56.55,44.09,317.72,11.84,1334.0,53.935409943533756,35.63142068204208
69,0718+793,21,1.0,4.0,0.0,23.0,14.0,KOKEE12M,WETTZ13S,8.07352,3.33,11.75,356.23,59.78,1394.0,5.118261228450984,87.96531534222501
70,0202+319,21,1.0,4.0,0.0,23.0,50.0,KOKEE12M,WETTZ13S,2.52297,61.82,18.53,293.19,23.18,1430.0,75.21936527869624,40.29847071409216
71,1849+670,21,1.0,4.0,0.0,24.0,23.0,KOKEE12M,WETTZ13S,2.24264,345.86,41.69,8.82,27.30,1463.0,-16.41835200429795,65.17160038109515
72,2353+816,21,1.0,4.0,0.0,24.0,51.0,KOKEE12M,WETTZ13S,6.2104,6.78,27.24,350.68,44.32,1491.0,9.446799720670302,79.45914504360091
