,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,3C371,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,2.99019,346.29,38.53,9.75,30.37,0.0,-16.68662003816888,68.39938255078944
31,NGC6251,21,1.0,4.0,0.0,0.0,27.0,KOKEE12M,WETTZ13S,7.33956,353.01,26.09,7.91,43.95,27.0,-9.836622439857846,80.2286191477252
32,2353+816,21,1.0,4.0,0.0,1.0,7.0,KOKEE12M,WETTZ13S,6.2104,7.31,26.56,349.97,44.97,67.0,10.24289072397273,79.8476951859605
33,0016+731,21,1.0,4.0,0.0,1.0,44.0,KOKEE12M,WETTZ13S,3.84453,16.42,29.32,339.65,41.03,104.0,22.181851309242887,75.27044977550202
34,0109+224,21,1.0,4.0,0.0,2.0,15.0,KOKEE12M,WETTZ13S,1.87756,73.51,22.8,291.72,11.53,135.0,79.55516393200018,23.55021063242765
35,0133+476,21,1.0,4.0,0.0,3.0,13.0,KOKEE12M,WETTZ13S,2.12461,45.71,23.06,307.44,32.63,193.0,59.27558203659112,57.82442349505525
36,1746+470,21,1.0,4.0,0.0,3.0,47.0,KOKEE12M,WETTZ13S,5.7668,318.44,50.59,20.67,9.73,227.0,-37.9054997828833,42.75407354095615
37,2229+695,21,1.0,4.0,0.0,4.0,18.0,KOKEE12M,WETTZ13S,5.38235,13.67,38.48,344.8,32.54,258.0,16.65042012695755,68.4585277660903
38,1039+811,21,1.0,4.0,0.0,4.0,47.0,KOKEE12M,WETTZ13S,3.1052,354.39,14.62,11.2,55.31,287.0,-8.513221439204322,86.66879035473674
39,0718+793,21,1.0,4.0,0.0,5.0,15.0,KOKEE12M,WETTZ13S,7.33956,2.49,11.54,357.89,59.93,315.0,3.8310111912247047,88.09741678374624
40,2229+695,21,1.0,4.0,0.0,5.0,46.0,KOKEE12M,WETTZ13S,5.38235,13.55,38.56,344.93,32.48,346.0,16.48866824803502,68.41716669097616
41,0718+793,21,1.0,4.0,0.0,6.0,13.0,KOKEE12M,WETTZ13S,7.33956,2.54,11.55,357.8,59.92,373.0,3.9077499008035996,88.0908993873136
42,0059+581,21,1.0,4.0,0.0,6.0,46.0,KOKEE12M,WETTZ13S,1.36839,34.18,29.04,321.56,34.87,406.0,44.20497568552532,65.09451171415259
