,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,0202+319,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,2.52297,60.34,13.69,289.33,26.82,0.0,75.9860945436363,43.27142381356886
31,3C418,21,1.0,4.0,0.0,0.0,32.0,KOKEE12M,WETTZ13S,1.52331,6.97,60.42,351.8,11.15,32.0,5.391254568277771,44.09912272512673
32,2229+695,21,1.0,4.0,0.0,0.0,59.0,KOKEE12M,WETTZ13S,5.38235,13.95,38.29,344.5,32.68,59.0,17.029447732766222,68.55619659343382
33,0109+224,21,1.0,4.0,0.0,1.0,30.0,KOKEE12M,WETTZ13S,1.87756,73.46,22.64,291.59,11.64,90.0,79.6276352459969,23.64726087772754
34,1746+470,21,1.0,4.0,0.0,2.0,35.0,KOKEE12M,WETTZ13S,5.7668,318.58,50.78,20.48,9.66,155.0,-37.64815880470822,42.67341608041564
35,0016+731,21,1.0,4.0,0.0,3.0,6.0,KOKEE12M,WETTZ13S,3.84453,16.37,29.41,339.73,40.96,186.0,22.096618620718477,75.22326410734962
36,3C371,21,1.0,4.0,0.0,3.0,35.0,KOKEE12M,WETTZ13S,2.99019,345.99,38.33,10.09,30.47,215.0,-17.091800695868184,68.50053398148556
37,0133+476,21,1.0,4.0,0.0,4.0,7.0,KOKEE12M,WETTZ13S,2.12461,45.73,23.21,307.55,32.52,247.0,59.229474141272114,57.73910807322805
38,0059+581,21,1.0,4.0,0.0,4.0,35.0,KOKEE12M,WETTZ13S,1.36839,34.21,28.76,321.34,35.09,275.0,44.35855930242632,65.24713925761031
39,1849+670,21,1.0,4.0,0.0,5.0,5.0,KOKEE12M,WETTZ13S,2.24264,348.0,42.71,6.76,26.87,305.0,-13.74954525736485,64.68652460943518
40,1039+811,21,1.0,4.0,0.0,5.0,32.0,KOKEE12M,WETTZ13S,3.1052,354.42,14.6,11.16,55.33,332.0,-8.46861112485444,86.68112273476113
41,1726+455,21,1.0,4.0,0.0,6.0,2.0,KOKEE12M,WETTZ13S,8.07352,314.14,47.59,24.85,9.75,362.0,-43.55991382234427,42.27150196908982
42,1746+470,21,1.0,4.0,0.0,6.0,29.0,KOKEE12M,WETTZ13S,5.7668,318.13,50.18,21.11,9.88,389.0,-38.467398928273965,42.91780332430695
43,2229+695,21,1.0,4.0,0.0,7.0,0.0,KOKEE12M,WETTZ13S,5.38235,13.44,38.63,345.04,32.43,420.0,16.341343863128554,68.3819833736442
44,1842+681,21,1.0,4.0,0.0,7.0,29.0,KOKEE12M,WETTZ13S,7.33956,347.72,41.35,7.47,28.09,449.0,-14.369696671436914,66.01608502786547
45,1803+784,21,1.0,4.0,0.0,8.0,8.0,KOKEE12M,WETTZ13S,1.4417,352.04,31.22,7.12,38.80,488.0,-10.658454651865814,76.22493127599114
46,2229+695,21,1.0,4.0,0.0,8.0,36.0,KOKEE12M,WETTZ13S,5.38235,13.3,38.71,345.18,32.36,516.0,16.156143278186327,68.3452956568016
47,3C418,21,1.0,4.0,0.0,9.0,3.0,KOKEE12M,WETTZ13S,1.52331,4.29,60.61,353.14,10.96,543.0,3.303947264770221,44.0439034330394
48,0109+224,21,1.0,4.0,0.0,9.0,35.0,KOKEE12M,WETTZ13S,1.87756,73.99,24.44,293.03,10.42,575.0,78.75756606552608,22.59824541475907
