,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,0109+224,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,1.87756,73.36,22.3,291.33,11.87,0.0,79.78181506755465,23.84465287627492
31,0109+224,21,1.0,4.0,0.0,0.0,46.0,KOKEE12M,WETTZ13S,1.87756,73.41,22.47,291.46,11.75,46.0,79.70513177551643,23.745985084723575
32,0202+319,21,1.0,4.0,0.0,1.0,42.0,KOKEE12M,WETTZ13S,2.52297,60.45,14.03,289.6,26.56,102.0,75.95773427960015,43.06236517503377
33,1851+488,21,1.0,4.0,0.0,2.0,16.0,KOKEE12M,WETTZ13S,7.33956,332.83,58.22,9.27,8.84,136.0,-21.644053543646972,42.169068571723194
34,3C371,21,1.0,4.0,0.0,2.0,51.0,KOKEE12M,WETTZ13S,2.99019,346.05,38.37,10.02,30.45,171.0,-17.01065946368507,68.48055983239543
35,2309+454,21,1.0,4.0,0.0,3.0,22.0,KOKEE12M,WETTZ13S,8.07352,45.2,47.8,326.17,14.70,202.0,42.89699459813941,42.59855760964969
36,2353+816,21,1.0,4.0,0.0,3.0,57.0,KOKEE12M,WETTZ13S,6.2104,7.25,26.64,350.05,44.89,237.0,10.15216796689123,79.80256052881373
37,3C418,21,1.0,4.0,0.0,4.0,35.0,KOKEE12M,WETTZ13S,1.52331,5.7,60.52,352.44,11.05,275.0,4.3989486570949445,44.07178204248467
38,0016+731,21,1.0,4.0,0.0,5.0,3.0,KOKEE12M,WETTZ13S,3.84453,16.31,29.54,339.84,40.85,303.0,21.98961550848079,75.14992890595951
39,2353+816,21,1.0,4.0,0.0,5.0,30.0,KOKEE12M,WETTZ13S,6.2104,7.22,26.69,350.09,44.85,330.0,10.10595228245292,79.77289816351727
40,0133+476,21,1.0,4.0,0.0,6.0,10.0,KOKEE12M,WETTZ13S,2.12461,45.78,23.56,307.81,32.25,370.0,59.12345377967595,57.53521492426059
41,1039+811,21,1.0,4.0,0.0,6.0,42.0,KOKEE12M,WETTZ13S,3.1052,354.46,14.57,11.11,55.37,402.0,-8.409239830741193,86.69882493784642
42,3C418,21,1.0,4.0,0.0,7.0,12.0,KOKEE12M,WETTZ13S,1.52331,4.87,60.58,352.85,11.00,432.0,3.7531080246873634,44.04910656004064
43,0016+731,21,1.0,4.0,0.0,7.0,40.0,KOKEE12M,WETTZ13S,3.84453,16.23,29.71,339.99,40.70,460.0,21.847771484895194,75.05381831714945
44,1851+488,21,1.0,4.0,0.0,8.0,10.0,KOKEE12M,WETTZ13S,7.33956,331.46,57.58,10.24,9.00,490.0,-23.052953613272596,42.38766279360021
45,1849+670,21,1.0,4.0,0.0,8.0,45.0,KOKEE12M,WETTZ13S,2.24264,347.58,42.53,7.16,26.94,525.0,-14.26452595415269,64.77097230576628
46,0059+581,21,1.0,4.0,0.0,9.0,15.0,KOKEE12M,WETTZ13S,1.36839,34.15,29.37,321.81,34.62,555.0,44.02890252492867,64.90833311361966
47,1803+784,21,1.0,4.0,0.0,9.0,45.0,KOKEE12M,WETTZ13S,1.4417,351.96,31.16,7.21,38.83,585.0,-10.77170092637294,76.25830403253232
48,0718+793,21,1.0,4.0,0.0,10.0,12.0,KOKEE12M,WETTZ13S,7.33956,2.72,11.59,357.43,59.89,612.0,4.183877860666123,88.06560046627722
49,NGC6251,21,1.0,4.0,0.0,10.0,43.0,KOKEE12M,WETTZ13S,7.33956,352.83,25.8,8.24,44.19,643.0,-10.113494290311197,80.39506044134178
50,1746+470,21,1.0,4.0,0.0,11.0,24.0,KOKEE12M,WETTZ13S,5.7668,317.59,49.41,21.91,10.18,684.0,-39.49317862398255,43.23539253944062
51,1803+784,21,1.0,4.0,0.0,11.0,53.0,KOKEE12M,WETTZ13S,1.46791,351.87,31.09,7.34,38.87,713.0,-10.899511699821884,76.29755546459057
52,1849+670,21,1.0,4.0,0.0,12.0,20.0,KOKEE12M,WETTZ13S,2.24264,347.18,42.34,7.54,27.02,740.0,-14.761045542376207,64.86617040848736
53,0059+581,21,1.0,4.0,0.0,12.0,50.0,KOKEE12M,WETTZ13S,1.36839,34.1,29.83,322.17,34.25,770.0,43.772147816327674,64.65119215649729
54,0718+793,21,1.0,4.0,0.0,13.0,19.0,KOKEE12M,WETTZ13S,7.33956,2.87,11.63,357.14,59.87,799.0,4.413785335055806,88.04171633637662
55,0133+476,21,1.0,4.0,0.0,13.0,53.0,KOKEE12M,WETTZ13S,2.07013,45.95,24.84,308.79,31.26,833.0,58.70153661938594,56.786497011870175
56,2229+695,21,1.0,4.0,0.0,14.0,22.0,KOKEE12M,WETTZ13S,5.38235,12.8,39.01,345.69,32.12,862.0,15.49360649868427,68.19536370319699
57,3C371,21,1.0,4.0,0.0,14.0,51.0,KOKEE12M,WETTZ13S,2.99019,345.07,37.68,11.15,30.81,891.0,-18.35143442461958,68.82471677862164
58,2353+816,21,1.0,4.0,0.0,15.0,19.0,KOKEE12M,WETTZ13S,6.2104,7.0,26.97,350.38,44.57,919.0,9.77538011492818,79.6140821211092
59,1851+488,21,1.0,4.0,0.0,15.0,59.0,KOKEE12M,WETTZ13S,7.33956,329.75,56.69,11.52,9.25,959.0,-24.899120350455174,42.695226802349744
60,0109+224,21,1.0,4.0,0.0,16.0,41.0,KOKEE12M,WETTZ13S,1.87756,74.45,26.03,294.29,9.35,1001.0,77.91067164426346,21.679778148580425
61,0718+793,21,1.0,4.0,0.0,17.0,42.0,KOKEE12M,WETTZ13S,7.33956,3.07,11.68,356.74,59.83,1062.0,4.720231642353929,88.00992927272469
62,1806+456,21,1.0,4.0,0.0,18.0,17.0,KOKEE12M,WETTZ13S,6.72793,317.39,52.14,20.04,8.17,1097.0,-37.39506756082623,40.65258780480311
63,NGC6251,21,1.0,4.0,0.0,18.0,49.0,KOKEE12M,WETTZ13S,7.33956,352.7,25.56,8.49,44.38,1129.0,-10.316636860779683,80.5339494692154
64,1803+784,21,1.0,4.0,0.0,19.0,27.0,KOKEE12M,WETTZ13S,1.4951,351.54,30.84,7.78,39.04,1167.0,-11.368496112044065,76.43336425490409
