,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,0059+581,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,1.36839,34.25,28.16,320.89,35.56,0.0,44.65687280192946,65.58740243680188
31,3C371,21,1.0,4.0,0.0,0.0,30.0,KOKEE12M,WETTZ13S,2.99019,346.25,38.5,9.79,30.38,30.0,-16.741342629288713,68.41622042367887
32,1849+670,21,1.0,4.0,0.0,0.0,57.0,KOKEE12M,WETTZ13S,2.24264,348.48,42.9,6.32,26.79,57.0,-13.166651523851531,64.60072744185135
33,0133+476,21,1.0,4.0,0.0,1.0,28.0,KOKEE12M,WETTZ13S,2.12461,45.66,22.77,307.22,32.86,88.0,59.35195237606157,58.000094050131814
34,2353+816,21,1.0,4.0,0.0,1.0,58.0,KOKEE12M,WETTZ13S,6.2104,7.29,26.58,349.99,44.95,118.0,10.21323491053634,79.83732729661652
35,0718+793,21,1.0,4.0,0.0,2.0,35.0,KOKEE12M,WETTZ13S,7.33956,2.37,11.51,358.14,59.94,155.0,3.6468814652033616,88.11465429670388
36,NGC6251,21,1.0,4.0,0.0,3.0,6.0,KOKEE12M,WETTZ13S,7.33956,352.96,26.02,7.99,44.01,186.0,-9.912550662194777,80.26793668128511
37,0718+793,21,1.0,4.0,0.0,3.0,45.0,KOKEE12M,WETTZ13S,7.33956,2.42,11.52,358.03,59.94,225.0,3.7236422058251617,88.10830534379136
38,0016+731,21,1.0,4.0,0.0,4.0,17.0,KOKEE12M,WETTZ13S,3.84453,16.34,29.49,339.79,40.89,257.0,22.039846594007273,75.17553478436878
39,1851+488,21,1.0,4.0,0.0,4.0,47.0,KOKEE12M,WETTZ13S,7.33956,332.23,57.95,9.68,8.91,287.0,-22.25218581511745,42.25864389163821
40,1726+455,21,1.0,4.0,0.0,5.0,22.0,KOKEE12M,WETTZ13S,8.07352,314.19,47.7,24.74,9.71,322.0,-43.43145242960811,42.22049586296571
41,1803+784,21,1.0,4.0,0.0,5.0,52.0,KOKEE12M,WETTZ13S,1.4417,352.14,31.29,6.98,38.75,352.0,-10.517599083528925,76.18690336106842
42,1726+455,21,1.0,4.0,0.0,6.0,22.0,KOKEE12M,WETTZ13S,8.07352,314.11,47.54,24.9,9.78,382.0,-43.62366086890993,42.289034652881796
43,0059+581,21,1.0,4.0,0.0,6.0,55.0,KOKEE12M,WETTZ13S,1.36839,34.18,29.06,321.58,34.85,415.0,44.19640566802383,65.08189184283741
44,1746+470,21,1.0,4.0,0.0,7.0,28.0,KOKEE12M,WETTZ13S,5.7668,318.02,50.02,21.27,9.94,448.0,-38.67868901248886,42.98720263069361
45,1851+488,21,1.0,4.0,0.0,7.0,56.0,KOKEE12M,WETTZ13S,7.33956,331.51,57.61,10.2,9.00,476.0,-22.99697658015596,42.372796382899494
46,2353+816,21,1.0,4.0,0.0,8.0,32.0,KOKEE12M,WETTZ13S,6.2104,7.15,26.78,350.18,44.76,512.0,10.00056789215925,79.72208182373389
47,2356+385,21,1.0,4.0,0.0,9.0,13.0,KOKEE12M,WETTZ13S,8.07352,56.86,41.56,315.59,13.30,553.0,56.38924485282988,36.81580849263471
48,0016+731,21,1.0,4.0,0.0,10.0,12.0,KOKEE12M,WETTZ13S,3.84453,16.14,29.87,340.13,40.56,612.0,21.69513965846231,74.9681005527893
49,1039+811,21,1.0,4.0,0.0,10.0,41.0,KOKEE12M,WETTZ13S,3.1052,354.59,14.48,10.94,55.50,641.0,-8.21584785844585,86.75298013015045
50,0133+476,21,1.0,4.0,0.0,11.0,13.0,KOKEE12M,WETTZ13S,2.07013,45.89,24.4,308.45,31.60,673.0,58.84877380025649,57.048349105709455
51,0059+581,21,1.0,4.0,0.0,11.0,41.0,KOKEE12M,WETTZ13S,1.36839,34.12,29.68,322.06,34.37,701.0,43.8603053932053,64.73271609277772
52,0109+224,21,1.0,4.0,0.0,12.0,11.0,KOKEE12M,WETTZ13S,1.87756,74.16,25.02,293.49,10.02,731.0,78.45760774108311,22.260436494181878
53,0133+476,21,1.0,4.0,0.0,13.0,9.0,KOKEE12M,WETTZ13S,2.07013,45.93,24.72,308.69,31.35,789.0,58.73847524108377,56.86193520379169
54,3C418,21,1.0,4.0,0.0,13.0,39.0,KOKEE12M,WETTZ13S,1.52331,2.83,60.68,353.87,10.88,819.0,2.175946111903102,44.01806585490055
55,1746+470,21,1.0,4.0,0.0,14.0,9.0,KOKEE12M,WETTZ13S,5.7668,317.3,48.98,22.36,10.35,849.0,-40.05822636489193,43.41068411972529
56,0059+581,21,1.0,4.0,0.0,14.0,42.0,KOKEE12M,WETTZ13S,1.36839,34.07,30.08,322.36,34.07,882.0,43.62844422423066,64.51167688921034
57,0059+581,21,1.0,4.0,0.0,14.0,59.0,KOKEE12M,WETTZ13S,1.36839,34.06,30.11,322.39,34.04,899.0,43.60395014831785,64.49971454602039
58,3C418,21,1.0,4.0,0.0,15.0,28.0,KOKEE12M,WETTZ13S,1.52331,2.25,60.7,354.16,10.85,928.0,1.729175840224289,44.010464005270954
59,2353+816,21,1.0,4.0,0.0,15.0,56.0,KOKEE12M,WETTZ13S,6.2104,6.99,26.99,350.4,44.56,956.0,9.759750181996449,79.60164020889825
60,DA426,21,1.0,4.0,0.0,16.0,38.0,KOKEE12M,WETTZ13S,6.72793,304.08,40.73,34.78,8.15,998.0,-56.488177497424374,38.216621363730894
61,2356+385,21,1.0,4.0,0.0,17.0,23.0,KOKEE12M,WETTZ13S,8.07352,56.68,43.15,316.92,12.38,1043.0,54.867289745557215,36.06849545519679
62,2229+695,21,1.0,4.0,0.0,18.0,22.0,KOKEE12M,WETTZ13S,5.38235,12.44,39.22,346.05,31.96,1102.0,15.01998974705044,68.08814585991966
63,2353+816,21,1.0,4.0,0.0,18.0,49.0,KOKEE12M,WETTZ13S,6.2104,6.92,27.07,350.49,44.48,1129.0,9.65561051888421,79.55681185773635
64,1746+470,21,1.0,4.0,0.0,19.0,30.0,KOKEE12M,WETTZ13S,5.7668,316.78,48.13,23.22,10.69,1170.0,-41.135922599554696,43.77467736525188
65,0109+224,21,1.0,4.0,0.0,20.0,6.0,KOKEE12M,WETTZ13S,1.87756,74.67,26.79,294.9,8.84,1206.0,77.48124406297667,21.240081321722847
66,1039+811,21,1.0,4.0,0.0,21.0,8.0,KOKEE12M,WETTZ13S,3.1052,354.96,14.26,10.46,55.81,1268.0,-7.662988764408491,86.8896606354672
67,DA426,21,1.0,4.0,0.0,21.0,39.0,KOKEE12M,WETTZ13S,6.72793,304.0,39.76,35.63,8.63,1299.0,-57.357560989875594,38.68816339298004
68,DA426,21,1.0,4.0,0.0,22.0,5.0,KOKEE12M,WETTZ13S,6.72793,303.99,39.68,35.71,8.67,1325.0,-57.430895070256156,38.723045642833256
69,1851+488,21,1.0,4.0,0.0,22.0,42.0,KOKEE12M,WETTZ13S,7.33956,328.37,55.89,12.61,9.48,1362.0,-26.468343355544118,42.97324485715464
70,DA426,21,1.0,4.0,0.0,23.0,17.0,KOKEE12M,WETTZ13S,6.72793,303.98,39.45,35.91,8.78,1397.0,-57.62847592694406,38.8416365099046
71,0109+224,21,1.0,4.0,0.0,24.0,3.0,KOKEE12M,WETTZ13S,1.87756,74.92,27.68,295.61,8.25,1443.0,76.9554354199913,20.7353545763685
72,1803+784,21,1.0,4.0,0.0,25.0,5.0,KOKEE12M,WETTZ13S,1.52331,351.3,30.64,8.1,39.16,1505.0,-11.712848268781135,76.54380620100268
73,1746+470,21,1.0,4.0,0.0,25.0,34.0,KOKEE12M,WETTZ13S,5.7668,316.23,47.16,24.2,11.09,1534.0,-42.33312558596964,44.19086914436505
74,DA426,21,1.0,4.0,0.0,26.0,1.0,KOKEE12M,WETTZ13S,6.72793,303.95,38.92,36.37,9.05,1561.0,-58.08514199080213,39.10521600597893
75,0133+476,21,1.0,4.0,0.0,26.0,45.0,KOKEE12M,WETTZ13S,2.07013,46.15,26.99,310.44,29.63,1605.0,57.83506050852419,55.55879429520777
76,1806+456,21,1.0,4.0,0.0,27.0,19.0,KOKEE12M,WETTZ13S,6.72793,316.32,50.71,21.54,8.69,1639.0,-39.360469698527766,41.217173843552516
77,NGC6251,21,1.0,4.0,0.0,27.0,51.0,KOKEE12M,WETTZ13S,7.33956,352.56,25.29,8.77,44.61,1671.0,-10.536965204386508,80.68905261848121
78,1842+681,21,1.0,4.0,0.0,28.0,30.0,KOKEE12M,WETTZ13S,7.33956,345.61,40.22,9.62,28.60,1710.0,-17.078689865423307,66.56533462844858
79,1851+488,21,1.0,4.0,0.0,29.0,10.0,KOKEE12M,WETTZ13S,7.33956,327.14,55.09,13.66,9.72,1750.0,-27.94655120488387,43.26499067646145
80,2356+385,21,1.0,4.0,0.0,29.0,51.0,KOKEE12M,WETTZ13S,8.07352,56.3,45.57,318.97,11.01,1791.0,52.41590567965783,34.9570636197134
