,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,1039+811,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,3.1052,354.23,14.73,11.4,55.16,0.0,-8.750812087189427,86.60112754500705
31,1842+681,21,1.0,4.0,0.0,0.0,27.0,KOKEE12M,WETTZ13S,7.33956,348.47,41.69,6.75,27.95,27.0,-13.433578847283085,65.85164187872634
32,1726+455,21,1.0,4.0,0.0,1.0,8.0,KOKEE12M,WETTZ13S,8.07352,314.56,48.41,24.04,9.42,68.0,-42.566858351334474,41.91804809129503
33,0059+581,21,1.0,4.0,0.0,1.0,41.0,KOKEE12M,WETTZ13S,1.36839,34.24,28.38,321.06,35.39,101.0,44.55333221840098,65.45988846709237
34,0202+319,21,1.0,4.0,0.0,2.0,10.0,KOKEE12M,WETTZ13S,2.52297,60.48,14.13,289.68,26.49,130.0,75.94701826609355,43.00375892788696
35,0202+319,21,1.0,4.0,0.0,2.0,27.0,KOKEE12M,WETTZ13S,2.52297,60.5,14.18,289.72,26.44,147.0,75.94530821731031,42.96778802043414
36,0202+319,21,1.0,4.0,0.0,2.0,44.0,KOKEE12M,WETTZ13S,2.52297,60.52,14.24,289.77,26.40,164.0,75.94016198191864,42.9298899939531
37,1039+811,21,1.0,4.0,0.0,3.0,17.0,KOKEE12M,WETTZ13S,3.1052,354.34,14.65,11.26,55.26,197.0,-8.587676711896192,86.64947987173404
38,1842+681,21,1.0,4.0,0.0,3.0,44.0,KOKEE12M,WETTZ13S,7.33956,348.12,41.53,7.08,28.01,224.0,-13.86994805811914,65.93167353102807
39,0202+319,21,1.0,4.0,0.0,4.0,29.0,KOKEE12M,WETTZ13S,2.52297,60.64,14.59,290.05,26.13,269.0,75.91062317844889,42.70364365657672
40,0109+224,21,1.0,4.0,0.0,4.0,56.0,KOKEE12M,WETTZ13S,1.87756,73.69,23.4,292.2,11.12,296.0,79.2738698675272,23.196321588509527
41,0016+731,21,1.0,4.0,0.0,5.0,56.0,KOKEE12M,WETTZ13S,3.84453,16.28,29.59,339.89,40.80,356.0,21.93940056661328,75.1242338069627
42,3C418,21,1.0,4.0,0.0,6.0,24.0,KOKEE12M,WETTZ13S,1.52331,5.13,60.56,352.72,11.02,384.0,3.955403788777342,44.05887433150986
43,1746+470,21,1.0,4.0,0.0,6.0,54.0,KOKEE12M,WETTZ13S,5.7668,318.08,50.11,21.18,9.91,414.0,-38.56123051644169,42.94702519062802
44,1726+455,21,1.0,4.0,0.0,7.0,21.0,KOKEE12M,WETTZ13S,8.07352,314.03,47.37,25.06,9.84,441.0,-43.82411435562411,42.36482262761211
45,2229+695,21,1.0,4.0,0.0,7.0,52.0,KOKEE12M,WETTZ13S,5.38235,13.37,38.67,345.11,32.39,472.0,16.248712992482965,68.36371828697251
46,0109+224,21,1.0,4.0,0.0,8.0,23.0,KOKEE12M,WETTZ13S,1.87756,73.91,24.17,292.81,10.60,503.0,78.89366112562867,22.756569258888188
47,3C371,21,1.0,4.0,0.0,9.0,26.0,KOKEE12M,WETTZ13S,2.99019,345.51,38.0,10.64,30.64,566.0,-17.745208167008496,68.66506582162569
48,1726+455,21,1.0,4.0,0.0,9.0,55.0,KOKEE12M,WETTZ13S,7.33956,313.83,46.94,25.48,10.02,595.0,-44.32898636425721,42.55454735274653
49,1842+681,21,1.0,4.0,0.0,10.0,25.0,KOKEE12M,WETTZ13S,7.33956,347.42,41.2,7.77,28.15,625.0,-14.749011003184927,66.0916413396526
50,0059+581,21,1.0,4.0,0.0,11.0,7.0,KOKEE12M,WETTZ13S,1.36839,34.12,29.61,322.0,34.43,667.0,43.890812480152725,64.7777410095101
51,0016+731,21,1.0,4.0,0.0,11.0,35.0,KOKEE12M,WETTZ13S,3.84453,16.1,29.96,340.21,40.48,695.0,21.62324494287413,74.91548945920395
52,0202+319,21,1.0,4.0,0.0,12.0,5.0,KOKEE12M,WETTZ13S,2.52297,61.12,16.14,291.28,24.96,725.0,75.70083311568794,41.7546345260118
53,1726+455,21,1.0,4.0,0.0,12.0,40.0,KOKEE12M,WETTZ13S,7.33956,313.62,46.48,25.93,10.22,760.0,-44.865409768599676,42.75462540386611
54,0109+224,21,1.0,4.0,0.0,13.0,17.0,KOKEE12M,WETTZ13S,1.87756,74.23,25.27,293.68,9.86,797.0,78.32416420230008,22.119216745152546
55,2356+385,21,1.0,4.0,0.0,14.0,14.0,KOKEE12M,WETTZ13S,8.07352,56.76,42.54,316.41,12.73,854.0,55.46256694196551,36.349012858512076
56,0059+581,21,1.0,4.0,0.0,15.0,11.0,KOKEE12M,WETTZ13S,1.36839,34.06,30.14,322.41,34.02,911.0,43.5907041942538,64.48012090248318
57,2229+695,21,1.0,4.0,0.0,15.0,39.0,KOKEE12M,WETTZ13S,5.38235,12.68,39.08,345.81,32.07,939.0,15.335540640546947,68.16008864067514
58,1842+681,21,1.0,4.0,0.0,16.0,8.0,KOKEE12M,WETTZ13S,7.33956,346.83,40.91,8.36,28.28,968.0,-15.496958465144594,66.22757855676116
59,NGC6251,21,1.0,4.0,0.0,16.0,47.0,KOKEE12M,WETTZ13S,7.33956,352.73,25.62,8.43,44.33,1007.0,-10.269316531585568,80.49895918310528
60,1039+811,21,1.0,4.0,0.0,17.0,26.0,KOKEE12M,WETTZ13S,3.1052,354.83,14.34,10.63,55.70,1046.0,-7.857318314973485,86.8411376908383
61,3C418,21,1.0,4.0,0.0,17.0,56.0,KOKEE12M,WETTZ13S,1.52331,1.46,60.72,354.55,10.81,1076.0,1.1215118604587446,44.002731262748505
62,DA426,21,1.0,4.0,0.0,18.0,27.0,KOKEE12M,WETTZ13S,6.72793,304.05,40.38,35.09,8.32,1107.0,-56.80434759711951,38.38718286393302
63,0133+476,21,1.0,4.0,0.0,19.0,11.0,KOKEE12M,WETTZ13S,2.07013,46.04,25.73,309.46,30.58,1151.0,58.36084748633993,56.27972918302002
64,0718+793,21,1.0,4.0,0.0,19.0,41.0,KOKEE12M,WETTZ13S,8.07352,3.17,11.7,356.56,59.81,1181.0,4.873478681657304,87.99520123029184
65,0109+224,21,1.0,4.0,0.0,20.0,17.0,KOKEE12M,WETTZ13S,1.87756,74.68,26.83,294.93,8.81,1217.0,77.45761774614857,21.21907046228588
66,3C371,21,1.0,4.0,0.0,21.0,20.0,KOKEE12M,WETTZ13S,2.99019,344.57,37.28,11.75,31.02,1280.0,-19.053057729999107,69.03049268388186
67,0718+793,21,1.0,4.0,0.0,21.0,48.0,KOKEE12M,WETTZ13S,8.07352,3.26,11.73,356.36,59.79,1308.0,5.011151035705858,87.9778847085706
68,1746+470,21,1.0,4.0,0.0,22.0,23.0,KOKEE12M,WETTZ13S,5.7668,316.51,47.67,23.69,10.88,1343.0,-41.71072482691749,43.969299532654226
69,2353+816,21,1.0,4.0,0.0,22.0,54.0,KOKEE12M,WETTZ13S,6.2104,6.82,27.18,350.62,44.37,1374.0,9.507387928955398,79.49532072660683
70,0202+319,21,1.0,4.0,0.0,23.0,35.0,KOKEE12M,WETTZ13S,2.52297,61.81,18.48,293.15,23.22,1415.0,75.23430151301514,40.32337405364806
71,DA426,21,1.0,4.0,0.0,24.0,11.0,KOKEE12M,WETTZ13S,6.72793,303.97,39.28,36.06,8.87,1451.0,-57.77571732498762,38.926214460978855
72,DA426,21,1.0,4.0,0.0,24.0,37.0,KOKEE12M,WETTZ13S,6.72793,303.96,39.19,36.14,8.91,1477.0,-57.85667606884534,38.96608021275998
73,0202+319,21,1.0,4.0,0.0,25.0,22.0,KOKEE12M,WETTZ13S,2.52297,61.91,18.85,293.44,22.95,1522.0,75.14047188800807,40.104423608447554
74,0016+731,21,1.0,4.0,0.0,25.0,52.0,KOKEE12M,WETTZ13S,3.84453,15.57,30.87,341.06,39.70,1552.0,20.735103609975322,74.4152052080316
75,3C418,21,1.0,4.0,0.0,26.0,20.0,KOKEE12M,WETTZ13S,1.52331,358.77,60.72,355.88,10.69,1580.0,-0.9448650144088797,44.00687875252414
76,1039+811,21,1.0,4.0,0.0,26.0,50.0,KOKEE12M,WETTZ13S,3.1052,355.17,14.15,10.18,55.98,1610.0,-7.348040887620882,86.95941338823508
77,0059+581,21,1.0,4.0,0.0,27.0,20.0,KOKEE12M,WETTZ13S,1.36839,33.8,31.72,323.67,32.82,1640.0,42.58803805877571,63.61725172304049
78,1849+670,21,1.0,4.0,0.0,27.0,50.0,KOKEE12M,WETTZ13S,2.24264,345.5,41.49,9.19,27.39,1670.0,-16.879724077713878,65.26905012957364
79,0718+793,21,1.0,4.0,0.0,28.0,18.0,KOKEE12M,WETTZ13S,8.07352,3.56,11.82,355.77,59.72,1698.0,5.469939988948829,87.92164663324384
80,0202+319,21,1.0,4.0,0.0,28.0,54.0,KOKEE12M,WETTZ13S,2.52297,62.11,19.57,294.01,22.42,1734.0,74.95110443620341,39.66781986441325
81,1803+784,21,1.0,4.0,0.0,29.0,27.0,KOKEE12M,WETTZ13S,1.52331,351.12,30.49,8.35,39.27,1767.0,-11.971755007805852,76.62501150971946
82,3C418,21,1.0,4.0,0.0,29.0,54.0,KOKEE12M,WETTZ13S,1.52331,357.63,60.7,356.45,10.65,1794.0,-1.821347280597715,44.00674590479424
83,1851+488,21,1.0,4.0,0.0,30.0,23.0,KOKEE12M,WETTZ13S,7.33956,326.91,54.93,13.86,9.77,1823.0,-28.23241490855961,43.3249640258146
84,2229+695,21,1.0,4.0,0.0,31.0,0.0,KOKEE12M,WETTZ13S,5.38235,11.26,39.82,347.2,31.48,1860.0,13.497529818161668,67.79482330028577
85,1806+456,21,1.0,4.0,0.0,31.0,31.0,KOKEE12M,WETTZ13S,6.72793,315.87,50.03,22.24,8.95,1891.0,-40.255777228531585,41.497240258480645
86,2356+385,21,1.0,4.0,0.0,32.0,9.0,KOKEE12M,WETTZ13S,8.07352,56.21,46.01,319.35,10.76,1929.0,51.9492063955415,34.76383388482916
87,1039+811,21,1.0,4.0,0.0,33.0,9.0,KOKEE12M,WETTZ13S,3.1052,355.4,14.03,9.86,56.16,1989.0,-7.002585365700141,87.03395021228431
88,2309+454,21,1.0,4.0,0.0,33.0,39.0,KOKEE12M,WETTZ13S,8.07352,41.93,52.65,330.9,12.10,2019.0,36.48587453080047,40.62136269702095
89,3C418,21,1.0,4.0,0.0,34.0,14.0,KOKEE12M,WETTZ13S,1.52331,356.25,60.64,357.14,10.61,2054.0,-2.8860168775995962,44.03210867474394
90,0133+476,21,1.0,4.0,0.0,34.0,45.0,KOKEE12M,WETTZ13S,2.01838,46.23,28.33,311.47,28.64,2085.0,57.206987728237095,54.80205849726523
