,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,0202+319,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,2.52297,60.34,13.69,289.33,26.82,0.0,75.9860945436363,43.27142381356886
31,2309+454,21,1.0,4.0,0.0,0.0,29.0,KOKEE12M,WETTZ13S,8.07352,45.44,47.32,325.73,14.96,29.0,43.47151627825902,42.808917090223744
32,3C371,21,1.0,4.0,0.0,1.0,5.0,KOKEE12M,WETTZ13S,2.99019,346.2,38.47,9.85,30.40,65.0,-16.808035812313538,68.43006394568008
33,0016+731,21,1.0,4.0,0.0,1.0,34.0,KOKEE12M,WETTZ13S,3.84453,16.42,29.31,339.64,41.04,94.0,22.184025312635917,75.27782689704726
34,0109+224,21,1.0,4.0,0.0,2.0,5.0,KOKEE12M,WETTZ13S,1.87756,73.5,22.77,291.69,11.55,125.0,79.56855076670428,23.569278511673193
35,0202+319,21,1.0,4.0,0.0,3.0,1.0,KOKEE12M,WETTZ13S,2.52297,60.54,14.3,289.82,26.36,181.0,75.93491525074633,42.89195374828817
36,0059+581,21,1.0,4.0,0.0,3.0,30.0,KOKEE12M,WETTZ13S,1.36839,34.22,28.62,321.24,35.20,210.0,44.42931768745826,65.32669286701078
37,1851+488,21,1.0,4.0,0.0,4.0,2.0,KOKEE12M,WETTZ13S,7.33956,332.41,58.03,9.56,8.89,242.0,-22.06996571634765,42.2339025252264
38,0133+476,21,1.0,4.0,0.0,4.0,42.0,KOKEE12M,WETTZ13S,2.12461,45.74,23.31,307.62,32.44,282.0,59.19512495724676,57.68547702672481
39,1746+470,21,1.0,4.0,0.0,5.0,16.0,KOKEE12M,WETTZ13S,5.7668,318.26,50.36,20.91,9.81,316.0,-38.225156326433215,42.842718648954126
40,1726+455,21,1.0,4.0,0.0,5.0,43.0,KOKEE12M,WETTZ13S,8.07352,314.16,47.64,24.79,9.73,343.0,-43.50353798222212,42.246289769189104
41,1746+470,21,1.0,4.0,0.0,6.0,10.0,KOKEE12M,WETTZ13S,5.7668,318.16,50.23,21.06,9.86,370.0,-38.40466849419568,42.892981092434496
42,1849+670,21,1.0,4.0,0.0,6.0,39.0,KOKEE12M,WETTZ13S,2.24264,347.82,42.63,6.93,26.90,399.0,-13.970665610832881,64.7262644300321
