,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,0016+731,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,3.84453,16.47,29.21,339.56,41.13,0.0,22.27147626905864,75.3320651125805
31,2353+816,21,1.0,4.0,0.0,0.0,27.0,KOKEE12M,WETTZ13S,6.2104,7.33,26.54,349.95,44.99,27.0,10.272553768333808,79.8580423691161
32,2353+816,21,1.0,4.0,0.0,0.0,54.0,KOKEE12M,WETTZ13S,6.2104,7.32,26.55,349.96,44.98,54.0,10.25772134319119,79.85287136612729
33,3C371,21,1.0,4.0,0.0,1.0,32.0,KOKEE12M,WETTZ13S,2.99019,346.16,38.45,9.89,30.41,92.0,-16.860479029054197,68.43728546655022
34,1039+811,21,1.0,4.0,0.0,1.0,59.0,KOKEE12M,WETTZ13S,3.1052,354.3,14.68,11.32,55.22,119.0,-8.646982457010756,86.63159220008606
35,1039+811,21,1.0,4.0,0.0,2.0,16.0,KOKEE12M,WETTZ13S,3.1052,354.31,14.67,11.3,55.23,136.0,-8.63225680115099,86.63705984738831
36,0202+319,21,1.0,4.0,0.0,2.0,49.0,KOKEE12M,WETTZ13S,2.52297,60.53,14.26,289.78,26.39,169.0,75.94092093460507,42.91283082895102
37,0133+476,21,1.0,4.0,0.0,3.0,17.0,KOKEE12M,WETTZ13S,2.12461,45.71,23.08,307.45,32.63,197.0,59.266769999415025,57.815827190269744
38,NGC6251,21,1.0,4.0,0.0,3.0,48.0,KOKEE12M,WETTZ13S,7.33956,352.95,26.0,8.02,44.03,228.0,-9.928250806315862,80.27987799564599
39,3C418,21,1.0,4.0,0.0,4.0,28.0,KOKEE12M,WETTZ13S,1.52331,5.73,60.52,352.42,11.06,268.0,4.422023984158064,44.06947271719463
40,0109+224,21,1.0,4.0,0.0,5.0,0.0,KOKEE12M,WETTZ13S,1.87756,73.69,23.42,292.21,11.11,300.0,79.26189038062347,23.192816271673745
41,3C418,21,1.0,4.0,0.0,6.0,1.0,KOKEE12M,WETTZ13S,1.52331,5.25,60.56,352.66,11.02,361.0,4.047671736764336,44.05049352735394
