,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,0202+319,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,2.52297,60.34,13.69,289.33,26.82,0.0,75.9860945436363,43.27142381356886
31,0718+793,21,1.0,4.0,0.0,0.0,32.0,KOKEE12M,WETTZ13S,7.33956,2.27,11.49,358.33,59.95,32.0,3.4933349868217802,88.12714350944776
32,0133+476,21,1.0,4.0,0.0,1.0,7.0,KOKEE12M,WETTZ13S,2.12461,45.65,22.72,307.17,32.91,67.0,59.363542674387375,58.03167899283244
33,0718+793,21,1.0,4.0,0.0,1.0,38.0,KOKEE12M,WETTZ13S,7.33956,2.32,11.5,358.23,59.95,98.0,3.570112370438525,88.120933688567
34,1851+488,21,1.0,4.0,0.0,2.0,13.0,KOKEE12M,WETTZ13S,7.33956,332.84,58.23,9.26,8.84,133.0,-21.630597670659267,42.16096427720362
35,3C418,21,1.0,4.0,0.0,2.0,49.0,KOKEE12M,WETTZ13S,1.52331,6.25,60.48,352.16,11.09,169.0,4.827751724563115,44.081886319336164
36,1842+681,21,1.0,4.0,0.0,3.0,17.0,KOKEE12M,WETTZ13S,7.33956,348.17,41.55,7.04,28.00,197.0,-13.808135551609897,65.923361487933
37,1803+784,21,1.0,4.0,0.0,3.0,56.0,KOKEE12M,WETTZ13S,1.41641,352.23,31.35,6.87,38.71,236.0,-10.391288537906304,76.15478854401378
38,0016+731,21,1.0,4.0,0.0,4.0,25.0,KOKEE12M,WETTZ13S,3.84453,16.33,29.5,339.8,40.88,265.0,22.02455115201964,75.17195853466764
39,0059+581,21,1.0,4.0,0.0,4.0,53.0,KOKEE12M,WETTZ13S,1.36839,34.21,28.8,321.37,35.06,293.0,44.34155177099727,65.22212282810875
40,1849+670,21,1.0,4.0,0.0,5.0,23.0,KOKEE12M,WETTZ13S,2.24264,347.97,42.69,6.8,26.87,323.0,-13.78785362858226,64.70015362402609
41,2309+454,21,1.0,4.0,0.0,5.0,54.0,KOKEE12M,WETTZ13S,8.07352,44.98,48.21,326.56,14.47,354.0,42.394779539385574,42.42438701509157
42,0133+476,21,1.0,4.0,0.0,6.0,27.0,KOKEE12M,WETTZ13S,2.12461,45.79,23.6,307.84,32.21,387.0,59.11547848618952,57.50736896788104
43,0109+224,21,1.0,4.0,0.0,6.0,56.0,KOKEE12M,WETTZ13S,1.87756,73.82,23.85,292.55,10.82,416.0,79.05424473871518,22.93745994014821
44,2229+695,21,1.0,4.0,0.0,7.0,56.0,KOKEE12M,WETTZ13S,5.38235,13.36,38.68,345.12,32.39,476.0,16.234512868915928,68.35700288689489
45,0133+476,21,1.0,4.0,0.0,8.0,25.0,KOKEE12M,WETTZ13S,2.07013,45.83,23.93,308.09,31.96,505.0,59.005778086392674,57.32053021922962
46,0016+731,21,1.0,4.0,0.0,8.0,54.0,KOKEE12M,WETTZ13S,3.84453,16.19,29.79,340.06,40.63,534.0,21.777982285566516,75.00916915517554
47,0718+793,21,1.0,4.0,0.0,9.0,22.0,KOKEE12M,WETTZ13S,7.33956,2.68,11.58,357.51,59.90,562.0,4.122542955843086,88.07165094869328
48,3C371,21,1.0,4.0,0.0,9.0,54.0,KOKEE12M,WETTZ13S,2.99019,345.47,37.97,10.68,30.66,594.0,-17.80041748019781,68.68073562892377
49,NGC6251,21,1.0,4.0,0.0,10.0,21.0,KOKEE12M,WETTZ13S,7.33956,352.84,25.81,8.23,44.18,621.0,-10.098610280423747,80.39003984803102
50,1849+670,21,1.0,4.0,0.0,11.0,0.0,KOKEE12M,WETTZ13S,2.24264,347.33,42.41,7.4,26.99,660.0,-14.574921411871479,64.83228898400046
51,0718+793,21,1.0,4.0,0.0,11.0,28.0,KOKEE12M,WETTZ13S,7.33956,2.78,11.61,357.31,59.88,688.0,4.275791246950835,88.05486121825334
52,0016+731,21,1.0,4.0,0.0,12.0,0.0,KOKEE12M,WETTZ13S,3.84453,16.08,29.99,340.24,40.46,720.0,21.59057194976068,74.90040983905327
53,0202+319,21,1.0,4.0,0.0,12.0,30.0,KOKEE12M,WETTZ13S,2.52297,61.14,16.22,291.35,24.90,750.0,75.68473573490981,41.711305748614905
54,0016+731,21,1.0,4.0,0.0,13.0,0.0,KOKEE12M,WETTZ13S,3.84453,16.05,30.05,340.29,40.40,780.0,21.538314723629817,74.86638995483142
55,0059+581,21,1.0,4.0,0.0,13.0,28.0,KOKEE12M,WETTZ13S,1.36839,34.09,29.92,322.24,34.19,808.0,43.72139417764193,64.60051315060736
56,0059+581,21,1.0,4.0,0.0,13.0,45.0,KOKEE12M,WETTZ13S,1.36839,34.08,29.95,322.27,34.16,825.0,43.69694161321957,64.58866602699487
57,3C371,21,1.0,4.0,0.0,14.0,15.0,KOKEE12M,WETTZ13S,2.99019,345.12,37.71,11.09,30.79,855.0,-18.28396717319865,68.81285720355469
58,1039+811,21,1.0,4.0,0.0,14.0,42.0,KOKEE12M,WETTZ13S,3.1052,354.73,14.4,10.76,55.62,882.0,-8.006724234075332,86.80400003005114
59,3C418,21,1.0,4.0,0.0,15.0,12.0,KOKEE12M,WETTZ13S,1.52331,2.33,60.7,354.12,10.85,912.0,1.7906243348769726,44.00800672078903
60,DA426,21,1.0,4.0,0.0,15.0,43.0,KOKEE12M,WETTZ13S,6.72793,304.09,40.9,34.63,8.07,943.0,-56.33696045752122,38.12865153549248
61,1803+784,21,1.0,4.0,0.0,16.0,22.0,KOKEE12M,WETTZ13S,1.46791,351.67,30.94,7.6,38.97,982.0,-11.183362049324854,76.37916923773328
62,2356+385,21,1.0,4.0,0.0,16.0,54.0,KOKEE12M,WETTZ13S,8.07352,56.69,43.06,316.84,12.43,1014.0,54.95431758725133,36.11197095202462
63,1806+456,21,1.0,4.0,0.0,17.0,58.0,KOKEE12M,WETTZ13S,6.72793,317.43,52.19,19.98,8.15,1078.0,-37.32471542098967,40.63300307930689
64,2353+816,21,1.0,4.0,0.0,18.0,32.0,KOKEE12M,WETTZ13S,6.2104,6.93,27.06,350.48,44.49,1112.0,9.670358004581637,79.56222034857261
65,0718+793,21,1.0,4.0,0.0,19.0,9.0,KOKEE12M,WETTZ13S,8.07352,3.14,11.7,356.6,59.82,1149.0,4.8274038360939375,87.99774091545412
66,2356+385,21,1.0,4.0,0.0,19.0,44.0,KOKEE12M,WETTZ13S,8.07352,56.62,43.61,317.31,12.11,1184.0,54.41507380274854,35.85288370241083
67,1803+784,21,1.0,4.0,0.0,20.0,45.0,KOKEE12M,WETTZ13S,1.4951,351.49,30.8,7.85,39.07,1245.0,-11.439956222260117,76.45525128051955
68,1039+811,21,1.0,4.0,0.0,21.0,12.0,KOKEE12M,WETTZ13S,3.1052,354.96,14.26,10.45,55.82,1272.0,-7.662988764408491,86.8896606354672
69,1851+488,21,1.0,4.0,0.0,21.0,42.0,KOKEE12M,WETTZ13S,7.33956,328.57,56.01,12.45,9.44,1302.0,-26.236737542483333,42.93211172252976
70,0133+476,21,1.0,4.0,0.0,22.0,22.0,KOKEE12M,WETTZ13S,2.07013,46.09,26.26,309.87,30.18,1342.0,58.147062983039824,55.97571908325191
71,1746+470,21,1.0,4.0,0.0,22.0,56.0,KOKEE12M,WETTZ13S,5.7668,316.46,47.58,23.77,10.91,1376.0,-41.821022801816135,44.008589934585125
72,0059+581,21,1.0,4.0,0.0,23.0,29.0,KOKEE12M,WETTZ13S,1.36839,33.89,31.22,323.26,33.20,1409.0,42.91654103320253,63.89063553714969
73,1746+470,21,1.0,4.0,0.0,24.0,2.0,KOKEE12M,WETTZ13S,5.7668,316.36,47.41,23.95,10.99,1442.0,-42.033628828562826,44.07799954729497
74,0109+224,21,1.0,4.0,0.0,24.0,38.0,KOKEE12M,WETTZ13S,1.87756,74.95,27.81,295.71,8.17,1478.0,76.87447828807554,20.670373380851537
75,1842+681,21,1.0,4.0,0.0,25.0,41.0,KOKEE12M,WETTZ13S,7.33956,345.88,40.38,9.33,28.52,1541.0,-16.72516354731495,66.48743203402412
76,2356+385,21,1.0,4.0,0.0,26.0,25.0,KOKEE12M,WETTZ13S,8.07352,56.42,44.9,318.4,11.38,1585.0,53.11152815456142,35.260497944851636
77,0718+793,21,1.0,4.0,0.0,27.0,25.0,KOKEE12M,WETTZ13S,8.07352,3.52,11.81,355.85,59.73,1645.0,5.408755239680799,87.92865411958466
78,1849+670,21,1.0,4.0,0.0,27.0,57.0,KOKEE12M,WETTZ13S,2.24264,345.49,41.49,9.2,27.39,1677.0,-16.891115418807185,65.2661030678643
79,2229+695,21,1.0,4.0,0.0,28.0,26.0,KOKEE12M,WETTZ13S,5.38235,11.5,39.7,346.97,31.57,1706.0,13.805424002808905,67.85582685432537
80,0059+581,21,1.0,4.0,0.0,28.0,54.0,KOKEE12M,WETTZ13S,1.36839,33.76,31.92,323.83,32.67,1734.0,42.45156513381347,63.50925875556382
81,0059+581,21,1.0,4.0,0.0,29.0,11.0,KOKEE12M,WETTZ13S,1.36839,33.76,31.95,323.86,32.64,1751.0,42.43771309324275,63.48853554250618
82,1803+784,21,1.0,4.0,0.0,29.0,41.0,KOKEE12M,WETTZ13S,1.52331,351.11,30.48,8.37,39.27,1781.0,-11.986359902619368,76.6307939966417
83,2229+695,21,1.0,4.0,0.0,30.0,9.0,KOKEE12M,WETTZ13S,5.38235,11.34,39.78,347.13,31.51,1809.0,13.600084405458794,67.81534521665655
84,1803+784,21,1.0,4.0,0.0,30.0,37.0,KOKEE12M,WETTZ13S,1.52331,351.08,30.45,8.42,39.29,1837.0,-12.030186685414076,76.64811086405993
85,1803+784,21,1.0,4.0,0.0,30.0,54.0,KOKEE12M,WETTZ13S,1.52331,351.07,30.44,8.43,39.30,1854.0,-12.044799639863403,76.65387295307207
86,2229+695,21,1.0,4.0,0.0,31.0,22.0,KOKEE12M,WETTZ13S,5.38235,11.23,39.84,347.24,31.47,1882.0,13.45811191142132,67.78214429743403
87,DA426,21,1.0,4.0,0.0,31.0,54.0,KOKEE12M,WETTZ13S,6.72793,303.9,37.79,37.36,9.63,1914.0,-59.03344312819381,39.6688275128333
88,0202+319,21,1.0,4.0,0.0,32.0,39.0,KOKEE12M,WETTZ13S,2.52297,62.31,20.34,294.62,21.86,1959.0,74.72360632781376,39.21413538872476
89,DA426,21,1.0,4.0,0.0,33.0,15.0,KOKEE12M,WETTZ13S,6.72793,303.89,37.53,37.59,9.76,1995.0,-59.247499745395956,39.79765943100484
90,0133+476,21,1.0,4.0,0.0,33.0,59.0,KOKEE12M,WETTZ13S,2.01838,46.23,28.2,311.37,28.74,2039.0,57.2768174192428,54.868952612185595
91,0133+476,21,1.0,4.0,0.0,34.0,16.0,KOKEE12M,WETTZ13S,2.01838,46.23,28.25,311.41,28.70,2056.0,57.24999472119516,54.84325751573262
92,DA426,21,1.0,4.0,0.0,34.0,51.0,KOKEE12M,WETTZ13S,6.72793,303.89,37.22,37.85,9.92,2091.0,-59.49287232890017,39.962480808345155
93,1851+488,21,1.0,4.0,0.0,35.0,28.0,KOKEE12M,WETTZ13S,7.33956,326.01,54.28,14.69,9.97,2128.0,-29.37475062462725,43.56625861504609
94,1851+488,21,1.0,4.0,0.0,35.0,52.0,KOKEE12M,WETTZ13S,7.33956,325.94,54.23,14.75,9.99,2152.0,-29.463655917071268,43.58314762009178
95,NGC6251,21,1.0,4.0,0.0,36.0,28.0,KOKEE12M,WETTZ13S,7.33956,352.44,25.03,9.02,44.82,2188.0,-10.728780652852167,80.83893089756333
96,1842+681,21,1.0,4.0,0.0,37.0,7.0,KOKEE12M,WETTZ13S,7.33956,344.8,39.71,10.49,28.85,2227.0,-18.15291034966382,66.81380978769509
97,3C371,21,1.0,4.0,0.0,37.0,46.0,KOKEE12M,WETTZ13S,2.99019,343.38,36.23,13.27,31.61,2266.0,-20.76485590073008,69.56562025569761
98,3C418,21,1.0,4.0,0.0,38.0,14.0,KOKEE12M,WETTZ13S,1.52331,354.99,60.57,357.77,10.58,2294.0,-3.861923796800706,44.05343385626334
99,1842+681,21,1.0,4.0,0.0,38.0,41.0,KOKEE12M,WETTZ13S,7.33956,344.66,39.62,10.65,28.89,2321.0,-18.339984856135242,66.85627676641171
100,1842+681,21,1.0,4.0,0.0,39.0,10.0,KOKEE12M,WETTZ13S,7.33956,344.61,39.59,10.7,28.91,2350.0,-18.406293506971412,66.86921050101827
101,2309+454,21,1.0,4.0,0.0,39.0,53.0,KOKEE12M,WETTZ13S,8.07352,41.07,53.61,331.9,11.61,2393.0,35.079515266697086,40.254932443088016
102,DA426,21,1.0,4.0,0.0,40.0,32.0,KOKEE12M,WETTZ13S,6.72793,303.87,36.12,38.8,10.50,2432.0,-60.36359317461847,40.51678936224215
103,0307+380,21,1.0,4.0,0.0,41.0,16.0,KOKEE12M,WETTZ13S,6.2104,52.87,10.88,290.8,34.54,2476.0,70.46431355072366,53.349763036460764
104,2356+385,21,1.0,4.0,0.0,41.0,56.0,KOKEE12M,WETTZ13S,8.07352,55.77,47.89,320.99,9.73,2516.0,49.89658554376995,33.947890241591146
105,0133+476,21,1.0,4.0,0.0,42.0,52.0,KOKEE12M,WETTZ13S,2.01838,46.28,29.7,312.54,27.65,2572.0,56.500427376626526,54.03072681398574
