,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,1803+784,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,1.41641,352.41,31.47,6.64,38.64,0.0,-10.139014976221201,76.08968249901552
31,1726+455,21,1.0,4.0,0.0,0.0,30.0,KOKEE12M,WETTZ13S,8.07352,314.61,48.51,23.94,9.38,30.0,-42.44656113452682,41.87260987920774
32,2309+454,21,1.0,4.0,0.0,1.0,4.0,KOKEE12M,WETTZ13S,8.07352,45.39,47.42,325.82,14.91,64.0,43.35186710374009,42.765674538793306
33,NGC6251,21,1.0,4.0,0.0,1.0,40.0,KOKEE12M,WETTZ13S,7.33956,352.99,26.06,7.95,43.98,100.0,-9.867154800701508,80.24573897503706
34,1851+488,21,1.0,4.0,0.0,2.0,20.0,KOKEE12M,WETTZ13S,7.33956,332.81,58.22,9.28,8.84,140.0,-21.658772006498424,42.16151080283379
35,0133+476,21,1.0,4.0,0.0,2.0,59.0,KOKEE12M,WETTZ13S,2.12461,45.7,23.03,307.41,32.66,179.0,59.27869113278823,57.84765170554452
36,0016+731,21,1.0,4.0,0.0,3.0,28.0,KOKEE12M,WETTZ13S,3.84453,16.36,29.43,339.75,40.94,208.0,22.079142661492018,75.21231261830087
37,1803+784,21,1.0,4.0,0.0,3.0,57.0,KOKEE12M,WETTZ13S,1.41641,352.23,31.35,6.87,38.71,237.0,-10.391288537906304,76.15478854401378
38,0133+476,21,1.0,4.0,0.0,4.0,28.0,KOKEE12M,WETTZ13S,2.12461,45.74,23.27,307.59,32.47,268.0,59.21291686598669,57.70281519002154
39,2353+816,21,1.0,4.0,0.0,4.0,58.0,KOKEE12M,WETTZ13S,6.2104,7.23,26.67,350.08,44.86,298.0,10.121650400551657,79.78512694447043
40,0059+581,21,1.0,4.0,0.0,5.0,37.0,KOKEE12M,WETTZ13S,1.36839,34.2,28.89,321.45,34.99,337.0,44.29183158236458,65.17345102927315
41,3C418,21,1.0,4.0,0.0,6.0,6.0,KOKEE12M,WETTZ13S,1.52331,5.22,60.56,352.68,11.02,366.0,4.024606398496721,44.05260684487618
42,3C371,21,1.0,4.0,0.0,6.0,34.0,KOKEE12M,WETTZ13S,2.99019,345.74,38.16,10.37,30.56,394.0,-17.43124451141078,68.58551343198866
43,NGC6251,21,1.0,4.0,0.0,7.0,1.0,KOKEE12M,WETTZ13S,7.33956,352.89,25.91,8.12,44.10,421.0,-10.019972603352105,80.33083479370488
44,1842+681,21,1.0,4.0,0.0,7.0,40.0,KOKEE12M,WETTZ13S,7.33956,347.7,41.34,7.49,28.09,460.0,-14.394950276213173,66.02120339506617
