,source,epoch1,epoch2,epoch3,epoch_h,epoch_min,epoch_sec,station1,station2,sigma,az_st1,el_st1,az_st2,el_st2,epoch_sec_tot,plot_1,plot_2
30,1039+811,21,1.0,4.0,0.0,0.0,0.0,KOKEE12M,WETTZ13S,3.1052,354.23,14.73,11.4,55.16,0.0,-8.750812087189427,86.60112754500705
31,3C418,21,1.0,4.0,0.0,0.0,30.0,KOKEE12M,WETTZ13S,1.52331,6.98,60.42,351.79,11.15,30.0,5.398951235013137,44.098181102033166
32,2229+695,21,1.0,4.0,0.0,0.0,57.0,KOKEE12M,WETTZ13S,5.38235,13.95,38.29,344.5,32.69,57.0,17.029447732766222,68.55619659343382
33,1726+455,21,1.0,4.0,0.0,1.0,28.0,KOKEE12M,WETTZ13S,8.07352,314.53,48.35,24.1,9.44,88.0,-42.63902799155133,41.945164282470074
34,2309+454,21,1.0,4.0,0.0,2.0,2.0,KOKEE12M,WETTZ13S,8.07352,45.31,47.58,325.96,14.82,122.0,43.160380290593224,42.695848854330855
35,NGC6251,21,1.0,4.0,0.0,2.0,38.0,KOKEE12M,WETTZ13S,7.33956,352.97,26.03,7.98,44.00,158.0,-9.897697598878073,80.26282526097039
36,1851+488,21,1.0,4.0,0.0,3.0,18.0,KOKEE12M,WETTZ13S,7.33956,332.58,58.11,9.44,8.87,198.0,-21.895444825122844,42.204530940768095
37,0718+793,21,1.0,4.0,0.0,3.0,56.0,KOKEE12M,WETTZ13S,7.33956,2.43,11.53,358.02,59.94,236.0,3.738886885784316,88.10451854561019
38,1726+455,21,1.0,4.0,0.0,4.0,31.0,KOKEE12M,WETTZ13S,8.07352,314.26,47.84,24.6,9.65,271.0,-43.26321946248461,42.159881480236415
39,0109+224,21,1.0,4.0,0.0,5.0,7.0,KOKEE12M,WETTZ13S,1.87756,73.7,23.44,292.23,11.09,307.0,79.25394732661437,23.175476058656038
40,1746+470,21,1.0,4.0,0.0,6.0,12.0,KOKEE12M,WETTZ13S,5.7668,318.16,50.22,21.07,9.87,372.0,-38.41272152548407,42.901975272890496
41,1746+470,21,1.0,4.0,0.0,6.0,29.0,KOKEE12M,WETTZ13S,5.7668,318.13,50.18,21.11,9.88,389.0,-38.467398928273965,42.91780332430695
42,1803+784,21,1.0,4.0,0.0,6.0,58.0,KOKEE12M,WETTZ13S,1.4417,352.09,31.25,7.05,38.77,418.0,-10.588568972401449,76.20999993910631
43,0059+581,21,1.0,4.0,0.0,7.0,28.0,KOKEE12M,WETTZ13S,1.36839,34.17,29.13,321.63,34.80,448.0,44.15501631953613,65.0453673491581
44,1851+488,21,1.0,4.0,0.0,8.0,0.0,KOKEE12M,WETTZ13S,7.33956,331.49,57.6,10.21,9.00,480.0,-23.018096859870333,42.37642134620483
45,1849+670,21,1.0,4.0,0.0,8.0,35.0,KOKEE12M,WETTZ13S,2.24264,347.6,42.53,7.14,26.94,515.0,-14.241915751038155,64.77594761847463
46,0202+319,21,1.0,4.0,0.0,9.0,8.0,KOKEE12M,WETTZ13S,2.52297,60.93,15.54,290.81,25.41,548.0,75.78679687770502,42.130430001943175
47,1726+455,21,1.0,4.0,0.0,9.0,43.0,KOKEE12M,WETTZ13S,7.33956,313.84,46.98,25.45,10.01,583.0,-44.2884357698391,42.53047557831318
48,2353+816,21,1.0,4.0,0.0,10.0,15.0,KOKEE12M,WETTZ13S,6.2104,7.12,26.82,350.23,44.71,615.0,9.955312761542368,79.69919616578427
49,3C371,21,1.0,4.0,0.0,10.0,53.0,KOKEE12M,WETTZ13S,2.99019,345.39,37.91,10.77,30.69,653.0,-17.910912924720602,68.71188783200262
50,1849+670,21,1.0,4.0,0.0,11.0,20.0,KOKEE12M,WETTZ13S,2.24264,347.29,42.4,7.43,27.00,680.0,-14.622509951405812,64.83243133279862
51,3C418,21,1.0,4.0,0.0,11.0,48.0,KOKEE12M,WETTZ13S,1.52331,3.42,60.66,353.58,10.91,708.0,2.6307301170690893,44.02066584500141
52,2309+454,21,1.0,4.0,0.0,12.0,18.0,KOKEE12M,WETTZ13S,8.07352,44.38,49.26,327.55,13.89,738.0,41.081108460487194,41.9799507008392
53,0202+319,21,1.0,4.0,0.0,12.0,52.0,KOKEE12M,WETTZ13S,2.52297,61.17,16.29,291.41,24.84,772.0,75.67960213308253,41.65683005496315
54,2229+695,21,1.0,4.0,0.0,13.0,23.0,KOKEE12M,WETTZ13S,5.38235,12.88,38.96,345.61,32.16,803.0,15.599824192637058,68.22183158447909
55,2353+816,21,1.0,4.0,0.0,13.0,50.0,KOKEE12M,WETTZ13S,6.2104,7.04,26.93,350.34,44.61,830.0,9.834448949435005,79.63549972856346
56,0059+581,21,1.0,4.0,0.0,14.0,29.0,KOKEE12M,WETTZ13S,1.36839,34.07,30.05,322.34,34.09,869.0,43.64166967948712,64.53123285347606
57,2229+695,21,1.0,4.0,0.0,14.0,57.0,KOKEE12M,WETTZ13S,5.38235,12.74,39.04,345.75,32.10,897.0,15.41564051517213,68.18260967390422
58,NGC6251,21,1.0,4.0,0.0,15.0,25.0,KOKEE12M,WETTZ13S,7.33956,352.75,25.66,8.39,44.30,925.0,-10.237785333448693,80.47556801837652
59,NGC6251,21,1.0,4.0,0.0,15.0,54.0,KOKEE12M,WETTZ13S,7.33956,352.74,25.65,8.4,44.31,954.0,-10.252690242909773,80.48052622182928
60,2353+816,21,1.0,4.0,0.0,16.0,34.0,KOKEE12M,WETTZ13S,6.2104,6.97,27.0,350.42,44.54,994.0,9.731098145440136,79.59796480230087
61,1842+681,21,1.0,4.0,0.0,17.0,12.0,KOKEE12M,WETTZ13S,7.33956,346.72,40.85,8.47,28.31,1032.0,-15.63824685224764,66.2577380344523
62,1746+470,21,1.0,4.0,0.0,17.0,53.0,KOKEE12M,WETTZ13S,5.7668,316.93,48.39,22.96,10.58,1073.0,-40.81307404592691,43.65960050644474
63,0016+731,21,1.0,4.0,0.0,18.0,24.0,KOKEE12M,WETTZ13S,3.84453,15.85,30.4,340.61,40.11,1104.0,21.2012633363256,74.67488233975091
64,0718+793,21,1.0,4.0,0.0,18.0,52.0,KOKEE12M,WETTZ13S,8.07352,3.13,11.69,356.63,59.82,1132.0,4.812219112935065,88.00176139926957
65,DA426,21,1.0,4.0,0.0,19.0,27.0,KOKEE12M,WETTZ13S,6.72793,304.03,40.19,35.26,8.42,1167.0,-56.97767126198151,38.475346387561906
66,0718+793,21,1.0,4.0,0.0,20.0,7.0,KOKEE12M,WETTZ13S,8.07352,3.19,11.71,356.52,59.81,1207.0,4.904017171819122,87.99031292454943
67,2353+816,21,1.0,4.0,0.0,20.0,38.0,KOKEE12M,WETTZ13S,6.2104,6.88,27.12,350.55,44.43,1238.0,9.595781862405392,79.52801863545815
