,sked+time,sked_RMS,var_of_obs_x,var_of_obs_y
12571,246+25,6.19,1413.0870315973661,262.37572266944653
12572,246+26,6.19,1415.7985346586906,282.72776295236315
12573,246+27,6.19,1310.6649344873297,279.87356035086145
12574,246+28,6.19,1274.1980956170921,253.74556699971689
12575,246+29,6.19,1255.1505025604367,282.22497315840656
12576,246+30,6.19,1079.383039384509,267.3133210101869
12577,246+31,6.19,990.682610280754,269.2020844039216
12578,246+32,6.19,1053.4642104504107,283.09349938269713
12579,246+33,6.19,972.4025482684605,259.6193746401322
12580,246+34,6.19,636.880526587228,230.41344458340131
12581,246+35,6.19,579.8979773600141,207.65067861181626
12582,246+36,6.19,511.0146932979025,168.08681030218773
12583,246+37,6.19,482.75305329297186,210.50695288454864
12584,246+38,6.19,456.73192761312384,187.48909124177817
12585,246+39,6.19,488.96660532168283,163.63916880890227
12586,246+40,6.19,508.77932832095297,170.67922539585038
12587,246+41,6.19,821.6019467562666,214.63732055617675
12588,246+42,6.19,641.2947441922565,182.8167749068865
12589,246+43,6.19,679.9097726049885,216.53565506904573
12590,246+44,6.19,666.4210123606304,208.24100150230987
12591,246+45,6.19,702.8320939335672,206.2684119821364
12592,246+46,6.19,1043.046785894128,237.15401348603984
12593,246+47,6.19,1050.1072904887033,277.2544370071522
12594,246+48,6.19,1021.989736590256,244.26439462575786
12595,246+49,6.19,1060.6697285496725,206.2488063205538
12596,246+50,6.19,1083.503198242507,192.12801301783358
12597,247+0,7.74,709.4292235124124,387.7162130942685
12598,247+1,7.74,975.0478435411588,351.0692544204834
12599,247+2,7.74,966.0886574166518,356.9049281755581
12600,247+3,7.74,861.310916772516,358.4149978244191
12601,247+4,7.74,934.7419498399483,382.7683496654493
12602,247+5,7.74,988.5178960513763,391.9392360958137
12603,247+6,7.74,930.7341032211103,399.7318328459586
12604,247+7,7.74,1036.4456244428172,399.02181271882876
12605,247+8,7.74,1181.6119691519732,365.98637207205604
12606,247+9,7.74,993.3343801489686,389.1842808906613
12607,247+10,7.74,1108.6472120933192,385.579268794246
12608,247+11,7.74,1272.8468652579656,448.8643241333975
12609,247+12,7.74,1171.8258364088456,382.26329869693416
12610,247+13,7.74,1278.7575651770935,371.8436490698226
12611,247+14,7.74,1258.9657466089118,342.9431102588545
12612,247+15,7.74,1423.9567547257684,408.6163251885624
12613,247+16,7.74,1565.7546655972928,367.8955523613515
12614,247+17,7.74,1866.969659650182,352.6060368076095
12615,247+18,7.74,1845.8702500098702,365.5394087038412
12616,247+19,7.74,1901.2194264681407,329.0271829302768
12617,247+20,7.74,1919.6917610507858,302.94448781072134
12618,247+21,7.74,1992.3091620469863,296.41868849562337
12619,247+22,7.74,2026.8958859014087,293.6548003858967
12620,247+23,7.74,2044.0612447830117,226.6122548961449
12621,247+24,7.74,2199.949691705321,221.91912549704463
12622,247+25,7.74,2181.0102413427867,174.7111231831916
12623,247+26,7.74,2188.1377838747685,179.92100117704553
12624,247+27,7.74,1933.8178812766535,179.10805124972643
12625,247+28,7.74,1822.5269199265776,180.20277342795757
12626,247+29,7.74,1730.0975377425834,261.6893709859892
12627,247+30,7.74,1671.1779148733494,321.12543123252016
12628,247+31,7.74,1514.230184626834,298.64703210164595
12629,247+32,7.74,1204.3343218303667,280.83824998995544
12630,247+33,7.74,1169.7606771318844,332.45800735940804
12631,247+34,7.74,1097.3240957571866,291.49371149834445
12632,247+35,7.74,937.6643929978864,243.14534630451308
12633,247+36,7.74,928.8190150316318,243.25735969171583
12634,247+37,7.74,777.5419031385904,245.76517359400995
12635,247+38,7.74,618.9990688040996,199.63472385137499
12636,247+39,7.74,604.2532265526422,200.47584494995627
12637,247+40,7.74,734.4792648317989,221.71640914098862
12638,247+41,7.74,806.7749297995564,282.0611314855305
12639,247+42,7.74,907.8145177156675,305.97739614616864
12640,247+43,7.74,1129.7028513200169,283.30009723334734
12641,247+44,7.74,1028.0078910703373,318.7953956363494
12642,247+45,7.74,1012.231924217512,339.6660804494378
12643,247+46,7.74,876.54346751023,396.0008313172176
12644,247+47,7.74,1051.7266995124812,350.4321518087667
12645,247+48,7.74,1014.9161550703553,342.17178432534797
12646,247+49,7.74,1417.1596586169462,265.9507502258407
12647,247+50,7.74,1592.9105162500978,271.42225805530956
12648,248+0,6.3,743.2347738542601,310.22487355523384
12649,248+1,6.3,738.0628364324169,292.84273145094954
12650,248+2,6.3,850.9757305650053,275.08092014978854
12651,248+3,6.3,888.359342852997,284.2010542406672
12652,248+4,6.3,1043.0849385687136,285.78094622037696
12653,248+5,6.3,1114.0002260115918,283.0334162085301
12654,248+6,6.3,1135.345597825006,279.3393269985244
12655,248+7,6.3,1302.778653421249,302.88506119492337
12656,248+8,6.3,888.3123064989245,321.6276120629047
12657,248+9,6.3,881.1490724772027,339.8660490939015
12658,248+10,6.3,982.2615551227075,376.60088941441415
12659,248+11,6.3,912.0993114334432,395.742651949889
12660,248+12,6.3,809.3024316617586,346.7387469984801
12661,248+13,6.3,959.7058171062332,344.0857068602464
12662,248+14,6.3,821.2532870880954,315.3552607591424
12663,248+15,6.3,781.1397450795287,338.5245872907774
12664,248+16,6.3,776.2078067906458,288.69023053507277
12665,248+17,6.3,773.7612177985486,251.57862694925745
12666,248+18,6.3,859.4089933108451,236.60437578739453
12667,248+19,6.3,1223.603260845669,227.70772656345468
12668,248+20,6.3,1320.5536890282851,213.55144730263666
12669,248+21,6.3,1517.886162996323,176.01116485011005
12670,248+22,6.3,1646.0140391479936,167.6457604722542
12671,248+23,6.3,1498.0540661575633,188.23335096699265
12672,248+24,6.3,1598.1654415071298,199.10860591505767
12673,248+25,6.3,1607.9879235000303,208.14118073091845
12674,248+26,6.3,1707.846089078352,226.03634978136665
12675,248+27,6.3,1632.5611534368068,251.25111558028325
12676,248+28,6.3,1874.6551433190705,253.04398639960806
12677,248+29,6.3,1396.7221070945736,247.55335192261094
12678,248+30,6.3,1287.3533588501036,256.84966853685347
12679,248+31,6.3,1309.1191019763085,305.24922468742506
12680,248+32,6.3,1083.5352117035536,280.56179367535725
12681,248+33,6.3,1234.35959499819,297.7670637822563
12682,248+34,6.3,1226.2231918222026,278.6879583353137
12683,248+35,6.3,1517.451803444586,280.91189154886183
12684,248+36,6.3,1427.4863640129583,307.9989348674636
12685,248+37,6.3,1606.8587102197887,298.9463677742771
12686,248+38,6.3,1294.5195832568652,297.58615636011876
12687,248+39,6.3,1485.4510337208962,243.90091643263872
12688,248+40,6.3,1305.9671667949624,257.3896164125472
12689,248+41,6.3,1354.4101293251636,222.72747883109676
12690,248+42,6.3,1288.7114167306236,229.79726307145356
12691,248+43,6.3,1291.757743175502,239.9075366647029
12692,248+44,6.3,910.9586970348195,253.7388391458023
12693,248+45,6.3,842.5804597517711,248.58232584396416
12694,248+46,6.3,1005.8933423393004,263.0867217990405
12695,248+47,6.3,805.4197831818785,271.22888216329557
12696,248+48,6.3,971.6171866397841,345.81512932376813
12697,248+49,6.3,1008.7050382331271,339.95930117835087
12698,248+50,6.3,1124.4263840242252,354.7244120101327
12699,249+0,7.03,1233.4452947916109,367.4788216264427
12700,249+1,7.03,1171.5043267865674,344.4054024743176
12701,249+2,7.03,1225.3920474497017,378.60271699995087
12702,249+3,7.03,1234.773427243615,370.13293082280245
12703,249+4,7.03,1251.367421587618,289.29355639315196
12704,249+5,7.03,1220.387204349137,330.3204856992168
12705,249+6,7.03,1202.4641806770514,353.72513062702865
12706,249+7,7.03,1093.3930571340243,273.53086429495806
12707,249+8,7.03,1051.185695110726,272.716011167313
12708,249+9,7.03,901.899740253724,283.1601794323812
12709,249+10,7.03,912.7808918920256,218.43764342411933
12710,249+11,7.03,1010.5792504718053,201.74328960188575
12711,249+12,7.03,1073.2098977619225,275.4872112897061
12712,249+13,7.03,1036.1886334307258,288.3666676486497
12713,249+14,7.03,978.9382081386478,330.5924689803759
12714,249+15,7.03,1035.9064189499722,334.41600937606194
12715,249+16,7.03,1130.0161510724874,374.5341101286188
12716,249+17,7.03,1022.3263884017524,332.09696080232067
12717,249+18,7.03,1138.0934496286673,339.0194126199866
12718,249+19,7.03,1240.3551781541755,307.60993525561264
12719,249+20,7.03,1271.4858563661344,312.6342385365694
12720,249+21,7.03,1043.2631309458043,348.1155502105412
12721,249+22,7.03,1121.870675420518,252.11572977582503
12722,249+23,7.03,1635.3454400268704,253.59805509975726
12723,249+24,7.03,1684.3736777561041,261.6803330132394
12724,249+25,7.03,1806.016206488169,322.363297718304
12725,249+26,7.03,1702.8739021031788,304.4897348760023
12726,249+27,7.03,1989.9013087661494,315.80593384950885
12727,249+28,7.03,1738.1817665300168,317.56988794108025
12728,249+29,7.03,1557.6238484476341,371.3742370443769
12729,249+30,7.03,1597.0472847581084,385.6969821850339
12730,249+31,7.03,1606.2362609143827,398.7084221294591
12731,249+32,7.03,1699.0984378392973,398.3029354310061
12732,249+33,7.03,1511.9987470127235,352.77635052494156
12733,249+34,7.03,1519.5955297925238,319.14939050418303
12734,249+35,7.03,1679.5554482572545,326.16374561289456
12735,249+36,7.03,1644.7564479850903,320.5101552748756
12736,249+37,7.03,1583.9081469866287,391.6746069446358
12737,249+38,7.03,1521.1369325597207,441.8750506187192
12738,249+39,7.03,1514.0249603065863,433.44957929389966
12739,249+40,7.03,1462.5526132895486,373.81868501381945
12740,249+41,7.03,1388.21261940693,364.57670066235806
12741,249+42,7.03,1189.8409231080286,375.21444484598334
12742,249+43,7.03,1319.2607229529885,467.55787049675575
12743,249+44,7.03,1392.3522062539612,455.8504232752445
12744,249+45,7.03,1177.0970041773462,393.6181578329685
12745,249+46,7.03,1344.5167094391866,412.6204814143364
12746,249+47,7.03,1253.6390982232888,324.97978981675925
12747,249+48,7.03,1361.6230953855961,297.3209255905507
12748,249+49,7.03,1360.0495411435752,269.6597032416087
12749,249+50,7.03,1586.0508423700994,288.63069841623604
12750,250+0,7.58,926.3095903794197,295.0411161882952
12751,250+1,7.58,1030.992985019548,299.3501563558682
12752,250+2,7.58,1044.2365137863367,268.97762987171836
12753,250+3,7.58,975.9577984717417,289.05000162163236
12754,250+4,7.58,901.6684590360156,278.4058143376748
12755,250+5,7.58,827.847886530733,240.0604514220084
12756,250+6,7.58,926.3329146916235,258.603260119979
12757,250+7,7.58,807.9258760509414,226.0107455725437
12758,250+8,7.58,568.0455549606191,159.02546708028484
12759,250+9,7.58,584.3826830476055,158.4921262015683
12760,250+10,7.58,735.6786141069842,191.1335877592971
12761,250+11,7.58,596.343781269542,191.62864827077442
12762,250+12,7.58,616.356914315644,199.98076473644932
12763,250+13,7.58,663.2911638400878,206.78489024602146
12764,250+14,7.58,551.2533768278885,204.8910887403455
12765,250+15,7.58,580.4400327879763,216.70710133834513
12766,250+16,7.58,779.6202662957793,253.92188625617933
12767,250+17,7.58,844.8446026848467,268.7214678392205
12768,250+18,7.58,829.1695960379992,253.88043266485025
12769,250+19,7.58,783.4965312242325,268.7151657845308
12770,250+20,7.58,689.980350831175,236.59719955213592
12771,250+21,7.58,707.6276093055407,261.7998827712249
12772,250+22,7.58,762.7973364528995,265.6426523508295
12773,250+23,7.58,1016.4826112090127,294.1698982742193
12774,250+24,7.58,1057.8280132325274,332.63902380557977
12775,250+25,7.58,1187.7469019704229,332.355169457474
12776,250+26,7.58,938.0335954359388,311.63033032085104
12777,250+27,7.58,1063.5315959515112,312.8432492185088
12778,250+28,7.58,1134.8569382991216,311.3984608815962
12779,250+29,7.58,1293.7636789536746,346.286244121412
12780,250+30,7.58,1463.6388102558967,322.8969292458877
12781,250+31,7.58,1468.501397131873,300.448613655459
12782,250+32,7.58,1761.458462359631,282.3326515216085
12783,250+33,7.58,1554.7505750381524,272.2837633940567
12784,250+34,7.58,1433.5156011069685,288.52230474962
12785,250+35,7.58,1551.8921182946242,313.85367383130415
12786,250+36,7.58,1964.4559939269627,368.14601532867863
12787,250+37,7.58,1820.1960659631598,398.3109199224727
12788,250+38,7.58,1583.7851663191673,402.82506549643773
12789,250+39,7.58,1310.1288567758395,404.0395564669451
12790,250+40,7.58,1413.9240088853037,444.00376712908866
12791,250+41,7.58,1419.7024317331516,410.90140637511854
12792,250+42,7.58,1288.46681752853,409.0903458425097
12793,250+43,7.58,1154.4287211014603,420.5306381908329
12794,250+44,7.58,1128.707758087349,378.1593209911507
12795,250+45,7.58,1174.5172952889775,325.94526713996953
12796,250+46,7.58,975.1153577739456,243.4314207226288
12797,250+47,7.58,1029.6177069238227,228.1318975009694
12798,250+48,7.58,1181.0406013552056,259.8261571909066
12799,250+49,7.58,1278.8966867222234,218.98409196968555
12800,250+50,7.58,1099.0680269299808,204.86170758180538
12801,251+0,8.22,1533.8622498049172,454.81416434738844
12802,251+1,8.22,1490.2187247365966,487.15123373121173
12803,251+2,8.22,1688.3754109101822,476.8109225374407
12804,251+3,8.22,1277.6918795867634,433.9000916958565
12805,251+4,8.22,1331.593937282856,509.27533698100257
12806,251+5,8.22,1308.6384922558132,520.6737396950901
12807,251+6,8.22,1403.713414211722,542.2381927835205
12808,251+7,8.22,1708.093624678977,562.3240684084682
12809,251+8,8.22,1419.4032460217188,464.431576310969
12810,251+9,8.22,1316.1708675736918,489.5420296141996
12811,251+10,8.22,1581.7184083440413,407.9923899961965
12812,251+11,8.22,1711.102733399366,352.50692542785595
12813,251+12,8.22,1497.4279409724675,337.7394814688283
12814,251+13,8.22,1485.5197443494199,317.4511901199231
12815,251+14,8.22,1430.4554526104985,269.74127025623676
12816,251+15,8.22,1518.373448370289,245.3990422452367
12817,251+16,8.22,1681.3570567464808,234.46852287375714
12818,251+17,8.22,1444.6028326390801,227.90990237441008
12819,251+18,8.22,1328.9010370953627,232.298568928397
12820,251+19,8.22,1274.451077856571,243.59103079742601
12821,251+20,8.22,1208.4341956773987,261.53222157720626
12822,251+21,8.22,1162.5505661915115,247.44796042798114
12823,251+22,8.22,1298.3711034376556,225.65541607336442
12824,251+23,8.22,1344.2507354077645,247.51549164062348
12825,251+24,8.22,1129.0694514702793,226.5784507464363
12826,251+25,8.22,1123.1549247704763,282.3508693142097
12827,251+26,8.22,876.1850787194081,282.09234466901694
12828,251+27,8.22,929.1113280255516,293.1035624072218
12829,251+28,8.22,1113.9654192996563,328.07023972196595
12830,251+29,8.22,1048.4347395815566,327.6877490862221
12831,251+30,8.22,783.4712270300588,273.7790482780069
12832,251+31,8.22,734.8138441190772,295.9431188542761
12833,251+32,8.22,640.184235279253,268.44558787196274
12834,251+33,8.22,1021.7235772158846,254.4979640554841
12835,251+34,8.22,1127.1388649971927,198.45670142585564
12836,251+35,8.22,1583.8754184952547,208.27105966987614
12837,251+36,8.22,1469.5556657275092,176.86126505423752
12838,251+37,8.22,1536.6027236118198,194.0196976025523
12839,251+38,8.22,1403.272352022358,178.96315585933695
12840,251+39,8.22,1609.06332743441,275.6522423419657
12841,251+40,8.22,1653.7188362812242,299.8179157896879
12842,251+41,8.22,1533.7421285125324,293.09607821678094
12843,251+42,8.22,1509.816827390295,334.1975191233917
12844,251+43,8.22,1610.6262238297677,341.10577179957187
12845,251+44,8.22,1539.0650912803942,400.6992738903197
12846,251+45,8.22,1274.151616917959,409.9633707106389
12847,251+46,8.22,1367.9951870602347,426.5801867669253
12848,251+47,8.22,1549.7564891534305,423.0274405009795
12849,251+48,8.22,1565.0846067543814,385.91354438845474
12850,251+49,8.22,1513.4875227059256,419.8069457079398
12851,251+50,8.22,1428.4144961579009,433.49544550764006
12852,252+0,8.14,400.258023069558,340.9745845144966
12853,252+1,8.14,630.2528526191461,354.11095201831387
12854,252+2,8.14,997.301641525155,429.45065217633964
12855,252+3,8.14,994.0468732468497,428.04214514186356
12856,252+4,8.14,1032.176209506839,436.5192825971021
12857,252+5,8.14,1213.7056336739015,396.0977739720886
12858,252+6,8.14,1247.0571083334278,369.4403726678529
12859,252+7,8.14,1342.094989193938,324.19799403610284
12860,252+8,8.14,1315.4229916111801,333.42656714239047
12861,252+9,8.14,1166.2103668357188,341.0248240271572
12862,252+10,8.14,986.3537077444676,355.6550445149845
12863,252+11,8.14,899.0716846441056,296.0700311574603
12864,252+12,8.14,872.2624709829462,258.86897940890395
12865,252+13,8.14,932.677625147175,263.8031931612444
12866,252+14,8.14,926.9215442941501,268.64429198761246
12867,252+15,8.14,1042.7853024608398,290.082456108726
12868,252+16,8.14,1340.6520480006718,291.91404978927676
12869,252+17,8.14,1229.4052204365446,265.59409879334135
12870,252+18,8.14,1280.6105058297078,239.3844410910893
12871,252+19,8.14,1274.1193362164015,233.1482232461513
12872,252+20,8.14,1416.1109552518801,250.93218509232267
12873,252+21,8.14,1521.9296558449687,290.6044232614795
12874,252+22,8.14,1342.9634431777297,272.9898622954191
12875,252+23,8.14,1269.59974912082,249.16023314440326
12876,252+24,8.14,1096.8736612094442,249.994969579604
12877,252+25,8.14,938.7833332395172,236.6707277662348
12878,252+26,8.14,720.3937325821363,279.3284820902079
12879,252+27,8.14,745.4808469490556,298.57144039160625
12880,252+28,8.14,731.6642775515518,323.71333952288586
12881,252+29,8.14,977.4443741835377,312.7353346912887
12882,252+30,8.14,1139.8089056134875,309.2583371725747
12883,252+31,8.14,1073.1377720047028,284.21034494889693
12884,252+32,8.14,1204.8922501234888,293.660733722068
12885,252+33,8.14,1169.993780964736,305.1667688948998
12886,252+34,8.14,1140.810887442518,264.4507940479044
12887,252+35,8.14,1111.7934776143397,294.85911434288073
12888,252+36,8.14,1126.7016358765186,202.49443049307126
12889,252+37,8.14,1088.335120200265,208.7052311734855
12890,252+38,8.14,1345.1907539759393,312.5167036029746
12891,252+39,8.14,1239.8091836963356,337.03557971794925
12892,252+40,8.14,1365.1974886465955,405.78621194446123
12893,252+41,8.14,1436.5203040317458,429.4876283870362
12894,252+42,8.14,1447.5625996593174,405.27888094530795
12895,252+43,8.14,1468.1968494153423,396.6826282467824
12896,252+44,8.14,1783.1532578051988,418.11725464675135
12897,252+45,8.14,2000.451941832884,407.20367801107955
12898,252+46,8.14,1911.331723556292,477.08501057294427
12899,252+47,8.14,1876.662163966842,449.5950960914001
12900,252+48,8.14,1687.89663011781,399.7085790245483
12901,252+49,8.14,1670.8414949341823,380.70599016085856
12902,252+50,8.14,1406.7165392980287,324.4577934863261
12903,253+0,7.7,1703.210051553704,330.0095090582115
12904,253+1,7.7,1533.3149424050912,236.9122347763347
12905,253+2,7.7,1614.6516500575726,280.66482617010115
12906,253+3,7.7,1915.7679312600822,249.85578091671883
12907,253+4,7.7,1783.6290128443766,260.1363454460945
12908,253+5,7.7,1899.2616360222323,239.02344149887446
12909,253+6,7.7,1947.6559313185674,247.13398074798454
12910,253+7,7.7,1990.6949623282876,197.68377049308953
12911,253+8,7.7,2172.5873708614163,197.1035890567737
12912,253+9,7.7,1921.5763613653523,252.14314793016771
12913,253+10,7.7,1825.4602421609786,278.2734341464021
12914,253+11,7.7,1989.0514492650782,277.88324900726155
12915,253+12,7.7,1670.7005087438545,225.60959148931545
12916,253+13,7.7,1736.8815084231896,220.9521023583785
12917,253+14,7.7,1700.1412105167344,216.7244419957052
12918,253+15,7.7,1403.5112966349586,222.27350788818617
12919,253+16,7.7,1356.0974927534808,230.15762109250818
12920,253+17,7.7,1533.5850016866252,223.6210891810431
12921,253+18,7.7,1435.1622758928054,202.8637296331773
12922,253+19,7.7,1269.7332167286716,226.6966786850577
12923,253+20,7.7,1115.7852431920976,212.43173813826087
12924,253+21,7.7,879.116840092979,221.10702528602246
12925,253+22,7.7,839.1656638691912,244.740205288184
12926,253+23,7.7,621.5723114120716,236.52970303538783
12927,253+24,7.7,561.931064304124,247.88874354773992
12928,253+25,7.7,544.8295424296116,252.3708053472106
12929,253+26,7.7,671.9728915917846,274.8217418994398
12930,253+27,7.7,443.79947953245124,272.44831685687933
12931,253+28,7.7,629.4853746520262,337.57273281691596
12932,253+29,7.7,633.273225850488,361.35393316302793
12933,253+30,7.7,588.0983149340277,346.11970006173215
12934,253+31,7.7,554.3709412378483,340.5178866532337
12935,253+32,7.7,666.026373466385,329.8972081098252
12936,253+33,7.7,546.8297832451951,348.8706353436301
12937,253+34,7.7,916.1978318506917,363.63634577904486
12938,253+35,7.7,1050.5154128849663,335.38785931083737
12939,253+36,7.7,1122.3883521382174,322.9401059528296
12940,253+37,7.7,1150.0641294164566,317.9106258176867
12941,253+38,7.7,1133.6599082012417,283.84596948008533
12942,253+39,7.7,1121.3156791379847,285.43182052460594
12943,253+40,7.7,1310.283973793471,281.1472959282032
12944,253+41,7.7,1292.1391292793141,254.8780198737583
12945,253+42,7.7,1222.3376632156135,246.5305646516453
12946,253+43,7.7,1318.6442927574956,260.59112793823977
12947,253+44,7.7,1485.5402866971433,316.46134173517515
12948,253+45,7.7,1327.4646704754791,329.97009110150725
12949,253+46,7.7,1562.159749294173,357.8024323442486
12950,253+47,7.7,1690.5027284591129,321.220122893837
12951,253+48,7.7,1594.3056842323815,325.01414706512395
12952,253+49,7.7,1606.2323510538977,273.68711187957365
12953,253+50,7.7,1667.95053921169,224.531981665981
12954,254+0,9.86,1133.2327544841978,352.72106598939786
12955,254+1,9.86,1146.7072885834425,320.61623607072215
12956,254+2,9.86,926.2052451006984,279.4606165198455
12957,254+3,9.86,1115.9041832229168,297.9033303063564
12958,254+4,9.86,1084.1112760187075,238.64089567649174
12959,254+5,9.86,915.563428114364,237.7746775243412
12960,254+6,9.86,1020.9994591348565,276.66925700223635
12961,254+7,9.86,1017.2719539000898,291.14804472863955
12962,254+8,9.86,926.6890836377215,312.32465043480676
12963,254+9,9.86,1174.0584716331489,292.56786154389266
12964,254+10,9.86,1524.6569199958146,287.03776313888955
12965,254+11,9.86,1510.3022976640007,293.6955798740588
12966,254+12,9.86,1783.5900373006555,294.4969349025138
12967,254+13,9.86,1667.4325080283236,292.4318694333369
12968,254+14,9.86,1428.5046429620209,343.6766948409236
12969,254+15,9.86,1377.079948180214,421.49335673740404
12970,254+16,9.86,1289.5248191961546,410.1015914725515
12971,254+17,9.86,1569.4745712891963,444.9760978615288
12972,254+18,9.86,1660.8605755527158,411.94085967904783
12973,254+19,9.86,1366.6064405785048,430.7764510109782
12974,254+20,9.86,1228.5287464272674,446.66436650785937
12975,254+21,9.86,1245.663577128589,434.64713083714895
12976,254+22,9.86,993.7962093074088,343.89235948188735
12977,254+23,9.86,991.9656597071184,337.2474873805722
12978,254+24,9.86,1010.7492078241435,321.10835307656697
12979,254+25,9.86,1240.635260954935,266.98621642015996
12980,254+26,9.86,1084.0226049356465,270.23600091127946
12981,254+27,9.86,908.3584832925885,206.54505115246292
12982,254+28,9.86,903.6279286855995,226.86347659802206
12983,254+29,9.86,912.6587412948709,248.92850432538842
12984,254+30,9.86,706.2822480183413,246.76794829376206
12985,254+31,9.86,589.7815112902176,241.65406624574698
12986,254+32,9.86,1087.9785568741072,367.51809617072695
12987,254+33,9.86,1232.0026738501729,413.06850215013384
12988,254+34,9.86,1643.115443941594,489.9526236293452
12989,254+35,9.86,1704.0362447353432,468.93991999671374
12990,254+36,9.86,1800.5928370315778,471.7256754084538
12991,254+37,9.86,1937.6620983151379,503.23980150859387
12992,254+38,9.86,1966.7243271375744,493.0214127279259
12993,254+39,9.86,2035.922916759843,442.05953763786147
12994,254+40,9.86,1929.5429241710963,433.9789055362464
12995,254+41,9.86,1924.6092054907404,430.9872218417505
12996,254+42,9.86,1806.219902850627,313.81847311139524
12997,254+43,9.86,1584.2699933105623,276.4975632889621
12998,254+44,9.86,1195.0832774999594,263.5265319350044
12999,254+45,9.86,1246.6822782975494,280.5949209015205
13000,254+46,9.86,1138.3092904102616,290.998917994038
13001,254+47,9.86,1003.6114011607913,242.53453169194842
13002,254+48,9.86,1285.4975459186317,331.67346744022285
13003,254+49,9.86,1152.2509195850103,370.15666535683135
13004,254+50,9.86,1251.9027299111083,460.70955596303247
13005,255+0,10.48,1149.4745402332137,438.3040029062332
13006,255+1,10.48,1141.173756509405,444.4256741501182
13007,255+2,10.48,1197.6260816013446,422.63808066989225
13008,255+3,10.48,1262.645676202359,391.39227100366855
13009,255+4,10.48,1159.8965996530694,417.95463760876817
13010,255+5,10.48,1213.0865075256243,431.61814848527945
13011,255+6,10.48,1174.3168941328613,411.3981961018292
13012,255+7,10.48,1095.675569327639,437.7656743066394
13013,255+8,10.48,1527.6903364954335,582.5411497663314
13014,255+9,10.48,1625.1971257664732,614.3663215752275
13015,255+10,10.48,1685.2334957543164,621.3121454038317
13016,255+11,10.48,1353.0379957606317,569.5146430850872
13017,255+12,10.48,1310.9946379738665,597.6543022610582
13018,255+13,10.48,1396.0685600578797,605.0759432908867
13019,255+14,10.48,1134.1127752534328,477.3100876833784
13020,255+15,10.48,1355.6140281222645,430.2810210922023
13021,255+16,10.48,1457.894036326551,407.4016932313291
13022,255+17,10.48,1638.2639210709867,395.78398651102566
13023,255+18,10.48,1251.7982551523914,287.5574398173843
13024,255+19,10.48,1408.4944430854546,332.3215768176113
13025,255+20,10.48,1739.156223847991,298.81166367356525
13026,255+21,10.48,1680.0004523655923,297.4695582922996
13027,255+22,10.48,1702.6871670770206,239.9114843337611
13028,255+23,10.48,1703.7018667302716,224.10735554533414
13029,255+24,10.48,1714.123316712068,235.77676699632934
13030,255+25,10.48,1483.008259647621,262.88607448017353
13031,255+26,10.48,1449.9406064104603,267.83021606699157
13032,255+27,10.48,1428.8529705028693,263.5480734071954
13033,255+28,10.48,1272.649797371073,309.43790124887494
13034,255+29,10.48,1267.5197164462497,311.99842235112413
13035,255+30,10.48,997.0781637016521,305.36835518694727
13036,255+31,10.48,974.6647617762659,339.22899949180817
13037,255+32,10.48,1104.7503027731245,349.4186889996113
13038,255+33,10.48,1824.7622976723396,601.3044548386102
13039,255+34,10.48,1970.046559701157,586.4642421810141
13040,255+35,10.48,2016.7106964317384,604.975716480236
13041,255+36,10.48,2102.9933412973187,606.705874191496
13042,255+37,10.48,1972.4807027188735,566.9676963270127
13043,255+38,10.48,1882.123379616308,568.3051445973342
13044,255+39,10.48,1949.5127572073816,533.7939450332485
13045,255+40,10.48,2028.001816669964,495.95991111063546
13046,255+41,10.48,2123.986565957682,439.58266474926546
13047,255+42,10.48,2053.631803743905,407.23741166966755
13048,255+43,10.48,1358.917865502603,234.4799776559162
13049,255+44,10.48,1400.6937811698806,244.4172811475987
13050,255+45,10.48,1405.9871690891307,211.68973708442755
13051,255+46,10.48,1141.2415734311094,227.9944799403204
13052,255+47,10.48,1161.0842162225288,248.61058202241347
13053,255+48,10.48,1245.3229863081147,195.99518787269275
13054,255+49,10.48,1245.4941210631387,196.2778644157466
13055,255+50,10.48,1360.677839122419,205.34997290162835
13056,256+0,7.91,1476.1913450658035,373.70873908327803
13057,256+1,7.91,1137.8592613934604,380.5711825915232
13058,256+2,7.91,1324.6139543478807,424.3943234329915
13059,256+3,7.91,1320.9714734951533,413.55324118638543
13060,256+4,7.91,1383.6705162145402,405.85090051585536
13061,256+5,7.91,1525.2722098196873,379.60142807013256
13062,256+6,7.91,1153.5763534930413,311.63173833157487
13063,256+7,7.91,1136.2541896442133,315.00798909186193
13064,256+8,7.91,1194.482650408828,297.1801840584244
13065,256+9,7.91,1013.8684348350276,257.98545237685477
13066,256+10,7.91,1098.8392011527867,314.2441307563569
13067,256+11,7.91,1141.8793901910547,291.09982564286076
13068,256+12,7.91,1162.8989787575836,262.4666471097211
13069,256+13,7.91,1267.6499684613293,295.1164725129925
13070,256+14,7.91,1365.8229893236628,280.959426840511
13071,256+15,7.91,1353.791098471554,263.6293451896986
13072,256+16,7.91,1471.344841737956,239.4245673649512
13073,256+17,7.91,1508.3875010150164,233.3292538611657
13074,256+18,7.91,1307.1541987865494,354.49215583961313
13075,256+19,7.91,1360.2931802856658,342.9226293527264
13076,256+20,7.91,885.0286321243237,347.858987262164
13077,256+21,7.91,1055.9573500587871,324.9778069157671
