,sked+time,sked_RMS,var_of_obs_x,var_of_obs_y
5758,112+46,7.18,1109.8268431942295,365.18578293546744
5759,112+47,7.18,1313.7444739753705,328.2704939944499
5760,112+48,7.18,1083.5911316969868,241.94803767340935
5761,112+49,7.18,1078.9163109390245,191.89863303711797
5762,112+50,7.18,1297.9672415231469,227.68849681432528
5763,113+0,8.76,684.1976876144465,308.6473314875509
5764,113+1,8.76,722.4623296028735,302.07150866268466
5765,113+2,8.76,1063.5158567463293,369.76140506857803
5766,113+3,8.76,1360.370553693079,388.65015693362625
5767,113+4,8.76,1443.0949116178847,360.67472939363057
5768,113+5,8.76,1635.8879677127538,305.502532654644
5769,113+6,8.76,1753.8667216723247,362.84512016639144
5770,113+7,8.76,1929.6223035274927,328.5300567448001
5771,113+8,8.76,1983.2526079743222,313.4179515134882
5772,113+9,8.76,1927.7384561256044,304.9245879514985
5773,113+10,8.76,1981.8313811463574,289.503541325163
5774,113+11,8.76,1952.262683000309,315.3619677109502
5775,113+12,8.76,1570.0299456408354,268.6691852802645
5776,113+13,8.76,1851.8581386530532,316.3039087472336
5777,113+14,8.76,2019.4701223963536,336.1684073960036
5778,113+15,8.76,2534.5762089045347,326.0639981993917
5779,113+16,8.76,2213.472461123291,322.0856923031385
5780,113+17,8.76,2030.7980721604831,318.55056493202966
5781,113+18,8.76,1927.8274352330982,307.23920165153805
5782,113+19,8.76,1772.3099973413055,296.90060543571354
5783,113+20,8.76,1525.5946288556488,357.5337362372461
5784,113+21,8.76,1646.032472088457,347.0822480624062
5785,113+22,8.76,1520.3427456733405,344.48179264102583
5786,113+23,8.76,1078.2827518876393,275.17952331567
5787,113+24,8.76,977.5336587693648,251.7053139626518
5788,113+25,8.76,522.4450993110252,197.7216639020575
5789,113+26,8.76,655.5028046217593,219.23495417742933
5790,113+27,8.76,918.0256275684336,232.99215912897623
5791,113+28,8.76,1035.785838707943,237.78986019086102
5792,113+29,8.76,1012.0260232174614,246.26982084849524
5793,113+30,8.76,1033.7501389864271,186.1024881525516
5794,113+31,8.76,981.973932750752,182.89663188099618
5795,113+32,8.76,969.1875292891064,195.67048925366507
5796,113+33,8.76,942.3741543884322,227.2427284268881
5797,113+34,8.76,801.3123993999757,227.24777079961459
5798,113+35,8.76,758.9825087776259,253.13704706899907
5799,113+36,8.76,968.3021090120754,232.37714194622166
5800,113+37,8.76,841.1868087860635,268.2375767945053
5801,113+38,8.76,727.9622292437653,237.18609439010555
5802,113+39,8.76,813.4896321443796,271.4885771325541
5803,113+40,8.76,866.3329138313261,278.0772156597511
5804,113+41,8.76,1055.211594348663,275.8498900216935
5805,113+42,8.76,1102.4244367410158,236.21361909749137
5806,113+43,8.76,1317.3193024873303,176.06891744300466
5807,113+44,8.76,1130.2990531626224,301.18497300196776
5808,113+45,8.76,1103.225924026914,287.0319639962195
5809,113+46,8.76,1007.1612315888626,298.18823236814933
5810,113+47,8.76,868.1034397238178,280.5871953266747
5811,113+48,8.76,1157.917448214969,383.52930819728033
5812,113+49,8.76,1073.710396102074,374.4413044849521
5813,113+50,8.76,1012.7130759733103,371.9676504098168
5814,114+0,9.04,1250.8473417017087,441.85270598544895
5815,114+1,9.04,1153.9495360399867,398.8180913535588
5816,114+2,9.04,1311.071951271196,499.6780158550633
5817,114+3,9.04,1253.0043283087484,419.2222554885284
5818,114+4,9.04,1501.493079516162,438.0726759216664
5819,114+5,9.04,1514.097302806095,423.2158109575065
5820,114+6,9.04,1659.6909191478258,366.42057656113116
5821,114+7,9.04,1703.373366296982,403.54716804603953
5822,114+8,9.04,1416.0785697142976,419.8213537703959
5823,114+9,9.04,1344.409602815201,404.48307095668423
5824,114+10,9.04,1400.7540557415919,396.4482449982954
5825,114+11,9.04,1425.7702075223765,388.48532225770714
5826,114+12,9.04,1292.881891317136,371.62491620946184
5827,114+13,9.04,1664.6929376202918,373.9691923968356
5828,114+14,9.04,1409.2883853566927,364.4805472971874
5829,114+15,9.04,1553.6958116863889,350.4284191383074
5830,114+16,9.04,1408.584441916337,347.3044600601756
5831,114+17,9.04,1491.1718399861284,296.3598703516726
5832,114+18,9.04,1670.7351863225524,291.72461009975626
5833,114+19,9.04,1683.2454579055366,255.5614186177782
5834,114+20,9.04,1578.5749291563243,274.15937997628976
5835,114+21,9.04,1662.4796295436145,275.9601844538331
5836,114+22,9.04,1568.8867925577024,240.46158881037388
5837,114+23,9.04,1352.378998134261,223.91917953710393
5838,114+24,9.04,1111.5746923909333,173.86859692564138
5839,114+25,9.04,781.7171268744322,175.8185271417278
5840,114+26,9.04,845.4123656810672,188.10925948717508
5841,114+27,9.04,975.2133156086111,211.27755097279066
5842,114+28,9.04,1067.8903552500078,200.24634075775285
5843,114+29,9.04,1127.6039061611375,221.17671258699423
5844,114+30,9.04,1160.127521611953,198.82672101499475
5845,114+31,9.04,1408.7293024699213,271.82495904811
5846,114+32,9.04,1548.3200097659712,291.2257160157717
5847,114+33,9.04,2111.0668937598984,353.1536719383571
5848,114+34,9.04,2362.1585638618003,407.8836416414229
5849,114+35,9.04,2659.283316428655,383.28771517660454
5850,114+36,9.04,2462.7325987699696,380.04768524961656
5851,114+37,9.04,2445.653931975491,408.0956275517527
5852,114+38,9.04,2293.1590579538893,437.6112317290597
5853,114+39,9.04,2001.4681355447844,413.5480379076171
5854,114+40,9.04,1917.5952543944168,398.95017439677054
5855,114+41,9.04,1904.738134211663,348.94296993249077
5856,114+42,9.04,1881.6866479112712,346.851824403788
5857,114+43,9.04,1418.1285409649506,295.759169869013
5858,114+44,9.04,1316.8046690925214,268.22362733529343
5859,114+45,9.04,1067.5701028751544,245.24273482289823
5860,114+46,9.04,974.2562483246058,267.78476407057553
5861,114+47,9.04,1003.104005758681,211.64914439223372
5862,114+48,9.04,1087.4844985978045,248.9594755931284
5863,114+49,9.04,1217.6393556032074,262.73347999804963
5864,114+50,9.04,1369.101410526114,262.986821962076
5865,115+0,11.65,1313.0258490124404,343.5526075906789
5866,115+1,11.65,1282.594699251885,348.5693579706915
5867,115+2,11.65,1257.2341728969623,331.5993538296291
5868,115+3,11.65,1291.2946199974904,360.94168074969474
5869,115+4,11.65,1208.1984235692416,305.01492113105087
5870,115+5,11.65,1145.8801408261484,316.10593076551476
5871,115+6,11.65,1154.9193559522657,337.29251842929085
5872,115+7,11.65,1032.055036206092,337.3851751350197
5873,115+8,11.65,1282.9985531479895,295.6997320151545
5874,115+9,11.65,1153.2583834948282,306.8687764322957
5875,115+10,11.65,969.1128152153709,317.9149705437171
5876,115+11,11.65,1108.079183071307,298.4061412363162
5877,115+12,11.65,995.145359258752,342.2998945516845
5878,115+13,11.65,1039.9554721189193,337.95368265654736
5879,115+14,11.65,979.5238141499101,385.63260862568416
5880,115+15,11.65,1009.4999942085173,395.3321475374302
5881,115+16,11.65,616.6384244462823,312.19566471752137
5882,115+17,11.65,462.77521074262324,278.3273145625391
5883,115+18,11.65,385.6928309444768,256.20017093863675
5884,115+19,11.65,555.8277385082461,303.6564880128012
5885,115+20,11.65,591.3234938142951,304.192708272815
5886,115+21,11.65,763.1076196246203,317.21333198561314
5887,115+22,11.65,743.690161473061,289.91523303389556
5888,115+23,11.65,533.8719184738358,263.25299170936046
5889,115+24,11.65,556.0910351089802,239.22910860128252
5890,115+25,11.65,551.8250394452546,232.1215123690323
5891,115+26,11.65,629.057624743672,237.69296552121716
5892,115+27,11.65,786.8842188080283,303.4585191408605
5893,115+28,11.65,794.687643243154,301.98444961326
5894,115+29,11.65,1130.5758741871268,278.17546888324233
5895,115+30,11.65,1225.9250828799297,293.9277937877375
5896,115+31,11.65,1176.310169123223,264.8391399157185
5897,115+32,11.65,1215.2898520796152,286.83689271185074
5898,115+33,11.65,1504.7891582796492,366.79392691902365
5899,115+34,11.65,1499.665000831792,364.5129684826356
5900,115+35,11.65,1539.0430898806983,385.29031388143443
5901,115+36,11.65,1612.7400138244375,362.8957738239417
5902,115+37,11.65,1416.2224190943941,337.67205767949275
5903,115+38,11.65,1487.323313859178,338.15555980573936
5904,115+39,11.65,1042.8099498193822,378.9230440227206
5905,115+40,11.65,954.2678329793792,420.3121163986769
5906,115+41,11.65,936.0786372825615,469.7212709082281
5907,115+42,11.65,1077.0166323687047,419.6772167685419
5908,115+43,11.65,994.0263096643234,330.1627314061087
5909,115+44,11.65,1091.1395599708321,385.81810606229067
5910,115+45,11.65,1237.770057184327,369.80923591724957
5911,115+46,11.65,1227.514147087175,396.12915635710164
5912,115+47,11.65,1316.477658007182,420.74865486178504
5913,115+48,11.65,1308.4517946115707,371.2644024678634
5914,115+49,11.65,1536.2798338689122,431.9660870343235
5915,115+50,11.65,1666.4192938402705,378.41349653030187
5916,116+0,9.36,1314.152443229608,339.1687627047401
5917,116+1,9.36,1313.1577326969139,306.66843986912136
5918,116+2,9.36,1356.5565642232125,301.02266867652696
5919,116+3,9.36,1677.0312141058914,360.7099383029718
5920,116+4,9.36,1432.7491938417952,357.53612665515715
5921,116+5,9.36,1332.0975860472759,346.432241539605
5922,116+6,9.36,1437.1003220456398,374.033588528893
5923,116+7,9.36,1356.964826182449,377.5762122217854
5924,116+8,9.36,1588.246171738939,395.16689864682934
5925,116+9,9.36,1466.6212739386265,407.17534787938314
5926,116+10,9.36,1405.0318835229318,403.60211764016907
5927,116+11,9.36,1424.0824211555378,428.9549610058043
5928,116+12,9.36,1597.88737227485,438.4136090313882
5929,116+13,9.36,977.9480011890004,383.0028301125874
5930,116+14,9.36,967.2202251013632,365.12659954806384
5931,116+15,9.36,1048.5939560156446,382.0141984135626
5932,116+16,9.36,686.4525933103364,340.7648040117825
5933,116+17,9.36,623.9857889092757,308.0133134676276
5934,116+18,9.36,426.2798796502173,308.39064536837833
5935,116+19,9.36,504.6820130740571,272.3369510659511
5936,116+20,9.36,466.207061978752,251.32287015785963
5937,116+21,9.36,477.78157302992815,269.26954860323747
5938,116+22,9.36,349.6251857620514,287.60707948252565
5939,116+23,9.36,460.82482659569723,281.66102565858046
5940,116+24,9.36,463.5531435614382,291.08132070728044
5941,116+25,9.36,532.5464271349538,324.8717783407804
5942,116+26,9.36,768.9024833704802,327.3046019473266
5943,116+27,9.36,912.7744092599902,349.09388321440633
5944,116+28,9.36,1204.5499336602143,320.2505101711128
5945,116+29,9.36,1358.0859761956654,335.1870284071898
5946,116+30,9.36,1434.0508256612925,359.3047120868516
5947,116+31,9.36,1446.298857618971,337.1596377262315
5948,116+32,9.36,1507.9039426789384,286.9544653052337
5949,116+33,9.36,1611.6048958954539,255.59066641999192
5950,116+34,9.36,1585.734675712579,257.92115370250843
5951,116+35,9.36,1670.8533800555135,235.81647736068538
5952,116+36,9.36,1901.3914796768868,293.3829571202419
5953,116+37,9.36,1901.9193269752282,296.86833499045065
5954,116+38,9.36,1860.680588197265,376.69742476432083
5955,116+39,9.36,1607.041123158071,383.89708369044774
5956,116+40,9.36,1958.8157336434897,397.1109191129531
5957,116+41,9.36,1871.0782816856995,408.51995499820424
5958,116+42,9.36,2089.709784156086,435.2251249494028
5959,116+43,9.36,1966.2752208125355,432.4202502629911
5960,116+44,9.36,1970.3585551247143,477.02076956952305
5961,116+45,9.36,1830.2665223459471,452.47217411475197
5962,116+46,9.36,1564.1683598618654,368.2541705922583
5963,116+47,9.36,1345.7589888056607,362.9107410730341
5964,116+48,9.36,1357.86482634788,345.5685264355501
5965,116+49,9.36,1349.155386585394,341.6445900189041
5966,116+50,9.36,1042.2399491489543,277.99040038421606
5967,117+0,6.11,1325.402491069238,255.37987529531446
5968,117+1,6.11,1278.5241861570257,268.3973842511761
5969,117+2,6.11,1374.6797369034964,316.9883597913867
5970,117+3,6.11,1391.9761966837673,353.28327428880857
5971,117+4,6.11,1377.9300182423913,368.69019822780473
5972,117+5,6.11,1021.3837861181267,366.86480668033596
5973,117+6,6.11,1023.8288453243559,350.1187696982608
5974,117+7,6.11,1004.2128547873467,323.90563178315267
5975,117+8,6.11,971.3041007589624,365.32033499524783
5976,117+9,6.11,948.5841118509968,348.7715272136018
5977,117+10,6.11,943.4252129920505,388.3784523613483
5978,117+11,6.11,1102.402651503808,372.6518312068348
5979,117+12,6.11,894.8304001738936,294.2508517449346
5980,117+13,6.11,934.9747193718483,260.61119734169705
5981,117+14,6.11,1234.8357220644107,256.57085770092704
5982,117+15,6.11,1305.9363456735812,249.28463593545465
5983,117+16,6.11,1164.2270908771334,245.08597012973982
5984,117+17,6.11,1194.4525192493945,223.40263811771297
5985,117+18,6.11,827.786490830012,211.65398767293428
5986,117+19,6.11,853.2906926218669,207.35831844464906
5987,117+20,6.11,872.2761934186514,174.94595802126605
5988,117+21,6.11,929.779416809949,189.70683223133506
5989,117+22,6.11,1063.321714095434,204.02267208323002
5990,117+23,6.11,978.6523447442601,213.98069005991016
5991,117+24,6.11,842.0673309942101,224.524921060804
5992,117+25,6.11,1303.3351128740555,224.96414926818636
5993,117+26,6.11,1268.1244931410658,231.70958328667865
5994,117+27,6.11,1203.9558617013108,254.49059466034075
5995,117+28,6.11,1383.6377377001763,221.08715441936545
5996,117+29,6.11,1359.7097426657735,237.68300755479393
5997,117+30,6.11,1363.8941226447887,252.01325263177418
5998,117+31,6.11,1556.1166064800127,268.67787105253433
5999,117+32,6.11,1486.6240791405862,287.74785706241136
6000,117+33,6.11,1474.4731843991021,270.93786493437983
6001,117+34,6.11,1304.9997832070521,223.94483065484346
6002,117+35,6.11,862.4171285139881,162.850065606547
6003,117+36,6.11,916.6933690915124,187.66202652063
6004,117+37,6.11,1089.5549594267204,290.8426238203202
6005,117+38,6.11,1150.8969029864522,280.56627171561075
6006,117+39,6.11,1225.930255544885,266.18231299746793
6007,117+40,6.11,1308.8750701754568,276.9089252042158
6008,117+41,6.11,1132.080510800669,280.7972011734789
6009,117+42,6.11,1197.0017734916985,298.8829472183921
6010,117+43,6.11,1226.6018461146975,317.2890733978324
6011,117+44,6.11,1545.2588720755132,384.88785938744195
6012,117+45,6.11,1511.6158894960943,329.48357921169963
6013,117+46,6.11,1510.4294336796413,370.70117122758074
6014,117+47,6.11,1342.0115271945424,291.5494602738222
6015,117+48,6.11,1316.625137827594,295.71910449887656
6016,117+49,6.11,1472.8150020773494,272.5838432032996
6017,117+50,6.11,1403.1459820835653,270.083988192822
6018,118+0,7.28,1056.1178971172476,289.2925113408034
6019,118+1,7.28,1299.8923491835449,287.4025713224751
6020,118+2,7.28,1426.0250161501428,361.92823064656244
6021,118+3,7.28,1367.5520945830983,357.4008483265903
6022,118+4,7.28,1499.9617800881683,369.0845015676162
6023,118+5,7.28,1645.0363163258376,339.4509512823536
6024,118+6,7.28,1564.2082249165042,366.2661514436661
6025,118+7,7.28,1401.8070074790694,279.0375100794721
6026,118+8,7.28,1455.9962754837802,293.3635032668951
6027,118+9,7.28,1560.8504189761582,259.29867983822373
6028,118+10,7.28,1469.6279713572897,297.71675597081367
6029,118+11,7.28,1593.523502047203,317.49579039846844
6030,118+12,7.28,1513.4063916836399,327.0687966050054
6031,118+13,7.28,1649.729659861714,326.4008531870007
6032,118+14,7.28,1769.6935757703145,408.7863524875214
6033,118+15,7.28,1612.1044816172641,389.5992208486507
6034,118+16,7.28,1446.8644354754397,365.5261807587122
6035,118+17,7.28,1426.275580439591,380.9338908820064
6036,118+18,7.28,1564.253749263742,355.10819970907744
6037,118+19,7.28,1555.0222774800789,396.68473980268095
6038,118+20,7.28,1597.0822127296758,347.3771091869511
6039,118+21,7.28,1177.2920774402644,390.7349315341705
6040,118+22,7.28,1107.7282550346615,304.4562211098261
6041,118+23,7.28,1039.174632759575,326.9903616317377
6042,118+24,7.28,984.7476402810324,253.61486985969816
6043,118+25,7.28,944.521718406657,304.75799713441313
6044,118+26,7.28,921.3923724241885,300.53144599254193
6045,118+27,7.28,858.9138631584547,285.6869522992852
6046,118+28,7.28,1067.1812733922663,301.7547816957423
6047,118+29,7.28,1237.361969545376,319.74133112016284
6048,118+30,7.28,1593.0217656521445,300.6119957597143
6049,118+31,7.28,1557.946370279672,302.49575209201396
6050,118+32,7.28,1471.9830983167255,334.1560748414748
6051,118+33,7.28,1402.5702634356846,320.237499729594
6052,118+34,7.28,1389.2279000037724,317.4245371752575
6053,118+35,7.28,1553.4719484594423,371.4952434382611
6054,118+36,7.28,1793.1814345457524,368.1034815437362
6055,118+37,7.28,2321.7087479323473,488.50156222774945
6056,118+38,7.28,2361.7585232535585,447.3330484973836
6057,118+39,7.28,2152.75692986352,440.0220375082566
6058,118+40,7.28,1856.2791757681825,477.9901300880263
6059,118+41,7.28,1868.2494817996649,460.4237367241717
6060,118+42,7.28,1902.3864573876115,474.4514020153428
6061,118+43,7.28,1985.169776168174,521.5819758248543
6062,118+44,7.28,1886.46257100321,502.55654829807554
6063,118+45,7.28,1663.623277237673,422.26433455324525
6064,118+46,7.28,1535.9351296081213,468.5555616480266
6065,118+47,7.28,1019.6118318405875,347.73156265712305
6066,118+48,7.28,824.3811176586048,336.5912269533412
6067,118+49,7.28,717.2773927311885,286.41425819693546
6068,118+50,7.28,800.9105739875752,264.6705285231956
6069,119+0,6.66,1057.6963608458336,328.4727190451239
6070,119+1,6.66,1198.9071301835916,346.45458940504244
6071,119+2,6.66,1306.0912770938326,320.3899986452633
6072,119+3,6.66,1310.887144731539,329.01237410791134
6073,119+4,6.66,1249.48391637478,404.9494369679689
6074,119+5,6.66,1343.5700308446317,441.35009985235934
6075,119+6,6.66,1547.8622117945852,383.98424240259226
6076,119+7,6.66,1678.8183373701238,471.0639571128555
6077,119+8,6.66,1663.4560773812896,456.5976037528835
6078,119+9,6.66,1835.922208036529,404.3175534810617
6079,119+10,6.66,1813.24492410755,367.2791220381961
6080,119+11,6.66,2007.1040356409421,368.1778490027962
6081,119+12,6.66,1859.5679120981938,410.15551546704154
6082,119+13,6.66,1735.617597899848,389.0124144656865
6083,119+14,6.66,1364.166169109582,312.52143455106454
6084,119+15,6.66,1807.3193811840165,283.0364143589347
6085,119+16,6.66,1712.8846761117957,278.09095861189576
6086,119+17,6.66,1447.1003561702023,188.03323660973538
6087,119+18,6.66,1548.332108318709,240.91875258388694
6088,119+19,6.66,1904.1306323421459,264.13959030769433
6089,119+20,6.66,1842.5573613006109,322.52489813809825
6090,119+21,6.66,1671.9740444652887,280.7221783514603
6091,119+22,6.66,1781.0322850182233,305.01975035246716
6092,119+23,6.66,1671.684959120696,326.67505822326416
6093,119+24,6.66,1472.5620286901687,341.7359403043382
6094,119+25,6.66,1500.5898724864946,338.3350565447605
6095,119+26,6.66,1370.619013102447,306.24995722386575
6096,119+27,6.66,1361.7542179620202,358.52424524220453
6097,119+28,6.66,1174.1430199341248,306.5724739379394
6098,119+29,6.66,1175.3491836221172,261.5519786335502
6099,119+30,6.66,1356.015107739083,252.63423481332757
6100,119+31,6.66,1065.5047689649837,286.721634303307
6101,119+32,6.66,880.777232032909,238.0746876429573
6102,119+33,6.66,1010.1330715611514,264.6037784751704
6103,119+34,6.66,743.1933602696721,266.11420634117025
6104,119+35,6.66,749.0949007533254,290.4154794397975
6105,119+36,6.66,1217.5414582675799,351.1259625834496
6106,119+37,6.66,1488.0806643853716,306.6026847169617
6107,119+38,6.66,1278.215092740495,328.1850479541066
6108,119+39,6.66,1512.8241288184547,312.6681131906966
6109,119+40,6.66,1326.2367942586698,319.47603252268834
6110,119+41,6.66,1561.735682665725,313.27108468635987
6111,119+42,6.66,1464.7718059073688,328.45694517348903
6112,119+43,6.66,1123.858206796943,353.79523086226664
6113,119+44,6.66,1139.3277574093922,368.14141814607376
6114,119+45,6.66,1062.9983675067283,348.52503932632777
6115,119+46,6.66,1019.5603938456929,332.2363971546312
6116,119+47,6.66,841.1956868828129,364.3090864852897
6117,119+48,6.66,813.598701150124,380.9727931950979
6118,119+49,6.66,714.4748395632746,360.2210078606715
6119,119+50,6.66,774.0483350381975,330.30174340958297
6120,120+0,6.82,985.54995690058,286.2921090773463
6121,120+1,6.82,893.6980429502776,293.4369323729821
6122,120+2,6.82,958.7004202927037,296.99597422210604
6123,120+3,6.82,972.148156005409,284.4236466635766
6124,120+4,6.82,940.0773222688085,232.20707004199707
6125,120+5,6.82,741.8505856891398,184.0661437122668
6126,120+6,6.82,828.9274608945958,210.47962295972377
6127,120+7,6.82,882.4965671880738,179.7591835694557
6128,120+8,6.82,1040.22999025648,179.75099955605592
6129,120+9,6.82,1089.634981806715,142.11310039873885
6130,120+10,6.82,1038.403117186808,139.46235156763026
6131,120+11,6.82,1186.3546110222549,165.42029682912266
6132,120+12,6.82,1176.3071929865077,156.9152261119539
6133,120+13,6.82,1041.6633317656192,173.5730975180282
6134,120+14,6.82,840.8213408439223,210.58537501482525
6135,120+15,6.82,815.4640461757443,232.5006625919858
6136,120+16,6.82,893.5491800212562,216.1600658283612
6137,120+17,6.82,940.6525504368093,263.8683728005143
6138,120+18,6.82,752.4624620158995,293.2495096182201
6139,120+19,6.82,1077.7973291214919,291.61327275153064
6140,120+20,6.82,1028.3603854451937,306.215774305482
6141,120+21,6.82,953.0158463799506,310.5248759259689
6142,120+22,6.82,762.162498499411,320.47252956743085
6143,120+23,6.82,1011.8743333319901,361.52510043341726
6144,120+24,6.82,1156.1275417380257,369.94750181720303
6145,120+25,6.82,1226.0030424355177,389.98080428893843
6146,120+26,6.82,1049.8483654062843,379.04565186978414
6147,120+27,6.82,1019.851769305426,325.3745470638742
6148,120+28,6.82,826.2493117591376,316.9686770997652
6149,120+29,6.82,730.572524387523,311.8142923073716
6150,120+30,6.82,732.0032265542651,290.55025309258957
6151,120+31,6.82,632.363827865951,254.38029739295825
6152,120+32,6.82,1058.634293827887,325.7507194483138
6153,120+33,6.82,1070.1716943821268,274.8770045184769
6154,120+34,6.82,1030.4203983862449,235.9672318930271
6155,120+35,6.82,1389.282008277432,293.0698845162434
6156,120+36,6.82,1399.6342141832586,280.7699966076781
6157,120+37,6.82,1390.3524938388368,307.0678339351363
6158,120+38,6.82,1358.6531755300484,288.0115367521091
6159,120+39,6.82,1312.0460663113136,274.5207732522478
6160,120+40,6.82,1317.62807829556,329.60436629262875
6161,120+41,6.82,1344.4180743301847,341.8289819526684
6162,120+42,6.82,1248.3365450243498,324.01408949915134
6163,120+43,6.82,1186.9509995463848,379.39392347073226
6164,120+44,6.82,1035.791215750285,379.6048472827579
6165,120+45,6.82,819.5308092392269,304.96933938922626
6166,120+46,6.82,770.1279837215892,325.6922041270834
6167,120+47,6.82,788.9876709652895,333.2308902177122
6168,120+48,6.82,1057.335214126262,438.1947466942911
6169,120+49,6.82,1062.0964530902697,406.38158122565505
6170,120+50,6.82,985.1961250453815,384.30061178366014
6171,121+0,7.49,1514.1355192699798,378.8883401114965
6172,121+1,7.49,1520.312099142651,355.81006899866543
6173,121+2,7.49,1479.732194052601,344.18885693915473
6174,121+3,7.49,1597.8889068048352,321.2893420147615
6175,121+4,7.49,1808.2603812011903,274.74601073231963
6176,121+5,7.49,1495.925968617555,230.46406681263704
6177,121+6,7.49,1318.213443016206,232.6737701123963
6178,121+7,7.49,1219.2957188094308,232.83943590911775
6179,121+8,7.49,1466.499345652468,219.07718133522351
6180,121+9,7.49,1626.3438401764322,195.12941691960108
6181,121+10,7.49,1456.0741254524219,154.53049935672624
6182,121+11,7.49,1543.7819893565982,161.97334873370238
6183,121+12,7.49,1519.6865237973457,197.13809719650322
6184,121+13,7.49,1679.3596286311795,226.30883165496974
6185,121+14,7.49,1604.5840510928606,238.28874001943282
6186,121+15,7.49,1495.9784169238242,301.3812090770441
6187,121+16,7.49,1585.3793189030785,304.29094291379226
6188,121+17,7.49,1684.013453319374,315.235120581616
6189,121+18,7.49,1367.8644801002135,360.3241066364692
6190,121+19,7.49,1446.7008951202715,354.31948357462056
6191,121+20,7.49,1279.9657290126095,366.72314665405344
6192,121+21,7.49,1313.322089527252,340.9424319526652
6193,121+22,7.49,1381.6215595986557,379.2232632159441
6194,121+23,7.49,1235.5301201096602,351.9642914084895
6195,121+24,7.49,1188.799618264614,358.13305534620565
6196,121+25,7.49,1229.1021296294273,339.1002191471989
6197,121+26,7.49,1247.8549974650477,335.4423024724928
6198,121+27,7.49,1249.5157791927718,334.47655471428175
6199,121+28,7.49,1360.2498608772605,314.7510387572276
6200,121+29,7.49,1330.6768010236462,352.518573165855
6201,121+30,7.49,1647.4122914195918,283.49759626453863
6202,121+31,7.49,1780.5086915339111,349.5875494957514
6203,121+32,7.49,2046.2411170931937,339.6875206849534
6204,121+33,7.49,2239.8255392748315,348.3057298445254
6205,121+34,7.49,2154.604436601484,374.40415105999983
6206,121+35,7.49,2152.0633919402508,350.4769517386848
6207,121+36,7.49,2427.204677023133,347.269628588538
6208,121+37,7.49,2354.8621687097652,341.8115229222019
6209,121+38,7.49,2369.818081805452,354.4238139772218
6210,121+39,7.49,2448.6813503002168,407.04767548988593
6211,121+40,7.49,2371.6481585968013,426.1486005087756
6212,121+41,7.49,2284.641906506719,346.31723469347116
6213,121+42,7.49,2057.3358969761507,362.1567300019535
6214,121+43,7.49,1783.1804768387865,380.03835929279336
6215,121+44,7.49,1926.0996386748013,343.0926688036609
6216,121+45,7.49,1762.8478022176191,425.32168200286014
6217,121+46,7.49,1475.4557369268878,417.3725963740345
6218,121+47,7.49,1356.2666061365767,431.62670557540645
6219,121+48,7.49,1278.211522324993,397.72443896340616
6220,121+49,7.49,916.5949156285478,325.43376894492457
6221,121+50,7.49,853.2397722647797,338.45107074739985
6222,122+0,8.95,1126.6445036397065,219.25475026463766
6223,122+1,8.95,1419.3540705092003,279.43231364150313
6224,122+2,8.95,1501.3427966588129,263.0447053439312
6225,122+3,8.95,1406.2731265331659,329.0801956437544
6226,122+4,8.95,1053.0070065174725,377.1940473347657
6227,122+5,8.95,940.5900276174281,396.4465889517633
6228,122+6,8.95,1210.2115364718418,410.10779057869183
6229,122+7,8.95,1308.9641757782617,383.6258809470241
6230,122+8,8.95,1099.1571271651067,416.653383853833
6231,122+9,8.95,1257.517180479206,458.3831760707023
6232,122+10,8.95,1385.1127373913632,429.53235770966114
6233,122+11,8.95,1038.8007609742092,361.36709854756765
6234,122+12,8.95,1039.9951737064498,361.70817995669546
6235,122+13,8.95,1037.8767970543522,375.5876367238309
6236,122+14,8.95,1085.935969742886,313.34261594650667
6237,122+15,8.95,994.6383602912395,310.2371105063719
6238,122+16,8.95,729.3053473181247,337.8066525429522
6239,122+17,8.95,628.0963750832398,319.69192970202477
6240,122+18,8.95,635.4434582540455,325.58610063362573
6241,122+19,8.95,365.67802342705886,274.0706526864567
6242,122+20,8.95,335.33440465963383,259.5464770685077
6243,122+21,8.95,325.96634912042214,254.152916170645
6244,122+22,8.95,328.84132327265115,201.23127640963088
6245,122+23,8.95,481.61425785497886,247.62753301420594
6246,122+24,8.95,508.37009041056626,233.95161647072882
6247,122+25,8.95,495.29407952555994,269.2600213514658
6248,122+26,8.95,620.3567590951222,313.9664413578578
6249,122+27,8.95,603.0520062901429,318.7411476278841
6250,122+28,8.95,731.160853447744,317.00105648044996
6251,122+29,8.95,785.4725055508998,324.68696981500403
6252,122+30,8.95,713.3068993158438,338.5329412815243
6253,122+31,8.95,611.1079244157509,375.73655425084485
6254,122+32,8.95,1010.6700808286145,404.635810752995
6255,122+33,8.95,1188.124309695581,343.067230848381
6256,122+34,8.95,1123.803441067143,358.7564544825505
6257,122+35,8.95,1089.3287526321747,303.44977241293054
6258,122+36,8.95,1384.3848330742112,294.1364461074006
6259,122+37,8.95,1407.5102292292652,284.1434725392133
6260,122+38,8.95,1245.0491161723078,266.96802508948696
6261,122+39,8.95,1163.6029770265513,292.14482341496154
6262,122+40,8.95,1140.683787896265,294.14574843842956
6263,122+41,8.95,1242.5228441622057,282.8603437736707
6264,122+42,8.95,1000.7463908319987,252.51370307031104
6265,122+43,8.95,1216.9406333994484,303.82018616620985
