,sked+time,sked_RMS,x,y,rad
238,004+34,8.01,88.040341331995,10.576105362304562,30.940388744322885
239,004+35,8.01,88.040341331995,10.576105362304562,30.940388744322885
240,004+36,8.01,88.040341331995,10.576105362304562,30.54923121712006
241,004+37,8.01,88.040341331995,10.576105362304562,30.54923121712006
242,004+38,8.01,88.040341331995,10.576105362304562,30.54923121712006
243,004+39,8.01,88.040341331995,10.576105362304562,30.54923121712006
244,004+40,8.01,88.040341331995,10.576105362304562,30.54923121712006
245,004+41,8.01,-6.112839509427055,41.04897923364098,32.157739717036186
246,004+42,8.01,-6.112839509427055,41.04897923364098,32.157739717036186
247,004+43,8.01,-1.4728169342117061,40.74853911014835,35.6173574948106
248,004+44,8.01,1.626818901590676,40.504254252207524,37.521595224459666
249,004+45,8.01,1.626818901590676,40.504254252207524,37.15507481417387
250,004+46,8.01,1.626818901590676,40.504254252207524,37.15507481417387
251,004+47,8.01,1.626818901590676,40.504254252207524,37.15507481417387
252,004+48,8.01,-3.022041849247575,40.859466809513314,34.03005837610315
253,004+49,8.01,-3.022041849247575,40.859466809513314,34.03005837610315
254,004+50,8.01,-3.022041849247575,40.859466809513314,34.03005837610315
255,005+0,6.51,88.040341331995,10.576105362304562,34.17066316294557
256,005+1,6.51,88.040341331995,10.576105362304562,34.17066316294557
257,005+2,6.51,88.040341331995,10.576105362304562,34.17066316294557
258,005+3,6.51,88.040341331995,10.576105362304562,34.17066316294557
259,005+4,6.51,88.040341331995,10.576105362304562,34.17066316294557
260,005+5,6.51,88.040341331995,10.576105362304562,34.17066316294557
261,005+6,6.51,88.040341331995,10.576105362304562,33.16382267247139
262,005+7,6.51,88.040341331995,10.576105362304562,33.16382267247139
263,005+8,6.51,88.040341331995,10.576105362304562,33.013015676687886
264,005+9,6.51,88.040341331995,10.576105362304562,33.013015676687886
265,005+10,6.51,88.040341331995,10.576105362304562,33.013015676687886
266,005+11,6.51,88.040341331995,10.576105362304562,33.013015676687886
267,005+12,6.51,88.040341331995,10.576105362304562,32.598723020942664
268,005+13,6.51,88.040341331995,10.576105362304562,32.48482973861833
269,005+14,6.51,88.040341331995,10.576105362304562,32.48482973861833
270,005+15,6.51,88.040341331995,10.576105362304562,32.48482973861833
271,005+16,6.51,88.040341331995,10.576105362304562,32.48482973861833
272,005+17,6.51,88.040341331995,10.576105362304562,32.48482973861833
273,005+18,6.51,88.040341331995,10.576105362304562,32.48482973861833
274,005+19,6.51,88.040341331995,10.576105362304562,32.48482973861833
275,005+20,6.51,88.040341331995,10.576105362304562,31.853103432135054
276,005+21,6.51,88.040341331995,10.576105362304562,31.853103432135054
277,005+22,6.51,88.040341331995,10.576105362304562,31.853103432135054
278,005+23,6.51,88.040341331995,10.576105362304562,31.853103432135054
279,005+24,6.51,88.040341331995,10.576105362304562,31.853103432135054
280,005+25,6.51,88.040341331995,10.576105362304562,31.853103432135054
281,005+26,6.51,88.040341331995,10.576105362304562,31.853103432135054
282,005+27,6.51,4.6847287521576,45.79571658234573,32.53558562669449
283,005+28,6.51,4.6847287521576,45.79571658234573,32.53558562669449
284,005+29,6.51,4.322224671419843,45.618773094477994,32.866764545932426
285,005+30,6.51,88.040341331995,10.576105362304562,53.78901332226653
286,005+31,6.51,88.040341331995,10.576105362304562,53.78901332226653
287,005+32,6.51,88.040341331995,10.576105362304562,53.78901332226653
288,005+33,6.51,88.040341331995,10.576105362304562,53.78901332226653
289,005+34,6.51,88.040341331995,10.576105362304562,53.78901332226653
290,005+35,6.51,88.040341331995,10.576105362304562,53.78901332226653
291,005+36,6.51,88.040341331995,10.576105362304562,53.651888614890495
292,005+37,6.51,88.040341331995,10.576105362304562,53.631737419294204
293,005+38,6.51,27.563221849469993,37.10038009990237,33.060134137446845
294,005+39,6.51,38.85401736492626,79.66254106409698,30.07188535830139
295,005+40,6.51,39.305582410317385,79.1806022218609,30.51989294740597
296,005+41,6.51,39.305582410317385,79.1806022218609,30.51989294740597
297,005+42,6.51,39.305582410317385,79.1806022218609,30.51989294740597
298,005+43,6.51,39.34213345492928,79.3018694751405,30.600546182476254
299,005+44,6.51,-3.022041849247575,40.859466809513314,29.85558052243676
300,005+45,6.51,-3.022041849247575,40.859466809513314,29.85558052243676
301,005+46,6.51,-3.022041849247575,40.859466809513314,29.85558052243676
302,005+47,6.51,-3.022041849247575,40.859466809513314,29.85558052243676
303,005+48,6.51,-3.022041849247575,40.859466809513314,29.85558052243676
304,005+49,6.51,-3.022041849247575,40.859466809513314,29.85558052243676
305,005+50,6.51,0.065300368176473,46.193993055438284,32.7926720382842
306,006+0,9.69,37.702048825374945,35.03490577879445,38.83736144390863
307,006+1,9.69,39.10755245295898,34.70910582949572,37.28351013725435
308,006+2,9.69,39.10755245295898,34.70910582949572,37.28351013725435
309,006+3,9.69,49.562775609065895,73.47983660915632,32.61677828170026
310,006+4,9.69,49.562775609065895,73.47983660915632,32.61677828170026
311,006+5,9.69,53.34048906114227,70.78521979128898,31.30179987729937
312,006+6,9.69,53.34048906114227,70.78521979128898,31.30179987729937
313,006+7,9.69,53.34048906114227,70.78521979128898,31.30179987729937
314,006+8,9.69,88.040341331995,10.576105362304562,41.417190876233974
315,006+9,9.69,88.040341331995,10.576105362304562,41.417190876233974
316,006+10,9.69,53.34048906114227,70.78521979128898,31.30179987729937
317,006+11,9.69,8.212107043793614,41.944608146412904,32.86170140546544
318,006+12,9.69,7.2637061721052465,42.34375424434503,31.907234656699792
319,006+13,9.69,54.56773747184782,69.84351896480032,32.369970144906524
320,006+14,9.69,54.56773747184782,69.84351896480032,32.369970144906524
321,006+15,9.69,33.20239297729339,82.17880636006042,41.1501455717092
322,006+16,9.69,33.20239297729339,82.17880636006042,41.1501455717092
323,006+17,9.69,22.939830201976086,85.6126118307778,29.495883797417658
324,006+18,9.69,22.939830201976086,85.6126118307778,29.495883797417658
325,006+19,9.69,22.939830201976086,85.6126118307778,29.48775156904534
326,006+20,9.69,67.89658560619401,56.97199994035402,25.445995968851527
327,006+21,9.69,67.89658560619401,56.97199994035402,25.445995968851527
328,006+22,9.69,67.89658560619401,56.97199994035402,26.008360564536478
329,006+23,9.69,88.040341331995,10.576105362304562,42.622052738699956
330,006+24,9.69,88.040341331995,10.576105362304562,42.622052738699956
331,006+25,9.69,88.040341331995,10.576105362304562,53.966381502135604
332,006+26,9.69,88.040341331995,10.576105362304562,53.966381502135604
333,006+27,9.69,88.040341331995,10.576105362304562,53.966381502135604
334,006+28,9.69,88.040341331995,10.576105362304562,53.966381502135604
335,006+29,9.69,88.040341331995,10.576105362304562,53.966381502135604
336,006+30,9.69,88.040341331995,10.576105362304562,53.966381502135604
337,006+31,9.69,59.749856560238506,28.640157898346153,26.45269676776657
338,006+32,9.69,3.406859752633686,41.504469540889026,32.07028989980679
339,006+33,9.69,3.1771879157500016,40.37000014281971,32.278994594476764
340,006+34,9.69,-38.7425561140879,40.726370058203806,32.36875003358027
341,006+35,9.69,3.1771879157500016,40.37000014281971,32.278994594476764
342,006+36,9.69,1.626818901590676,40.504254252207524,33.140071116424195
343,006+37,9.69,1.626818901590676,40.504254252207524,33.140071116424195
344,006+38,9.69,0.07801365069054332,40.634976701889784,32.11915777848103
345,006+39,9.69,14.944227020810995,55.70043247249934,24.29460753162683
346,006+40,9.69,14.944227020810992,55.70043247249933,24.294607531626827
347,006+41,9.69,14.944227020810995,55.70043247249934,24.29460753162683
348,006+42,9.69,14.944227020810995,55.70043247249933,24.29460753162683
349,006+43,9.69,18.427774055328584,86.69586067136474,32.97279907131081
350,006+44,9.69,19.93801881294979,86.36104746931565,31.417691515300092
351,006+45,9.69,88.040341331995,10.576105362304562,30.1170654000487
352,006+46,9.69,88.040341331995,10.576105362304562,30.1170654000487
353,006+47,9.69,55.7783640211099,68.88054312584563,36.41427218358392
354,006+48,9.69,55.7783640211099,68.88054312584563,36.41427218358392
355,006+49,9.69,55.7783640211099,68.88054312584563,36.41427218358392
356,006+50,9.69,55.7783640211099,68.88054312584563,36.41427218358392
357,007+0,7.16,88.040341331995,10.576105362304562,34.053822150495584
358,007+1,7.16,88.040341331995,10.576105362304562,34.053822150495584
359,007+2,7.16,88.040341331995,10.576105362304562,34.053822150495584
360,007+3,7.16,34.8524086512594,35.652293440101325,30.72381727704337
361,007+4,7.16,33.41206986055524,35.95566938849746,30.84716013632919
362,007+5,7.16,33.41206986055524,35.95566938849746,30.84716013632919
363,007+6,7.16,33.41206986055524,35.95566938849746,30.84716013632919
364,007+7,7.16,33.41206986055524,35.95566938849746,30.84716013632919
365,007+8,7.16,33.41206986055524,35.95566938849746,30.901738637959543
366,007+9,7.16,34.8524086512594,35.652293440101325,32.13693862860183
367,007+10,7.16,34.8524086512594,35.652293440101325,32.13693862860183
368,007+11,7.16,33.41206986055524,35.95566938849746,32.8110307737303
369,007+12,7.16,62.6727816288017,62.67278162880171,43.092443859183064
370,007+13,7.16,62.6727816288017,62.67278162880171,43.092443859183064
371,007+14,7.16,62.6727816288017,62.67278162880171,43.092443859183064
372,007+15,7.16,69.84351896480032,54.56773747184782,33.936941667958195
373,007+16,7.16,69.84351896480032,54.56773747184782,33.936941667958195
374,007+17,7.16,38.85401736492626,79.66254106409698,29.333241184830346
375,007+18,7.16,88.040341331995,10.576105362304562,32.044977754962936
376,007+19,7.16,88.040341331995,10.576105362304562,32.044977754962936
377,007+20,7.16,88.040341331995,10.576105362304562,32.044977754962936
378,007+21,7.16,88.040341331995,10.576105362304562,32.044977754962936
379,007+22,7.16,88.040341331995,10.576105362304562,32.044977754962936
380,007+23,7.16,88.040341331995,10.576105362304562,32.044977754962936
381,007+24,7.16,88.040341331995,10.576105362304562,31.536345046131256
382,007+25,7.16,88.040341331995,10.576105362304562,31.536345046131256
383,007+26,7.16,88.040341331995,10.576105362304562,31.536345046131256
384,007+27,7.16,88.040341331995,10.576105362304562,31.536345046131256
385,007+28,7.16,-6.112839509427055,41.04897923364098,33.358088543496685
386,007+29,7.16,-1.4728169342117061,40.74853911014835,37.154133823505504
387,007+30,7.16,-1.4728169342117061,40.74853911014835,37.154133823505504
388,007+31,7.16,-1.4728169342117061,40.74853911014835,37.154133823505504
389,007+32,7.16,-1.4728169342117061,40.74853911014835,37.154133823505504
390,007+33,7.16,1.626818901590676,40.504254252207524,33.43826708625813
391,007+34,7.16,88.040341331995,10.576105362304562,43.688039748837554
392,007+35,7.16,1.626818901590676,40.504254252207524,33.43826708625813
393,007+36,7.16,88.040341331995,10.576105362304562,30.64854622269615
394,007+37,7.16,88.040341331995,10.576105362304562,30.64854622269615
395,007+38,7.16,20.08239449909608,38.34884636306599,30.33808037876663
396,007+39,7.16,22.218222981366697,40.01646146318117,28.765154488666262
397,007+40,7.16,23.091705338565873,37.87486580041577,29.92640669621079
398,007+41,7.16,23.091705338565873,37.87486580041577,29.92640669621079
399,007+42,7.16,23.091705338565873,37.87486580041577,29.92640669621079
400,007+43,7.16,23.091705338565873,37.87486580041577,29.92640669621079
401,007+44,7.16,23.091705338565873,37.87486580041577,29.92640669621079
402,007+45,7.16,23.091705338565873,37.87486580041577,29.19504024650896
403,007+46,7.16,23.091705338565873,37.87486580041577,29.075128891135922
404,007+47,7.16,88.040341331995,10.576105362304562,53.52103942541931
405,007+48,7.16,88.040341331995,10.576105362304562,53.52103942541931
406,007+49,7.16,88.040341331995,10.576105362304562,44.31285112954276
407,007+50,7.16,88.040341331995,10.576105362304562,44.31285112954276
408,008+0,7.26,26.085807903211325,37.365326398268785,32.50939055956197
409,008+1,7.26,26.085807903211325,37.365326398268785,32.50939055956197
410,008+2,7.26,26.085807903211325,37.365326398268785,32.50939055956197
411,008+3,7.26,26.085807903211325,37.365326398268785,32.50939055956197
