,sked,RMS,x,y
0,0.0,7.34,-10.139014976221201,76.08968249901552
1,0.0,7.34,-13.433578847283085,65.85164187872634
2,0.0,7.34,-8.691546060253053,86.61912584481136
3,0.0,7.34,43.24789132491806,42.72272021159466
4,0.0,7.34,4.983132236754883,44.078347382288165
5,0.0,7.34,59.290557826396004,57.879438081214765
6,0.0,7.34,44.45045745055633,65.3577757393813
7,0.0,7.34,3.7236422058251617,88.10830534379136
8,0.0,7.34,16.664679462173417,68.46511650396057
9,0.0,7.34,22.009256959310477,75.16837694606801
10,0.0,7.34,-17.266201518946325,68.53708491556635
11,0.0,7.34,-8.46861112485444,86.68112273476113
12,0.0,7.34,-38.38912904080639,42.890686425599405
13,0.0,7.34,-43.65600113835197,42.30560826815203
14,0.0,7.34,-8.394488572798961,86.70422313167825
15,0.0,7.34,10.045844822419388,79.7449030798873
16,0.0,7.34,-17.608501156769265,68.63030952853002
17,0.0,7.34,78.85827933889489,22.716549532702988
18,0.0,7.34,-10.758391177504514,76.26018288751446
19,0.0,7.34,58.90777633674479,57.14544645545512
20,0.0,7.34,9.939647423597664,79.68686210035973
21,0.0,7.34,-17.966198905104218,68.727370163061
22,0.0,7.34,-10.14412245933152,80.4118627520984
23,0.0,7.34,41.02583343982548,41.967402226259786
24,0.0,7.34,-18.158671182290618,68.77641356315864
25,0.0,7.34,-24.342906840304014,42.59125342152037
26,0.0,7.34,78.20853529814926,21.98342783072206
27,0.0,7.34,-11.112049512642661,76.35691322246409
28,0.0,7.34,-36.848199123053234,40.49564208433979
29,0.0,7.34,-15.320938164389807,64.96404540446302
30,0.0,7.34,43.45951011818095,64.35865854923058
31,0.0,7.34,1.267818499181476,44.01246501692325
32,0.0,7.34,-37.29374310774962,40.62774226068398
33,0.0,7.34,54.65957906781806,35.97295287640313
34,0.0,7.34,54.51173038651665,35.90292579891521
35,0.0,7.34,75.38986902126945,40.746146903921556
36,0.0,7.34,21.066669955135534,74.59709517622515
37,0.0,7.34,39.21141579945368,41.39249348532977
38,0.0,7.34,58.192252251770135,56.03879272984893
39,0.0,7.34,-19.150086030240708,69.0529794077969
40,0.0,7.34,20.934377195133873,74.5263474885697
41,0.0,7.34,-10.42629486625889,80.60845484408198
42,0.0,7.34,20.86719710304337,74.48688035337473
43,0.0,7.34,-19.378699584776925,69.12713822622807
44,0.0,7.34,-38.83190167416758,41.06358467941464
45,0.0,7.34,-57.98678274706672,39.03899667104011
46,0.0,7.34,-39.07633082651744,41.134704069605334
47,0.0,7.34,-16.699527830439553,65.22938673576061
48,0.0,7.34,-19.649146527969194,69.20803169962976
49,0.0,7.34,-11.842843667465866,76.5885300029566
50,0.0,7.34,-1.3215889094683195,44.01088323775303
51,0.0,7.34,-17.064552467593504,66.55848816292806
52,0.0,7.34,-11.94255127803336,76.61343124342724
53,0.0,7.34,-17.19590368947249,66.58750413234675
54,0.0,7.34,-17.17594753794886,65.3314334907275
55,0.0,7.34,42.310110040652596,63.39338441802566
56,0.0,7.34,-28.393998400450258,43.35753814500837
57,0.0,7.34,20.34610189574218,74.22011539578804
58,0.0,7.34,36.804354882324105,40.70361491280127
59,0.0,7.34,-7.032965518305707,87.03150054650688
60,0.0,7.34,5.82112795198555,87.87321050330642
61,0.0,7.34,-40.748248419518994,41.65434881585062
62,0.0,7.34,51.46469885970267,34.569805759555855
63,0.0,7.34,20.102513168913948,74.09174864659724
64,0.0,7.34,-29.493148999648195,43.59396974927837
65,0.0,7.34,-12.378931677819427,76.76938097631636
66,0.0,7.34,-59.837356451076424,40.17872324562685
67,0.0,7.34,70.3960255256749,53.74399333452227
68,0.0,7.34,50.630925434387436,34.228187894212056
69,0.0,7.34,50.46361873983424,34.16643846999561
70,0.0,7.34,-60.332825644831836,40.49613781620254
71,0.0,7.34,-6.565966177249965,87.12118088091246
72,0.0,7.34,70.4710827000019,53.31619841724155
73,0.0,7.34,85.90155699284742,21.25848615302266
74,0.0,7.34,56.522912488154645,54.05222907467237
75,0.0,7.34,-6.44542668151433,87.14528477891737
76,0.0,7.34,-60.82201685406305,40.839888781154364
77,0.0,7.34,49.34624963535939,33.73750488323661
78,0.0,7.34,73.81908433302326,37.645165340162535
79,0.0,7.34,40.84003088624904,62.33884512235269
80,0.0,7.34,-5.863549994056318,44.12147439071445
81,0.0,7.34,56.12908246475443,53.65686191596647
82,0.0,7.34,19.254733606699997,73.7090656789362
83,0.0,7.34,-21.76571563630446,69.92464932523644
84,0.0,7.34,19.190610754204418,73.67388937485383
85,0.0,7.34,48.38730514669617,33.3801659334379
86,0.0,7.34,-19.690848185928036,67.2068008618322
87,0.0,7.34,7.009245440387402,87.69106620708997
88,0.0,7.34,-32.833541184063414,44.371984273361115
89,0.0,7.34,40.226264076866485,61.94301467711987
90,0.0,7.34,40.195893104832294,61.91990440461524
91,0.0,7.34,-20.09727598159442,66.02361836985249
92,0.0,7.34,7.1762313481195195,87.66088571827517
93,0.0,7.34,40.02230837787344,61.81774392795995
94,0.0,7.34,-13.351873184165813,77.13855304542014
95,0.0,7.34,18.716907088498346,73.4829337982757
96,0.0,7.34,18.699906636405835,73.46979639315184
97,0.0,7.34,46.90241467525956,32.86582936613243
98,0.0,7.34,8.219800504858487,79.00191498329691
99,0.0,7.34,55.088961971209024,52.71778551546862
100,0.0,7.34,39.59789878642723,61.56182865077619
101,0.0,7.34,46.31205447659315,32.6695606653298
102,0.0,7.34,8.118738288396875,78.9677682192387
103,0.0,7.34,-20.967289816275617,66.257729527884
104,0.0,7.34,70.58916394458569,51.1355942234922
105,1.0,9.28,44.65687280192946,65.58740243680188
106,1.0,9.28,5.398951235013137,44.098181102033166
107,1.0,9.28,22.21900042637588,75.29956114343494
108,1.0,9.28,-8.676825181422183,86.624606340589
109,1.0,9.28,-8.661706203404387,86.62611941289347
110,1.0,9.28,3.6161234269125826,88.11592193020631
111,1.0,9.28,16.838623293558193,68.50297875204082
112,1.0,9.28,-8.587676711896192,86.64947987173404
113,1.0,9.28,-9.928250806315862,80.27987799564599
114,1.0,9.28,3.7696409360638565,88.10320806027221
115,1.0,9.28,79.275805953787,23.211909778831558
116,1.0,9.28,3.877000138647285,88.09225808252373
117,1.0,9.28,-8.423989203459564,86.69342159518318
118,1.0,9.28,3.953732564028907,88.08569794517223
119,1.0,9.28,-38.68619110556189,42.98045127125917
120,1.0,9.28,44.120615914201686,64.99469163463122
121,1.0,9.28,21.79760233414955,75.02783935140039
122,1.0,9.28,-44.16018171690826,42.48144995795973
123,1.0,9.28,-10.082876322880677,80.37822450678135
124,1.0,9.28,15.968947836854547,68.29839514959649
125,1.0,9.28,-14.536335994560087,64.81923317937986
126,1.0,9.28,-8.185933673226057,86.75975167993184
